"Country","Year","Data.Daily cigarettes","Data.Percentage.Male","Data.Percentage.Female","Data.Percentage.Total","Data.Smokers.Total","Data.Smokers.Female","Data.Smokers.Male"
"Djibouti","2005","11.8","21.1","35.799999","6.3000002","102722","15357","87365"
"Djibouti","2006","11.8","21.0","35.799999","6.3000002","105214","15710","89504"
"Djibouti","2007","11.7","21.0","35.700001","6.3000002","107715","16031","91684"
"Djibouti","2008","11.6","21.0","35.700001","6.3000002","110482","16461","94020"
"Djibouti","2009","11.6","21.1","35.799999","6.3000002","113340","16920","96420"
"Djibouti","2010","11.5","21.200001","36.0","6.3000002","116287","17384","98903"
"Djibouti","2011","11.4","21.299999","36.200001","6.4000001","119325","17882","101444"
"Djibouti","2012","11.3","21.5","36.5","6.4000001","122406","18366","104040"
"Dominica","1980","40.5","6.3000002","9.6999998","3.0999999","2899","713","2186"
"Dominica","1981","39.200001","6.3000002","9.6000004","3.0999999","2896","714","2181"
"Dominica","1982","38.0","6.3000002","9.6000004","3.0999999","2917","722","2195"
"Dominica","1983","37.0","6.3000002","9.5","3.0999999","2946","731","2214"
"Dominica","1984","35.799999","6.3000002","9.5","3.0999999","2942","733","2209"
"Dominica","1985","34.799999","6.1999998","9.5","3.0999999","2918","728","2190"
"Dominica","1986","33.5","6.1999998","9.3999996","3.0999999","2895","724","2172"
"Dominica","1987","32.099998","6.1999998","9.3999996","3.0999999","2874","720","2154"
"Dominica","1988","30.4","6.0999999","9.3000002","3.0","2852","715","2136"
"Dominica","1989","29.0","6.0999999","9.3000002","3.0","2821","709","2112"
"Dominica","1990","27.700001","6.0999999","9.1999998","3.0","2768","697","2072"
"Dominica","1991","26.5","6.0999999","9.1999998","3.0","2776","698","2078"
"Dominica","1992","25.4","6.0999999","9.1999998","3.0","2790","703","2087"
"Dominica","1993","24.4","6.0999999","9.1999998","3.0","2803","708","2096"
"Dominica","1994","23.5","6.0999999","9.1999998","3.0","2832","717","2115"
"Dominica","1995","22.799999","6.0999999","9.1999998","3.0","2858","726","2132"
"Dominica","1996","22.1","6.0999999","9.1999998","3.0","2842","725","2117"
"Dominica","1997","21.5","6.0","9.1000004","3.0","2801","715","2086"
"Dominica","1998","20.799999","6.0","9.0","3.0","2777","710","2068"
"Dominica","1999","20.200001","5.9000001","8.8999996","3.0","2779","711","2068"
"Dominica","2000","19.6","5.9000001","8.8999996","2.9000001","2788","713","2076"
"Dominica","2001","19.1","5.8000002","8.8000002","2.9000001","2793","714","2079"
"Dominica","2002","18.700001","5.8000002","8.6999998","2.9000001","2798","713","2085"
"Dominica","2003","18.0","5.6999998","8.6999998","2.9000001","2796","711","2086"
"Dominica","2004","17.299999","5.6999998","8.6000004","2.8","2797","710","2088"
"Dominica","2005","16.700001","5.5999999","8.6000004","2.8","2804","710","2094"
"Dominica","2006","15.9","5.5999999","8.5","2.8","2807","710","2097"
"Dominica","2007","15.2","5.5999999","8.5","2.8","2810","711","2100"
"Dominica","2008","14.2","5.5999999","8.3999996","2.8","2815","711","2104"
"Dominica","2009","13.4","5.5","8.3999996","2.7","2822","713","2109"
"Dominica","2010","12.7","5.5","8.3999996","2.7","2830","715","2114"
"Dominica","2011","12.1","5.5","8.3999996","2.7","2841","718","2123"
"Dominica","2012","11.6","5.5","8.3999996","2.7","2854","721","2133"
"Dominican Republic","1980","23.700001","15.6","19.700001","11.4","521951","189370","332581"
"Dominican Republic","1981","23.200001","15.6","19.6","11.5","537380","195714","341666"
"Dominican Republic","1982","22.700001","15.6","19.5","11.5","553819","202363","351456"
"Dominican Republic","1983","22.1","15.6","19.5","11.5","570803","209379","361423"
"Dominican Republic","1984","21.6","15.6","19.5","11.6","588989","216958","372031"
"Dominican Republic","1985","21.299999","15.7","19.6","11.7","609623","225612","384012"
"Dominican Republic","1986","20.9","15.8","19.6","11.8","631464","234946","396518"
"Dominican Republic","1987","20.299999","15.9","19.700001","12.0","652597","244419","408179"
"Dominican Republic","1988","19.700001","16.0","19.700001","12.1","675081","254673","420408"
"Dominican Republic","1989","19.0","16.1","19.799999","12.3","698274","265409","432865"
"Dominican Republic","1990","18.6","16.299999","20.0","12.5","724405","277147","447258"
"Dominican Republic","1991","18.1","16.4","20.1","12.7","751412","289120","462292"
"Dominican Republic","1992","17.5","16.6","20.200001","12.9","777208","301145","476062"
"Dominican Republic","1993","16.9","16.700001","20.299999","13.1","800414","312151","488263"
"Dominican Republic","1994","16.4","16.700001","20.299999","13.2","821346","322025","499321"
"Dominican Republic","1995","15.9","16.700001","20.200001","13.2","838714","330261","508453"
"Dominican Republic","1996","15.4","16.5","19.9","13.1","851078","336183","514895"
"Dominican Republic","1997","15.8","15.4","18.6","12.2","811154","320114","491040"
"Dominican Republic","1998","16.1","14.4","17.4","11.4","777673","307689","469984"
"Dominican Republic","1999","16.200001","13.7","16.5","10.8","752722","298889","453833"
"Dominican Republic","2000","16.299999","13.0","15.7","10.3","732855","290646","442209"
"Dominican Republic","2001","16.299999","12.5","15.1","9.8000002","718044","283864","434179"
"Dominican Republic","2002","16.299999","12.0","14.6","9.3999996","707440","278265","429176"
"Dominican Republic","2003","16.4","11.7","14.2","9.1999998","701283","275372","425912"
"Dominican Republic","2004","16.5","11.4","13.9","8.8999996","698353","274065","424288"
"Dominican Republic","2005","16.5","11.1","13.6","8.6999998","696684","273700","422985"
"Dominican Republic","2006","16.4","10.9","13.3","8.6000004","696432","274325","422107"
"Dominican Republic","2007","16.1","10.7","13.0","8.3999996","698668","275927","422742"
"Dominican Republic","2008","15.6","10.7","13.0","8.5","713162","282418","430745"
"Dominican Republic","2009","15.1","10.8","13.1","8.5","731530","290453","441076"
"Dominican Republic","2010","14.5","10.9","13.2","8.6000004","751484","299308","452177"
"Dominican Republic","2011","14.0","11.0","13.3","8.6999998","772920","308817","464104"
"Dominican Republic","2012","13.6","11.1","13.4","8.8999996","794842","318322","476520"
"Ecuador","1980","16.799999","8.5","14.0","3.0","392001","69455","322546"
"Ecuador","1981","16.299999","8.5","14.0","3.0","403565","71434","332131"
"Ecuador","1982","16.0","8.5","14.0","3.0","416483","73495","342988"
"Ecuador","1983","15.9","8.5","14.0","3.0","430795","75673","355122"
"Ecuador","1984","15.8","8.5","14.1","3.0","445666","77891","367775"
"Ecuador","1985","15.7","8.6000004","14.2","3.0","461327","80126","381201"
"Ecuador","1986","15.6","8.6000004","14.3","3.0","477656","82395","395261"
"Ecuador","1987","15.8","8.6999998","14.4","3.0","495446","84842","410604"
"Ecuador","1988","15.8","8.6999998","14.5","3.0","513115","87279","425836"
"Ecuador","1989","15.8","8.6999998","14.6","2.9000001","531570","89686","441884"
"Ecuador","1990","15.9","8.8000002","14.7","2.9000001","550519","92054","458465"
"Ecuador","1991","15.9","8.8000002","14.8","2.9000001","568963","94351","474612"
"Ecuador","1992","15.9","8.8999996","14.8","2.9000001","586963","96594","490369"
"Ecuador","1993","15.9","8.8999996","14.9","2.9000001","604381","98846","505535"
"Ecuador","1994","15.9","8.8999996","14.9","2.9000001","620577","101088","519490"
"Ecuador","1995","16.0","8.8000002","14.8","2.9000001","635504","103465","532040"
"Ecuador","1996","16.1","8.8000002","14.7","2.9000001","648580","106165","542415"
"Ecuador","1997","16.5","8.5","14.2","2.8","646691","108104","538587"
"Ecuador","1998","17.0","8.3000002","13.7","2.9000001","644727","111532","533195"
"Ecuador","1999","18.1","7.8000002","12.8","2.9000001","624861","116660","508201"
"Ecuador","2000","19.299999","7.4000001","11.8","3.0","604784","123538","481246"
"Ecuador","2001","20.299999","7.0","10.9","3.0999999","586706","131507","455199"
"Ecuador","2002","21.1","6.5999999","10.1","3.2","571904","139459","432446"
"Ecuador","2003","21.6","6.3000002","9.3999996","3.3","561491","146345","415146"
"Ecuador","2004","21.299999","6.3000002","9.1999998","3.4000001","567717","155118","412599"
"Ecuador","2005","21.299999","6.0","9.0","3.2","561288","147503","413785"
"Ecuador","2006","20.6","6.0","9.0","3.0999999","570775","147519","423256"
"Ecuador","2007","19.799999","6.0","9.1000004","3.0","584874","148242","436632"
"Ecuador","2008","18.700001","6.0999999","9.1999998","3.0","601798","149541","452257"
"Ecuador","2009","17.700001","6.0999999","9.3000002","3.0","621904","151570","470334"
"Ecuador","2010","16.799999","6.1999998","9.5","3.0","643370","154117","489254"
"Ecuador","2011","15.8","6.3000002","9.6999998","2.9000001","664815","156846","507968"
"Ecuador","2012","14.8","6.4000001","9.8000002","2.9000001","685996","159760","526236"
"Egypt","1980","23.700001","15.8","31.1","1.0","4244024","131663","4112362"
"Egypt","1981","23.5","15.8","31.1","1.0","4357565","134390","4223175"
"Egypt","1982","23.4","15.9","31.200001","1.0","4473860","136810","4337050"
"Egypt","1983","23.299999","15.9","31.200001","1.0","4592624","139258","4453366"
"Egypt","1984","23.200001","15.9","31.200001","0.89999998","4713507","141615","4571892"
"Egypt","1985","23.0","15.9","31.200001","0.89999998","4836746","143882","4692864"
"Egypt","1986","22.9","16.0","31.299999","0.89999998","4965085","146205","4818880"
"Egypt","1987","22.700001","16.0","31.4","0.89999998","5101377","148650","4952727"
"Egypt","1988","22.5","16.1","31.5","0.89999998","5247028","151351","5095678"
"Egypt","1989","22.299999","16.200001","31.700001","0.89999998","5392056","153759","5238297"
"Egypt","1990","22.1","16.200001","31.799999","0.89999998","5532934","155868","5377066"
"Egypt","1991","21.9","16.299999","31.9","0.89999998","5669943","157901","5512042"
"Egypt","1992","21.799999","16.299999","31.9","0.89999998","5803933","159264","5644668"
"Egypt","1993","21.6","16.299999","31.9","0.89999998","5936760","160364","5776396"
"Egypt","1994","21.5","16.299999","32.0","0.89999998","6070173","161055","5909119"
"Egypt","1995","21.4","16.299999","32.0","0.80000001","6206966","161556","6045409"
"Egypt","1996","21.299999","16.299999","32.0","0.80000001","6352381","162230","6190151"
"Egypt","1997","21.4","16.200001","31.700001","0.80000001","6441400","163459","6277941"
"Egypt","1998","21.5","16.1","31.5","0.80000001","6553906","164723","6389183"
"Egypt","1999","21.5","16.0","31.4","0.80000001","6680331","166361","6513971"
"Egypt","2000","21.6","16.0","31.200001","0.80000001","6814722","168864","6645859"
"Egypt","2001","21.6","15.9","31.0","0.80000001","6957251","175595","6781657"
"Egypt","2002","21.6","15.8","30.9","0.80000001","7102949","181387","6921562"
"Egypt","2003","21.9","15.5","30.299999","0.80000001","7160985","182761","6978224"
"Egypt","2004","22.200001","15.3","29.9","0.80000001","7247467","184519","7062948"
"Egypt","2005","22.299999","15.3","29.799999","0.80000001","7389130","187305","7201825"
"Egypt","2006","21.799999","15.6","30.5","0.80000001","7721825","195465","7526360"
"Egypt","2007","21.200001","16.1","31.4","0.80000001","8122593","206425","7916167"
"Egypt","2008","20.6","16.6","32.5","0.89999998","8564215","219969","8344246"
"Egypt","2009","20.1","17.200001","33.599998","0.89999998","9024296","236101","8788195"
"Egypt","2010","19.700001","17.6","34.5","1.0","9433610","259612","9173998"
"Egypt","2011","19.200001","18.1","35.400002","1.0","9874626","278473","9596153"
"Egypt","2012","19.1","18.4","35.799999","1.1","10189096","293802","9895295"
"El Salvador","1980","19.5","11.3","20.1","3.0999999","287316","40832","246485"
"El Salvador","1981","19.0","11.1","19.9","3.0999999","289917","41509","248407"
"El Salvador","1982","18.5","11.0","19.799999","3.0","292081","42154","249927"
"El Salvador","1983","18.0","10.9","19.6","3.0","294545","42823","251721"
"El Salvador","1984","17.5","10.8","19.5","3.0","297651","43540","254112"
"El Salvador","1985","17.0","10.8","19.4","3.0","301323","44310","257013"
"El Salvador","1986","16.5","10.7","19.299999","3.0","305639","45102","260538"
"El Salvador","1987","16.0","10.7","19.200001","3.0","310634","45927","264707"
"El Salvador","1988","15.6","10.6","19.1","3.0","316325","46881","269444"
"El Salvador","1989","15.2","10.6","19.1","3.0","322113","47872","274241"
"El Salvador","1990","14.9","10.5","19.0","3.0","328548","49014","279534"
"El Salvador","1991","14.6","10.5","19.0","3.0","335878","50305","285573"
"El Salvador","1992","14.3","10.5","19.0","3.0","343830","51646","292184"
"El Salvador","1993","14.1","10.5","19.1","3.0","351992","52974","299018"
"El Salvador","1994","14.0","10.5","19.1","3.0","358984","54136","304848"
"El Salvador","1995","13.9","10.5","19.1","3.0","365129","55138","309990"
"El Salvador","1996","13.9","10.5","19.1","3.0","370418","55963","314456"
"El Salvador","1997","14.0","10.4","19.0","2.9000001","371467","55453","316014"
"El Salvador","1998","14.2","10.3","18.9","2.9000001","372346","54948","317398"
"El Salvador","1999","14.4","10.2","18.799999","2.8","372829","54450","318379"
"El Salvador","2000","14.6","10.1","18.700001","2.7","373093","53988","319105"
"El Salvador","2001","14.9","10.0","18.5","2.7","373025","53649","319376"
"El Salvador","2002","15.3","9.8999996","18.299999","2.5999999","372312","53461","318851"
"El Salvador","2003","15.8","9.6999998","17.9","2.5999999","367952","52710","315241"
"El Salvador","2004","16.200001","9.5","17.700001","2.5","366995","52197","314798"
"El Salvador","2005","16.5","9.3999996","17.5","2.5","366864","51823","315042"
"El Salvador","2006","16.9","9.3000002","17.4","2.4000001","367639","51575","316063"
"El Salvador","2007","17.200001","9.1999998","17.200001","2.4000001","369778","51605","318172"
"El Salvador","2008","17.4","9.1000004","17.1","2.4000001","373409","51978","321431"
"El Salvador","2009","17.6","9.1000004","17.1","2.3","378491","52827","325664"
"El Salvador","2010","17.6","9.1000004","17.1","2.4000001","385591","54147","331444"
"El Salvador","2011","17.5","9.1999998","17.200001","2.4000001","393445","55704","337741"
"El Salvador","2012","17.4","9.1999998","17.200001","2.4000001","401864","57349","344516"
"Equatorial Guinea","1980","65.099998","7.9000001","15.3","1.2","9848","772","9075"
"Equatorial Guinea","1981","61.099998","8.3000002","15.9","1.1","11286","799","10487"
"Equatorial Guinea","1982","56.700001","8.8000002","16.6","1.1","13375","850","12525"
"Equatorial Guinea","1983","53.099998","9.1999998","17.299999","1.1","15831","917","14914"
"Equatorial Guinea","1984","50.5","9.6000004","17.799999","1.1","18236","987","17249"
"Equatorial Guinea","1985","48.599998","9.8999996","18.299999","1.1","20274","1050","19224"
"Equatorial Guinea","1986","47.5","10.2","18.700001","1.1","21855","1104","20751"
"Equatorial Guinea","1987","46.5","10.4","19.1","1.1","23021","1150","21871"
"Equatorial Guinea","1988","45.799999","10.6","19.4","1.1","23878","1190","22688"
"Equatorial Guinea","1989","45.299999","10.7","19.799999","1.1","24642","1231","23411"
"Equatorial Guinea","1990","45.099998","10.9","20.1","1.1","25448","1276","24172"
"Equatorial Guinea","1991","45.0","11.1","20.4","1.2","26317","1327","24990"
"Equatorial Guinea","1992","44.900002","11.2","20.6","1.2","27136","1378","25758"
"Equatorial Guinea","1993","45.0","11.3","20.799999","1.2","27918","1432","26486"
"Equatorial Guinea","1994","45.200001","11.4","20.9","1.2","28679","1489","27190"
"Equatorial Guinea","1995","45.400002","11.4","20.9","1.3","29343","1551","27793"
"Equatorial Guinea","1996","44.799999","11.3","20.700001","1.3","29805","1609","28196"
"Equatorial Guinea","1997","42.599998","11.1","20.1","1.3","29882","1650","28233"
"Equatorial Guinea","1998","40.799999","10.8","19.6","1.3","30089","1723","28366"
"Equatorial Guinea","1999","39.0","10.6","19.1","1.3","30361","1811","28551"
"Equatorial Guinea","2000","37.5","10.3","18.700001","1.3","30776","1906","28870"
"Equatorial Guinea","2001","35.5","10.1","18.200001","1.4","31174","1999","29175"
"Equatorial Guinea","2002","33.799999","9.8999996","17.799999","1.4","31724","2096","29628"
"Equatorial Guinea","2003","32.5","9.6999998","17.4","1.4","32415","2198","30218"
"Equatorial Guinea","2004","31.0","9.6000004","17.1","1.4","33119","2299","30820"
