total_cup_points,species,owner,country_of_origin,farm_name,company,region,producer,number_of_bags,bag_weight,harvest_year,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,sweetness,moisture,color,altitude_low_meters,altitude_high_meters,altitude_mean_meters
84.67,Arabica,compañia colombiana agroindustrial s.a,Colombia,NA,ecom cca sa,santander,NA,250,70 kg,2013,Caturra,Washed / Wet,7.75,7.83,7.75,7.83,7.75,7.83,10,10,0,Green,1550,1550,1550
84.58,Arabica,daniel magu,Kenya,blend,c dorman ltd,nyeri,BLEND,100,60 kg,2013,Peaberry,Washed / Wet,7.83,7.83,7.83,7.75,7.58,7.83,10,10,0.1,Bluish-Green,1800,1800,1800
84.58,Arabica,compañia colombiana agroindustrial s.a,Colombia,NA,ecom cca sa,santander,NA,250,70 kg,2013,Caturra,Washed / Wet,7.67,7.67,7.58,7.75,7.58,8.5,10,10,0,NA,1550,1550,1550
84.58,Arabica,racafe & cia s.c.a,Colombia,NA,racafe & cia s.c.a,huila,La Plata,75,70 kg,2013,Caturra,Washed / Wet,7.75,7.75,7.83,7.75,7.58,8,10,10,0,NA,1600,1900,1750
84.58,Arabica,taylor winch (coffee) ltd.,Kenya,NA,taylor winch (coffee) ltd,NA,changeru wet mill,11,660 kg,2013,SL28,Washed / Wet,7.75,7.75,7.75,8.08,7.75,7.75,10,10,0,Green,NA,NA,NA
84.5,Arabica,eric wu,China,"puer jiangcheng fuwang coffee biotechnology co., ltd","puer jiangcheng fuwang coffee biotechnology co., ltd",yunnan,"PUER JIANGCHENG FUWANG COFFEE BIOTECHNOLOGY CO., LTD",1,2 kg,2013,Other,Washed / Wet,7.67,8,7.75,7.83,7.75,7.58,10,10,0,Green,1100,1100,1100
84.5,Arabica,juan luis alvarado romero,Guatemala,el sacramento,"unex guatemala, s.a.",oriente,LUIS RODRIGUEZ,250,69 kg,2013,Bourbon,Washed / Wet,8.17,7.83,7.67,7.83,7.67,7.83,10,10,0.11,Green,1310.64,1310.64,1310.64
84.33,Arabica,exportadora de cafe condor s.a,Colombia,NA,exportadora de cafe condor s.a,huila,NA,275,70 kg,2013,Caturra,Washed / Wet,7.75,7.58,7.33,7.83,7.58,8.08,10,10,0,Green,1800,1800,1800
84.25,Arabica,exportadora de cafe condor s.a,Colombia,NA,exportadora de cafe condor s.a,cauca,NA,250,70 kg,2013,Caturra,Washed / Wet,7.58,7.5,7.75,7.83,7.92,7.83,10,10,0.11,Green,1700,1700,1700
84.17,Arabica,chris finch,Guatemala,NA,volcafe specialty coffee,NA,NA,275,5 lbs,2013,NA,Washed / Wet,7.67,7.75,7.67,7.75,7.75,7.75,10,10,0.11,Bluish-Green,NA,NA,NA
84.17,Arabica,itochu corporation,Kenya,NA,taylor winch (coffee) ltd,kenya,NA,300,18000 kg,2013,SL28,Washed / Wet,7.58,7.75,7.75,7.75,7.75,7.83,10,10,0.08,Green,1,500,250.5
84.17,Arabica,juan luis alvarado romero,Guatemala,la union monte verde,"unex guatemala, s.a.",oriente,"AGRICOLA MONTE VERDE, S.A.",250,69 kg,2013,Bourbon,Washed / Wet,7.92,7.75,7.67,7.67,7.83,7.92,10,10,0.11,Green,1310.64,1310.64,1310.64
84.17,Arabica,atlantic specialty coffee,El Salvador,el majahual,atlantic specialty coffee,apaneca,Aida Batlle,275,2 kg,2013,Bourbon,Natural / Dry,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10,0.11,Bluish-Green,1500,1500,1500
84,Arabica,lusso lab,Ethiopia,NA,lusso coffee lab,sidamo,NA,50,60 kg,2013,Other,Natural / Dry,7.75,7.75,7.5,7.58,7.67,7.92,10,10,0.09,Green,1550,1550,1550
84,Arabica,exportadora de cafe condor s.a,Colombia,NA,exportadora de cafe condor s.a,cauca,NA,270,70 kg,2013,Caturra,Washed / Wet,7.67,7.83,7.67,7.75,7.67,7.75,10,10,0.11,Green,1700,1700,1700
83.83,Arabica,eric thormaehlen,Costa Rica,various,coricafe s.a.,central valley,VARIOS,250,1 kg,2013,Catuai,Washed / Wet,7.83,7.42,7.5,7.83,7.75,7.83,10,10,0.1,Green,1200,1400,1300
83.83,Arabica,garet alban,Ecuador,finca el trueno,sultana del cafe inc.,"province of manabi, ecuador",NA,1,5 lbs,2013,NA,Natural / Dry,7.5,7.67,7.58,7.75,7.83,7.83,10,10,0.09,Bluish-Green,800,800,800
83.83,Arabica,exportadora de cafe condor s.a,Colombia,NA,exportadora de cafe condor s.a,huila,NA,250,70 kg,2013,Caturra,Washed / Wet,7.67,7.58,7.58,7.83,7.58,7.67,10,10,0.11,Green,1750,1750,1750
83.83,Arabica,juan luis alvarado romero,Guatemala,finca el morito,"unex guatemala, s.a.",oriente,ROBERTO MONTERROSO,250,69 kg,2013,Bourbon,Washed / Wet,7.5,7.83,7.5,7.83,7.83,7.67,10,10,0.11,Green,1310.64,1310.64,1310.64
83.75,Arabica,nile highland arabica coffee farmers,Uganda,erussi farmers group,nile highlands arabica coffee farmers,west nile,Nile Highland Arabica Coffee Farmers,320,60 kg,2013,Bourbon,Natural / Dry,8,7.92,7.58,7.75,7.33,7.5,10,10,0.12,Green,1400,1400,1400
83.75,Arabica,german negron,United States (Puerto Rico),hacienda caracolillo,"hacienda alto grande, llc.",yauco region,Hacienda Alto Grande,18,5 lbs,2013,Other,Washed / Wet,7.83,7.83,7.83,7.67,8,8.17,9.33,10,0.12,Green,853.44,853.44,853.44
83.75,Arabica,exportadora de cafe condor s.a,Colombia,NA,exportadora de cafe condor s.a,huila,NA,250,70 kg,2013,Caturra,Washed / Wet,7.58,7.67,7.75,7.67,7.67,7.67,10,10,0,Blue-Green,1750,1750,1750
83.75,Arabica,exportadora de cafe condor s.a,Colombia,NA,exportadora de cafe condor s.a,huila,NA,275,70 kg,2013,Caturra,Washed / Wet,7.75,7.67,7.75,7.58,7.42,8,10,10,0.11,Green,1750,1750,1750
83.75,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,kona pacific farmers cooperative,kona,NA,12,100 lbs,2013,Hawaiian Kona,Natural / Dry,7.25,7.42,7.67,7.58,7.83,8.25,10,10,0,Bluish-Green,NA,NA,NA
83.67,Arabica,exportadora de cafe condor s.a,Colombia,various,exportadora de cafe condor s.a,huila supremo,NA,250,70 kg,2013,Caturra,Washed / Wet,7.83,7.75,7.67,7.58,7.58,7.67,10,10,0,Green,1750,1750,1750
83.67,Arabica,racafe & cia s.c.a,Colombia,NA,racafe & cia s.c.a,huila,Huila,250,70 kg,2013,Caturra,Washed / Wet,7.67,7.67,7.67,7.67,7.33,7.75,10,10,0,Green,1800,2000,1900
83.67,Arabica,juan luis alvarado romero,Guatemala,la union monte verde,"unex guatemala, s.a.",oriente,"AGRICOLA MONTE VERDE, S.A.",250,69 kg,2013,Bourbon,Washed / Wet,7.67,7.67,7.42,7.67,8,7.75,10,10,0.12,Green,1310.64,1310.64,1310.64
83.67,Arabica,juan luis alvarado romero,Guatemala,el sacramento,"unex guatemala, s.a.",oriente,LUIS RODRIGUEZ,250,69 kg,2013,Bourbon,Washed / Wet,7.83,7.67,7.33,7.67,7.67,7.83,10,10,0.11,Green,1310.64,1310.64,1310.64
83.58,Arabica,bulamburi coffee farmers association,Uganda,bulamburi coffee farmers,bulamburi coffee farmers association,eastern,Bulamburi coffee farmers association,100,60 kg,2013,SL14,Washed / Wet,7.67,7.67,7.42,7.75,7.75,7.67,10,10,0.12,Green,1800,1800,1800
83.5,Arabica,the coffee source inc.,Guatemala,several,the coffee source inc.,atitlan,UNEX,250,1 kg,2013,Caturra,Washed / Wet,7.58,7.75,7.5,7.83,7.42,7.67,10,10,0.1,Green,1400,1400,1400
83.5,Arabica,exportadora de cafe condor s.a,Colombia,NA,exportadora de cafe condor s.a,huila,NA,250,70 kg,2013,Caturra,Washed / Wet,7.58,7.75,7.42,7.67,7.75,7.67,10,10,0,Green,1750,1750,1750
83.5,Arabica,exportadora de cafe condor s.a,Colombia,NA,exportadora de cafe condor s.a,huila,NA,250,70 kg,2013,Caturra,Washed / Wet,7.58,7.67,7.58,7.75,7.58,7.75,10,10,0.11,Green,1750,1750,1750
83.42,Arabica,juan luis alvarado romero,Guatemala,el papaturro,"unex guatemala, s.a.",oriente,AMILCAR LAPOLA,250,69 kg,2013,Bourbon,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10,10,0.1,Green,1219.2,1219.2,1219.2
83.42,Arabica,juan luis alvarado romero,Guatemala,el morito,"unex guatemala, s.a.",oriente,ROBERTO MONTERROSO,250,69 kg,2013,Bourbon,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10,10,0.11,Green,1310.64,1310.64,1310.64
83.33,Arabica,j.andrade,Mexico,el pino,"café andrade, s.a. de c.v.",veracruz,JOSÉ LUIS ANDRADE SANDARA,200,1 kg,2013,Other,Washed / Wet,7.67,7.67,7.58,7.67,7.5,7.58,10,10,0.12,Green,1100,1100,1100
83.33,Arabica,eric thormaehlen,Costa Rica,several,coricafe s.a.,central valley,CORICAFE BLEND,250,1 kg,2013,Catuai,Washed / Wet,7.5,7.67,7.67,7.5,7.83,7.17,10,10,0.11,Green,1100,1300,1200
83.33,Arabica,dane loraas,Peru,NA,sustainable harvest,NA,NA,280,5 lbs,2013,NA,Washed / Wet,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10,0.12,Green,NA,NA,NA
83.33,Arabica,carcafe ltda ci,Colombia,NA,carcafe ltda,pitalito,ORLANDO ORTIZ / HIPOLITO TORRES,250,70 kg,2013,Caturra,Natural / Dry,7.67,7.67,7.5,7.67,7.92,7.42,10,10,0.11,Green,1000,1000,1000
83.33,Arabica,juan luis alvarado romero,Guatemala,el sacramento,"unex guatemala, s.a.",oriente,LUIS RODRIGUEZ,250,69 kg,2013,Bourbon,Washed / Wet,7.83,7.67,7.17,7.67,7.67,7.67,10,10,0.11,Green,1310.64,1310.64,1310.64
83.25,Arabica,exportadora de cafe condor s.a,Colombia,NA,exportadora de cafe condor s.a,huila,NA,275,70 kg,2013,Caturra,Washed / Wet,7.83,7.5,7.67,7.33,7.67,7.67,10,10,0.11,Green,1750,1750,1750
83.25,Arabica,calixto guillen vazquez,Mexico,various,"finca triunfo verde, s.c.",chiapas,VRIOS PRODUCTORES,200,1 kg,2013,Bourbon,Washed / Wet,7.58,7.75,7.5,7.5,7.58,7.58,10,10,0.12,Green,1300,1300,1300
83.17,Arabica,mayra yessenia torres,Honduras,el cerron,"olam honduras, s.a.",san marcos,Nelson Melgar Melgar,275,1 kg,2013,Catuai,Natural / Dry,7.5,7.5,7.5,7.67,7.67,7.67,10,10,0.1,Green,1450,1450,1450
83.17,Arabica,eileen koyanagi,United States (Hawaii),NA,kona pacific farmers cooperative,kona,NA,6,100 lbs,2013,Hawaiian Kona,Natural / Dry,7.5,7.5,7.58,7.42,7.92,7.67,10,10,0.11,Bluish-Green,NA,NA,NA
83.17,Arabica,juan luis alvarado romero,Guatemala,finca el morito,"unex guatemala, s.a.",oriente,ROBERTO MONTERROSO,250,69 kg,2013,Bourbon,Washed / Wet,7.67,7.83,7.33,7.67,7.5,7.67,10,10,0.11,Green,1310.64,1310.64,1310.64
83.17,Arabica,nestor mendez gomez,Mexico,santa cecilia,cesmach s.c.,chiapas,MARGARITO ROBLERO VAZQUEZ,45,1 kg,2013,Typica,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.42,10,10,0.11,Green,1500,1500,1500
83.08,Arabica,eileen koyanagi,United States (Hawaii),NA,kona pacific farmers cooperative,kona,NA,16,100 lbs,2013,Hawaiian Kona,Natural / Dry,7.33,7.75,7.58,7.33,7.83,7.67,10,10,0.12,Bluish-Green,NA,NA,NA
83,Arabica,star cafe ltd,Uganda,kabeywa county,star cafe ltd,kapchorwa,Kucofa farmers group,300,60 kg,2013,SL14,Washed / Wet,7.83,7.58,7.5,7.5,7.58,7.5,10,10,0.12,Green,1800,1800,1800
83,Arabica,german negron,United States (Puerto Rico),hacienda caracolillo,"hacienda alto grande, llc.",yauco region,Hacienda Alto Grande,17,5 lbs,2013,Other,Washed / Wet,7.67,7.5,7.67,7.83,7.75,7.83,10,9.33,0,Bluish-Green,853.44,853.44,853.44
83,Arabica,eric thormaehlen,Costa Rica,several,coricafe s.a.,central valley,CORICAFE BLEND,250,1 kg,2013,Catuai,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10,10,0.11,Green,1100,1300,1200
83,Arabica,racafe & cia s.c.a,Colombia,NA,racafe & cia s.c.a,huila,La Plata,120,70 kg,2013,Caturra,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.17,10,10,0.11,Green,1600,1950,1775
83,Arabica,exportadora de cafe condor s.a,Colombia,NA,exportadora de cafe condor s.a,huila,NA,250,70 kg,2013,Caturra,Washed / Wet,7.83,7.5,7.58,7.33,7.5,7.67,10,10,0,Green,1750,1750,1750
83,Arabica,carcafe ltda ci,Colombia,NA,carcafe ltda,pitalito,COFFEE COMPANY / CAFECOL,250,70 kg,2013,Caturra,Natural / Dry,7.33,7.67,7.75,7.42,7.75,7.58,10,10,0.11,Green,1000,1000,1000
83,Arabica,carcafe ltda ci,Colombia,NA,carcafe ltda,pitalito,ORLANDO ORTOZ / HIPOLITO TORRES,250,70 kg,2013,Caturra,Natural / Dry,7.58,7.75,7.42,7.67,7.58,7.42,10,10,0,Green,1000,1000,1000
82.92,Arabica,kawacom uganda ltd,Uganda,sipi organic coffee project,kawacom uganda ltd,eastern,Sipi organic coffee project,1,60 kg,2013,SL14,Washed / Wet,8,7.5,7.5,7.58,7.33,7.42,10,10,0.12,Green,1400,1900,1650
82.92,Arabica,nyapea coffee farmers association,Uganda,nyapea coffee farmers,nyapea coffee farmers association,west nile,Nyapea coffee farmers association,1,60 kg,2013,SL14,Washed / Wet,7.75,7.58,7.58,7.5,7.5,7.5,10,10,0.12,Green,1400,1400,1400
82.92,Arabica,racafe & cia s.c.a,Colombia,NA,racafe & cia s.c.a,huila,NA,250,70 kg,2013,Caturra,Washed / Wet,7.58,7.5,7.75,7.33,7.58,7.58,10,10,0.11,Green,1800,2000,1900
82.92,Arabica,exportadora de cafe condor s.a,Colombia,NA,exportadora de cafe condor s.a,huila,NA,250,70 kg,2013,Caturra,Natural / Dry,7.75,7.5,7.25,7.5,7.75,7.5,10,10,0,Bluish-Green,1750,1750,1750
82.92,Arabica,juan luis alvarado romero,Guatemala,finca los cerros y anexos,exportcafe,huehuetenango,OTTONIEL VILLATORO LOPEZ,250,69 kg,2013,Bourbon,Washed / Wet,7.83,7.75,7.25,7.92,7.5,7.17,10,10,0.11,Green,1658.112,1755.648,1706.88
82.92,Arabica,olam agro colombia,Colombia,NA,olam international ltd,antioquia,NA,250,70 kg,2013,Other,Washed / Wet,7.83,7.67,7.42,7.42,7.5,7.58,10,10,0.11,Green,1450,1450,1450
82.83,Arabica,"coffeebythebag.com , inc",Colombia,NA,"coffeebythebag.com , inc.",santander,Mrs. Galeano,40,1 kg,2013,Typica,Natural / Dry,7.5,7.42,7.58,7.5,7.58,7.58,10,10,0,Green,1800,1800,1800
82.83,Arabica,racafe & cia s.c.a,Colombia,NA,racafe & cia s.c.a,huila,La Plata,125,70 kg,2013,Caturra,Washed / Wet,7.83,7.5,7.5,7.42,7.5,7.5,10,10,0.11,Green,1600,1950,1775
82.75,Arabica,eileen koyanagi,United States (Hawaii),NA,kona pacific farmers cooperative,kona,NA,10,80 lbs,2013,Hawaiian Kona,Natural / Dry,7.67,7.58,7.42,7.83,7.33,7.5,10,10,0.1,Blue-Green,NA,NA,NA
82.75,Arabica,eileen koyanagi,United States (Hawaii),NA,kona pacific farmers cooperative,kona,NA,6,100 lbs,2013,Hawaiian Kona,Natural / Dry,7.58,7.83,7.75,7.75,7.42,8,9.33,10,0.1,Green,NA,NA,NA
82.75,Arabica,the coffee source inc.,Colombia,several,the coffee source inc.,antioquia,several,250,1 kg,2013,Caturra,Washed / Wet,7.58,7.33,7.17,7.33,7.25,8.58,10,10,0.1,Green,1300,1300,1300
82.75,Arabica,nestor mendez gomez,Mexico,san lorenzo,cesmach s.c.,chiapas,CARLOS O. VELAZCO LOPEZ,32,1 kg,2013,Typica,Washed / Wet,7.58,7.58,7.5,7.5,7.5,7.5,10,10,0.12,Green,1550,1550,1550
82.67,Arabica,kawacom uganda ltd,Uganda,bugisu shamba,afca,mt elgon,Kawacom Uganda Ltd,1,60 kg,2013,SL14,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.5,10,10,0.12,Green,1400,1900,1650
82.67,Arabica,松澤宏樹 koju matsuzawa,Thailand,m10,"coffeas co., ltd",phahi,Koju Matsuzawa,300,60 kg,2013,Caturra,Washed / Wet,7.42,7.5,7.5,7.67,7.58,7.5,10,10,0.11,Bluish-Green,1500,1500,1500
82.58,Arabica,kawacom uganda ltd,Uganda,mt.elgon sipi falls cheema,kawacom uganda ltd,eastern,Sipi organic coffee project,1,60 kg,2013,SL14,Natural / Dry,7.83,7.5,7.42,7.58,7.42,7.42,10,10,0.12,Green,1400,1900,1650
82.58,Arabica,eric thormaehlen,Costa Rica,various,coricafe s.a.,central valley,VARIOS,250,1 kg,2013,Catuai,Washed / Wet,7.67,7.42,7.5,7.67,7,7.75,10,10,0.11,Green,1200,1400,1300
82.58,Arabica,exportadora de cafe condor s.a,Colombia,various,exportadora de cafe condor s.a,huila,varios,250,70 kg,2013,Caturra,Washed / Wet,7.75,7.25,7.33,7.42,7.5,7.83,10,10,0.11,Blue-Green,1750,1750,1750
82.58,Arabica,exportadora de cafe condor s.a,Colombia,NA,exportadora de cafe condor s.a,huila,NA,250,70 kg,2013,Caturra,Washed / Wet,7.58,7.5,7.42,7.58,7.67,7.42,10,10,0.11,Green,1750,1750,1750
82.5,Arabica,lusso lab,Mexico,finca san el retiro,lusso coffee lab,chiapas,Santiago & Rosaura Arguello Campos,2,2 kg,2013,Other,Washed / Wet,7.42,7.58,7.5,7.67,7.25,7.5,10,10,0,Green,1500,1700,1600
82.5,Arabica,juan luis alvarado romero,Guatemala,la union monte verde,"unex guatemala, s.a.",oriente,"AGRICOLA MONTE VERDE, S.A.",250,69 kg,2013,Bourbon,Washed / Wet,7.83,7.42,7.33,7.67,7.42,7.5,10,10,0.12,Green,1310.64,1310.64,1310.64
82.5,Arabica,exportadora de cafe condor s.a,Colombia,NA,exportadora de cafe condor s.a,huila,NA,250,70 kg,2013,Caturra,Washed / Wet,7.5,7.5,7.42,7.42,7.58,7.58,10,10,0.11,Green,1750,1750,1750
82.5,Arabica,juan luis alvarado romero,Guatemala,la esperanza y anexos,"unex guatemala, s.a.",oriente,MARGARITA DE NUYENS,250,69 kg,2013,Bourbon,Washed / Wet,7.83,7.67,7.17,7.33,7.5,7.67,10,10,0.11,Green,1310.64,1310.64,1310.64
82.42,Arabica,the coffee source inc.,Guatemala,several,the coffee source inc.,atitlan,UNEX,250,1 kg,2013,Caturra,Washed / Wet,7.5,7.5,7.5,7.67,7.42,7.5,10,10,0.1,Green,1400,1400,1400
82.42,Arabica,dane loraas,Peru,NA,sustainable harvest,peru,NA,320,5 lbs,2013,NA,Washed / Wet,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10,0,Green,NA,NA,NA
82.42,Arabica,manuel herrera juarez,Mexico,finca los barreales,NA,veracruz,MANUEL HERRERA JUAREZ,10,1 kg,2013,Bourbon,Washed / Wet,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10,0.12,Green,1170,1170,1170
82.42,Arabica,racafe & cia s.c.a,Colombia,NA,racafe & cia s.c.a,huila,NA,250,70 kg,2013,Caturra,Washed / Wet,7.67,7.42,7.33,7.5,7.58,7.5,10,10,0.11,Green,1600,1950,1775
82.42,Arabica,nestor mendez gomez,Mexico,cipresal,cesmach s.c.,chiapas,EMPERATRIZ GARCIA MUÑOZ,49,1 kg,2013,Typica,Washed / Wet,7.5,7.42,7.42,7.67,7.42,7.58,10,10,0.12,Green,1560,1560,1560
82.33,Arabica,the coffee source inc.,Colombia,several,the coffee source inc.,antioquia,SEVERAL,250,3 kg,2013,Caturra,Washed / Wet,7.42,7.33,7.5,7.17,7.08,8.33,10,10,0.1,Green,1300,1300,1300
82.33,Arabica,juan luis alvarado romero,Guatemala,el morito,"unex guatemala, s.a.",oriente,ROBERTO MONTERROSO,250,69 kg,2013,Bourbon,Washed / Wet,7.5,7.42,7.58,7.5,7.5,7.58,10,10,0.12,Green,1310.64,1310.64,1310.64
82.33,Arabica,exportadora de cafe condor s.a,Colombia,NA,exportadora de cafe condor s.a,huila,NA,250,70 kg,2013,Caturra,Washed / Wet,7.5,7.42,7.5,7.5,7.5,7.58,10,10,0,Green,1750,1750,1750
82.33,Arabica,alfredo bojalil,Mexico,santa teresa,ecomtrading,"la concordia, chiapas",AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,250,1 kg,2013,Typica,Washed / Wet,7.67,7.5,7.42,7.5,7.42,7.42,10,10,0.12,Green,1300,1300,1300
82.25,Arabica,jesus carlos cardenas valdivia,Mexico,finca huehuetecpan,NA,veracruz,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,150,1 kg,2013,Mundo Novo,Washed / Wet,7.58,7.58,7.42,7.42,7.42,7.42,10,10,0.12,Blue-Green,1338,1338,1338
82.25,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,kona pacific farmers cooperative,kona,NA,6,100 lbs,2013,Hawaiian Kona,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,10,10,0,Bluish-Green,NA,NA,NA
82.17,Arabica,j.andrade,Mexico,el pino,"café andrade, s.a. de c.v.",veracruz,JOSÉ LUIS ANDRADE SANDARA,200,1 kg,2013,Other,Washed / Wet,7.42,7.33,7.17,7.42,7.33,8.17,10,10,0.12,Green,1100,1100,1100
82.17,Arabica,lusso lab,Mexico,NA,lusso coffee lab,"la concordia, chiapas",Union Ramal Santa Cruz,2,2 kg,2013,Other,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,10,10,0.1,None,1200,1600,1400
82.17,Arabica,exportadora de cafe condor s.a,Colombia,NA,exportadora de cafe condor s.a,huila,NA,250,70 kg,2013,Caturra,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,10,10,0,Bluish-Green,1750,1750,1750
82.08,Arabica,cafe politico,Colombia,NA,cafe politico,NA,NA,1,5 lbs,2013,NA,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10,10,0.11,Green,NA,NA,NA
82.08,Arabica,"ceca, s.a.",Costa Rica,cafetalera aquiares,"ceca,s.a.",turrialba,Cafetalera Aquiares,150,69 kg,2013,Caturra,Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,10,10,0.11,Green,13,13,13
82,Arabica,"lin, che-hao krude 林哲豪",Taiwan,"you siang coffee farmtainan, taiwan 台灣台南優香咖啡","red on tree co., ltd.","dongshan dist., tainan city 臺南市東山區",Chen Jin Lin 陳金璘,50,20 kg,2013,Typica,Washed / Wet,7.33,7.5,7.17,7.42,7.5,7.33,10,10,0.09,Green,600,600,600
82,Arabica,doi tung development project,Thailand,NA,doi tung development project,thailand,Doi Tung Development Project,1,1 kg,2013,NA,Washed / Wet,7.58,7.5,7.42,7.42,7.33,7.42,10,10,0.11,Green,800,800,800
82,Arabica,eric thormaehlen,Costa Rica,various,coricafe s.a.,central valley,VARIOS,250,1 kg,2013,Catuai,Washed / Wet,7.5,7.25,7.33,7.33,7.75,7.5,10,10,0.1,Green,1200,1400,1300
82,Arabica,racafe & cia s.c.a,Colombia,NA,racafe & cia s.c.a,huila,NA,250,70 kg,2013,Caturra,Washed / Wet,7.33,7.33,7.58,7.5,7.5,7.58,10,10,0.11,Green,1800,2000,1900
81.92,Arabica,chris finch,Nicaragua,NA,volcafe specialty coffee,NA,NA,275,5 lbs,2013,NA,Washed / Wet,7.58,7.42,7.25,7.17,7.5,7.67,10,10,0.12,Green,NA,NA,NA
81.92,Arabica,calixto guillen vazquez,Mexico,various,"finca triunfo verde, s.c.",chiapas,VARIOS PRODUCTORES,450,1 kg,2013,Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.5,7.25,10,10,0.12,Green,1300,1300,1300
81.83,Arabica,racafe & cia s.c.a,Colombia,NA,racafe & cia s.c.a,huila,LA PLATA,50,70 kg,2013,Caturra,Washed / Wet,7.5,7.5,7,7.42,7.5,7.58,10,10,0,Bluish-Green,1600,1950,1775
81.83,Arabica,juan luis alvarado romero,Guatemala,el sacramento,"unex guatemala, s.a.",oriente,LUIS RODRIGUEZ,250,69 kg,2013,Bourbon,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,9.33,0.11,Green,1310.64,1310.64,1310.64
81.75,Arabica,cafe politico,Brazil,NA,cafe politico,NA,NA,1,5 lbs,2013,NA,Natural / Dry,7.17,7.25,7.17,7.25,7.42,8.25,10,10,0.1,Bluish-Green,NA,NA,NA
81.67,Arabica,tembo coffee company ltd,"Tanzania, United Republic Of",ilomba 1,tembo coffee company ltd,"ilomba vilage, mbozi",Tembo Coffee Company Ltd,10,60 kg,2013,Other,Washed / Wet,7.33,7.33,7.5,7.25,7.42,7.33,10,10,0.12,Green,1700,1700,1700
81.67,Arabica,chris finch,Indonesia,NA,volcafe specialty coffee,bener meriah,NA,320,4 kg,2013,Sumatra,Semi-washed / Semi-pulped,7.17,7.42,7.33,7.42,7.33,7.42,10,10,0.11,Bluish-Green,NA,NA,NA
81.67,Arabica,"ceca, s.a.",Costa Rica,gamboa,"ceca,s.a.",tarrazu,Martin Gutierrez,275,69 kg,2013,Caturra,Washed / Wet,7.5,7.17,7.17,7.17,7.5,7.08,10,10,0.11,Green,1850,1850,1850
81.67,Arabica,fredy gordillo reyes,Mexico,union ramal santa cruz,union ramal santa cruz spr de ri,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,310,1 kg,2013,Typica,Washed / Wet,7.5,7.42,7.08,7.58,7.33,7.33,10,10,0.12,Green,1400,1400,1400
81.58,Arabica,juan luis alvarado romero,Guatemala,el morito,"unex guatemala, s.a.",oriente,ROBERTO MONTERROSO,250,69 kg,2013,Bourbon,Washed / Wet,7.42,7.33,7.17,7.58,7.42,7.5,10,10,0.12,Green,1310.64,1310.64,1310.64
81.58,Arabica,fredy gordillo reyes,Mexico,union ramal santa cruz,union ramal santa cruz spr de ri,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,310,1 kg,2013,Typica,Washed / Wet,7.67,7.5,7.42,7.5,6.75,7.42,10,10,0.12,Green,1400,1400,1400
81.5,Arabica,myriam kaplan-pasternak,Haiti,mixed,haiti coffee,"dondon, haiti",Mixed,300,4 lbs,2013,Blue Mountain,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.33,10,10,0.11,Bluish-Green,400,1250,825
81.5,Arabica,alfredo bojalil,Mexico,nueva linda,ecomtrading,"la concordia, chiapas",AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,250,1 kg,2013,Typica,Washed / Wet,7.33,7.33,7.17,7.42,7.5,7.5,10,10,0.13,Green,1150,1150,1150
81.42,Arabica,dane loraas,Peru,NA,sustainable harvest,puno,NA,280,5 lbs,2013,NA,Washed / Wet,7.42,7.42,7.17,7.33,7.42,7.42,10,10,0.1,Bluish-Green,NA,NA,NA
81.42,Arabica,juan luis alvarado romero,Guatemala,la union monte verde,"unex guatemala, s.a.",oriente,OTTO BECKER,250,69 kg,2013,Bourbon,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.5,10,10,0.12,Green,1310.64,1310.64,1310.64
