"Category","Description","Nutrient Data Bank Number","Data.Alpha Carotene","Data.Beta Carotene","Data.Beta Cryptoxanthin","Data.Carbohydrate","Data.Cholesterol","Data.Choline","Data.Fiber","Data.Lutein and Zeaxanthin","Data.Lycopene","Data.Niacin","Data.Protein","Data.Retinol","Data.Riboflavin","Data.Selenium","Data.Sugar Total","Data.Thiamin","Data.Water","Data.Fat.Monosaturated Fat","Data.Fat.Polysaturated Fat","Data.Fat.Saturated Fat","Data.Fat.Total Lipid","Data.Major Minerals.Calcium","Data.Major Minerals.Copper","Data.Major Minerals.Iron","Data.Major Minerals.Magnesium","Data.Major Minerals.Phosphorus","Data.Major Minerals.Potassium","Data.Major Minerals.Sodium","Data.Major Minerals.Zinc","Data.Vitamins.Vitamin A - RAE","Data.Vitamins.Vitamin B12","Data.Vitamins.Vitamin B6","Data.Vitamins.Vitamin C","Data.Vitamins.Vitamin E","Data.Vitamins.Vitamin K"
"Cherries","Cherries, sweet, canned, water pack, solids and liquids","9071","0","96","0","11.76","0","4.1","1.5","57","0","0.41","0.77","0","0.041","0.0","10.26","0.022","87.05","0.034","0.038","0.028","0.13","11","0.075","0.36","9","15","131","1","0.08","8","0.0","0.03","2.2","0.23","1.4"
"Cranberries","Cranberries, raw","9078","0","38","0","11.97","0","5.5","3.6","91","0","0.101","0.46","0","0.02","0.1","4.27","0.012","87.32","0.018","0.055","0.008","0.13","8","0.056","0.23","6","11","80","2","0.09","3","0.0","0.057","14.0","1.32","5.0"
"Cranberries","Cranberries, dried, sweetened (Includes foods for USDA's Food Distribution Program)","9079","0","27","0","82.8","0","8.3","5.3","138","0","0.548","0.17","0","0.028","0.6","72.56","0.013","15.79","0.298","0.182","0.088","1.09","9","0.063","0.39","4","8","49","5","0.1","2","0.0","0.038","0.2","2.1","7.6"
"Cranberry sauce","Cranberry sauce, canned, sweetened","9081","0","20","0","40.4","0","3.8","1.1","48","0","0.1","0.9","0","0.021","0.4","31.75","0.015","58.45","0.007","0.031","0.007","0.15","3","0.026","0.41","2","4","28","5","0.03","2","0.0","0.014","1.0","0.93","1.4"
"Currants","Currants, zante, dried","9085","1","43","1","76.98","0","10.6","4.4","0","0","1.615","3.43","0","0.142","0.7","62.28","0.16","17.6","0.021","0.047","0.085","0.22","88","0.298","1.88","36","99","777","43","0.37","4","0.0","0.296","4.7","0.11","3.3"
"Dates","Dates, deglet noor","9087","0","6","0","75.03","0","6.3","8.0","75","0","1.274","2.45","0","0.066","3.0","63.35","0.052","20.53","0.036","0.019","0.032","0.39","39","0.206","1.02","43","62","656","2","0.29","0","0.0","0.165","0.4","0.05","2.7"
"Figs","Figs, raw","9089","0","85","0","19.18","0","4.7","2.9","9","0","0.4","0.75","0","0.05","0.2","16.26","0.06","79.11","0.066","0.144","0.06","0.3","35","0.07","0.37","17","14","232","1","0.15","7","0.0","0.113","2.0","0.11","4.7"
"Figs","Figs, dried, uncooked","9094","0","6","0","63.9","0","15.8","9.8","32","0","0.619","3.3","0","0.082","0.6","47.9","0.085","30.0","0.159","0.345","0.144","0.92","162","0.287","2.03","67","67","680","10","0.66","0","0.0","0.106","1.2","0.36","15.6"
"Fruit cocktail","Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, water pack, solids and liquids","9096","0","126","48","8.51","0","3.7","1.0","75","0","0.363","0.42","0","0.011","0.5","7.51","0.016","90.76","0.009","0.02","0.006","0.05","5","0.071","0.25","7","11","94","4","0.09","13","0.0","0.052","2.1","0.4","2.6"
"Grapefruit","Grapefruit, raw, pink and red, all areas","9112","3","686","6","10.66","0","7.7","1.6","5","1419","0.204","0.77","0","0.031","0.1","6.89","0.043","88.06","0.02","0.036","0.021","0.14","22","0.032","0.08","9","18","135","0","0.07","58","0.0","0.053","31.2","0.13","0.0"
"Grapefruit","Grapefruit, sections, canned, water pack, solids and liquids","9119","0","0","0","9.15","0","5.1","0.4","0","0","0.249","0.58","0","0.021","0.9","8.75","0.039","89.85","0.014","0.024","0.014","0.1","15","0.067","0.41","10","10","132","2","0.09","0","0.0","0.02","21.8","0.09","0.0"
"Grapefruit juice","Grapefruit juice, white, canned or bottled, unsweetened","9123","2","20","1","7.59","1","7.7","0.2","10","0","0.253","0.55","0","0.02","0.1","7.72","0.062","90.9","0.093","0.175","0.082","0.7","16","0.032","0.07","9","17","141","1","0.04","2","0.0","0.0","39.4","0.22","0.0"
"Grapefruit juice","Grapefruit juice, white, frozen concentrate, unsweetened, undiluted","9125","8","13","3","34.56","0","24.5","0.4","34","0","0.772","1.97","0","0.078","0.3","34.16","0.145","62.0","0.063","0.113","0.064","0.48","27","0.118","0.49","38","49","484","3","0.18","2","0.0","0.154","119.8","0.14","0.1"
"Grapefruit juice","Grapefruit juice, pink or red, with added calcium","9127","3","188","5","7.74","0","6.4","0.3","14","297","0.2","0.51","0","0.03","0.0","7.96","0.038","90.77","0.16","0.296","0.173","0.68","146","0.026","0.06","9","16","132","2","0.04","16","0.0","0.044","22.2","0.2","0.0"
"Grapefruit juice","Grapefruit juice, white, raw","9128","2","4","1","9.2","0","7.7","0.1","10","0","0.2","0.5","0","0.02","0.1","9.1","0.04","90.0","0.013","0.024","0.014","0.1","9","0.033","0.2","12","15","162","1","0.05","1","0.0","0.044","38.0","0.22","0.0"
"Grape juice","Grape juice, canned or bottled, unsweetened, with added ascorbic acid","9130","0","5","0","14.77","0","3.2","0.2","57","0","0.133","0.37","0","0.015","0.0","14.2","0.017","84.51","0.003","0.022","0.025","0.13","11","0.018","0.25","10","14","104","5","0.07","0","0.0","0.032","25.0","0.0","0.4"
"Grapes","Grapes, red or green (European type, such as Thompson seedless), raw","9132","1","39","0","18.1","0","5.6","0.9","72","0","0.188","0.72","0","0.07","0.1","15.48","0.069","80.54","0.007","0.048","0.054","0.16","10","0.127","0.36","7","20","191","2","0.07","3","0.0","0.086","3.2","0.19","14.6"
"Grape juice","Grape juice, canned or bottled, unsweetened, without added ascorbic acid","9135","0","5","0","14.77","0","3.2","0.2","57","0","0.133","0.37","0","0.015","0.0","14.2","0.017","84.51","0.003","0.022","0.025","0.13","11","0.018","0.25","10","14","104","5","0.07","0","0.0","0.032","0.1","0.0","0.4"
"Guavas","Guavas, common, raw","9139","0","374","0","14.32","0","7.6","5.4","0","5204","1.084","2.55","0","0.04","0.6","8.92","0.067","80.8","0.087","0.401","0.272","0.95","18","0.23","0.26","22","40","417","2","0.23","31","0.0","0.11","228.3","0.73","2.6"
"Guava sauce","Guava sauce, cooked","9143","0","170","0","9.48","0","4.1","3.6","0","3909","0.42","0.32","0","0.013","0.5","5.88","0.026","89.56","0.013","0.059","0.04","0.14","7","0.077","0.18","7","11","225","4","0.17","14","0.0","0.09","146.4","0.55","1.9"
"Kiwifruit","Kiwifruit, green, raw","9148","0","52","0","14.0","0","7.8","3.0","122","0","0.37","1.06","0","0.025","0.2","8.99","0.027","83.9","0.047","0.287","0.029","0.44","35","0.134","0.24","15","34","198","5","0.14","4","0.0","0.061","74.7","1.3","40.3"
"Kumquats","Kumquats, raw","9149","155","0","193","15.9","0","8.4","6.5","129","0","0.429","1.88","0","0.09","0.0","9.36","0.037","80.85","0.154","0.171","0.103","0.86","62","0.095","0.86","20","19","186","10","0.17","15","0.0","0.036","43.9","0.15","0.0"
"Lemons","Lemons, raw, without peel","9150","1","3","20","9.32","0","5.1","2.8","11","0","0.1","1.1","0","0.02","0.4","2.5","0.04","88.98","0.011","0.089","0.039","0.3","26","0.037","0.6","8","16","138","2","0.06","1","0.0","0.08","53.0","0.15","0.0"
"Lemon juice","Lemon juice, raw","9152","0","1","4","6.9","0","5.1","0.3","15","0","0.091","0.35","0","0.015","0.1","2.52","0.024","92.31","0.006","0.021","0.04","0.24","6","0.016","0.08","6","8","103","1","0.05","0","0.0","0.046","38.7","0.15","0.0"
"Lemon juice from concentrate","Lemon juice from concentrate, canned or bottled","9153","0","0","40","5.62","0","5.1","0.7","11","0","0.18","0.45","0","0.017","0.1","1.53","0.021","93.64","0.006","0.017","0.027","0.07","10","0.018","0.06","7","9","109","24","0.19","2","0.0","0.037","14.3","0.23","0.1"
"Lemon peel","Lemon peel, raw","9156","1","7","45","16.0","0","8.5","10.6","18","0","0.4","1.5","0","0.08","0.7","4.17","0.06","81.6","0.011","0.089","0.039","0.3","134","0.092","0.8","15","12","160","6","0.25","3","0.0","0.172","129.0","0.25","0.0"
"Limes","Limes, raw","9159","0","30","0","10.54","0","5.1","2.8","0","0","0.2","0.7","0","0.02","0.4","1.69","0.03","88.26","0.019","0.055","0.022","0.2","33","0.065","0.6","6","18","102","2","0.11","2","0.0","0.043","29.1","0.22","0.6"
"Lime juice","Lime juice, raw","9160","0","30","0","8.42","0","5.1","0.4","0","0","0.142","0.42","0","0.015","0.1","1.69","0.025","90.79","0.008","0.023","0.008","0.07","14","0.027","0.09","8","14","117","2","0.08","2","0.0","0.038","30.0","0.22","0.6"
"Lime juice","Lime juice, canned or bottled, unsweetened","9161","0","10","0","6.69","0","5.1","0.4","0","0","0.163","0.25","0","0.003","0.1","1.37","0.033","92.52","0.022","0.064","0.026","0.23","12","0.03","0.23","7","10","75","16","0.06","1","0.0","0.027","6.4","0.12","0.5"
"Blueberries","Blueberries, dried, sweetened","9163","0","84","0","80.0","0","18.5","7.5","208","0","1.154","2.5","0","0.127","0.6","67.5","0.092","14.8","0.405","1.3","0.2","2.5","19","0.16","0.9","18","36","214","3","0.49","7","0.0","0.152","23.8","2.35","59.4"
"Litchis","Litchis, raw","9164","0","0","0","16.53","0","7.1","1.3","0","0","0.603","0.83","0","0.065","0.6","15.23","0.011","81.76","0.12","0.132","0.099","0.44","5","0.148","0.31","10","31","171","1","0.07","0","0.0","0.1","71.5","0.07","0.4"
"Mangos","Mangos, raw","9176","9","640","10","14.98","0","7.6","1.6","23","3","0.669","0.82","0","0.038","0.6","13.66","0.028","83.46","0.14","0.071","0.092","0.38","11","0.111","0.16","10","14","168","1","0.09","54","0.0","0.119","36.4","0.9","4.2"
"Mango","Mango, dried, sweetened","9178","11","786","29","78.58","0","23.7","2.4","52","0","2.0","2.45","0","0.085","2.1","66.27","0.062","16.6","0.439","0.222","0.287","1.18","0","0.3","0.23","20","50","279","162","0.3","67","0.0","0.334","42.3","4.02","13.2"
"Melons","Melons, cantaloupe, raw","9181","0","2780","0","8.16","0","7.6","0.8","32","0","0.694","0.82","0","0.027","1.7","7.88","0.049","90.2","0.003","0.081","0.051","0.18","9","0.085","0.38","13","17","157","30","0.44","232","0.0","0.04","10.9","0.05","2.7"
"Melons","Melons, casaba, raw","9183","0","0","0","6.58","0","7.6","0.9","26","0","0.232","1.11","0","0.031","0.4","5.69","0.015","91.85","0.002","0.039","0.025","0.1","11","0.06","0.34","11","5","182","9","0.07","0","0.0","0.163","21.8","0.05","2.5"
"Melons","Melons, honeydew, raw","9184","0","30","0","9.09","0","7.6","0.8","27","0","0.418","0.54","0","0.012","0.7","8.12","0.038","89.82","0.003","0.059","0.038","0.14","6","0.024","0.17","10","11","228","18","0.09","3","0.0","0.088","18.0","0.02","2.9"
"Nectarines","Nectarines, raw","9191","0","199","117","9.18","0","6.2","1.5","130","0","1.12","1.06","0","0.027","0.0","7.89","0.034","89.0","0.0","0.0","0.0","0.28","2","0.082","0.3","8","26","131","13","0.21","21","0.0","0.025","2.9","0.61","2.0"
"Olives","Olives, ripe, canned (small-extra large)","9193","0","198","0","6.04","0","10.3","1.6","510","0","0.037","0.84","0","0.0","0.9","0.0","0.003","79.99","7.652","0.629","2.279","10.9","88","0.251","6.28","4","3","8","735","0.22","17","0.0","0.009","0.9","1.65","1.4"
"Olives","Olives, ripe, canned (jumbo-super colossal)","9194","0","204","8","5.61","0","6.6","2.5","510","0","0.022","0.97","0","0.0","0.9","0.0","0.003","84.34","5.071","0.586","0.909","6.87","94","0.226","3.32","4","3","9","735","0.22","17","0.0","0.012","1.5","1.65","1.4"
"Olives","Olives, pickled, canned or bottled, green","9195","0","231","9","3.84","0","14.2","3.3","510","0","0.237","1.03","0","0.007","0.9","0.54","0.021","75.28","11.314","1.307","2.029","15.32","52","0.12","0.49","11","4","42","1556","0.04","20","0.0","0.031","0.0","3.81","1.4"
"Oranges","Oranges, raw, all commercial varieties","9200","11","71","116","11.75","0","8.4","2.4","129","0","0.282","0.94","0","0.04","0.5","9.35","0.087","86.75","0.023","0.025","0.015","0.12","40","0.045","0.1","10","14","181","0","0.07","11","0.0","0.06","53.2","0.18","0.0"
"Orange juice","Orange juice, raw (Includes foods for USDA's Food Distribution Program)","9206","6","33","169","10.4","0","6.2","0.2","115","0","0.4","0.7","0","0.03","0.1","8.4","0.09","88.3","0.036","0.04","0.024","0.2","11","0.044","0.2","11","17","200","1","0.05","10","0.0","0.04","50.0","0.04","0.1"
"Orange juice","Orange juice, canned, unsweetened","9207","5","29","148","11.01","0","6.2","0.3","115","0","0.201","0.68","0","0.021","0.1","8.76","0.039","87.72","0.025","0.034","0.018","0.15","10","0.022","0.1","10","17","184","4","0.04","9","0.0","0.031","30.1","0.2","0.1"
"Orange juice","Orange juice, chilled, includes from concentrate","9209","8","8","27","11.54","0","6.2","0.3","27","0","0.28","0.68","0","0.039","0.1","8.31","0.046","87.22","0.022","0.03","0.014","0.12","11","0.042","0.13","11","17","178","2","0.07","2","0.0","0.076","33.6","0.2","0.0"
"Orange juice","Orange juice, chilled, includes from concentrate, with added calcium and vitamin D","9210","8","8","27","11.27","0","6.2","0.3","27","0","0.28","0.68","0","0.039","0.1","8.31","0.046","87.22","0.022","0.03","0.014","0.12","140","0.042","0.13","11","47","178","2","0.07","2","0.0","0.076","33.6","0.2","0.0"
"Orange juice","Orange juice, chilled, includes from concentrate, with added calcium","9211","8","8","27","11.27","0","6.2","0.3","27","0","0.28","0.68","0","0.039","0.1","8.31","0.046","87.22","0.022","0.03","0.014","0.12","140","0.042","0.13","11","47","178","2","0.07","2","0.0","0.076","33.6","0.2","0.0"
"Orange juice","Orange juice, frozen concentrate, unsweetened, undiluted, with added calcium","9213","19","53","191","33.86","0","20.0","1.0","333","1","1.093","2.4","0","0.175","0.4","29.68","0.275","60.57","0.05","0.063","0.059","0.25","578","0.059","0.33","35","313","629","7","0.16","13","0.0","0.26","144.8","0.6","0.4"
"Orange juice","Orange juice, frozen concentrate, unsweetened, undiluted","9214","19","53","191","35.19","0","20.0","1.0","333","1","1.093","2.4","0","0.175","0.4","29.68","0.275","60.57","0.05","0.063","0.059","0.25","38","0.059","0.33","35","61","629","7","0.16","13","0.0","0.26","144.8","0.6","0.4"
"Tangerines","Tangerines, (mandarin oranges), raw","9218","101","155","407","13.34","0","10.2","1.8","138","0","0.376","0.81","0","0.036","0.1","10.58","0.058","85.17","0.06","0.065","0.039","0.31","37","0.042","0.15","12","20","166","2","0.07","34","0.0","0.078","26.7","0.2","0.0"
"Tangerines","Tangerines, (mandarin oranges), canned, juice pack","9219","133","193","503","9.57","0","8.9","0.7","163","0","0.445","0.62","0","0.029","0.4","8.87","0.082","89.51","0.005","0.005","0.003","0.03","11","0.033","0.27","11","10","133","5","0.51","43","0.0","0.042","34.2","0.1","0.0"
"Tangerine juice","Tangerine juice, raw","9221","14","38","214","10.1","0","6.2","0.2","166","0","0.1","0.5","0","0.02","0.1","9.9","0.06","88.9","0.036","0.04","0.024","0.2","18","0.025","0.2","8","14","178","1","0.03","13","0.0","0.042","31.0","0.13","0.0"
"Papayas","Papayas, raw","9226","2","274","589","10.82","0","6.1","1.7","89","1828","0.357","0.47","0","0.027","0.6","7.82","0.023","88.06","0.072","0.058","0.081","0.26","20","0.045","0.25","21","10","182","8","0.08","47","0.0","0.038","60.9","0.3","2.6"
"Papaya nectar","Papaya nectar, canned","9229","0","91","251","14.51","0","2.0","0.6","25","0","0.15","0.17","0","0.004","0.3","13.91","0.006","85.02","0.041","0.035","0.047","0.15","10","0.013","0.34","3","0","31","5","0.15","18","0.0","0.009","3.0","0.24","0.8"
"Passion-fruit","Passion-fruit, (granadilla), purple, raw","9231","0","743","41","23.38","0","7.6","10.4","0","0","1.5","2.2","0","0.13","0.6","11.2","0.0","72.93","0.086","0.411","0.059","0.7","12","0.086","1.6","29","68","348","28","0.1","64","0.0","0.1","30.0","0.02","0.7"
"Passion-fruit juice","Passion-fruit juice, purple, raw","9232","0","419","23","13.6","0","4.0","0.2","0","0","1.46","0.39","0","0.131","0.1","13.4","0.0","85.62","0.006","0.029","0.004","0.05","4","0.053","0.24","17","13","278","6","0.05","36","0.0","0.05","29.8","0.01","0.4"
"Peaches","Peaches, yellow, raw","9236","0","224","117","10.1","0","6.1","1.5","132","0","0.806","0.91","0","0.031","2.1","8.39","0.024","88.3","0.067","0.086","0.019","0.27","4","0.078","0.34","8","22","122","13","0.23","24","0.0","0.025","4.1","0.73","3.0"
"Peaches","Peaches, canned, water pack, solids and liquids","9237","1","264","109","6.11","0","4.1","1.3","61","0","0.521","0.44","0","0.019","0.3","4.81","0.009","93.13","0.021","0.028","0.006","0.06","2","0.054","0.32","5","10","99","3","0.09","27","0.0","0.019","2.9","0.49","1.7"
"Peaches","Peaches, dried, sulfured, uncooked","9246","3","1074","444","61.33","0","12.7","8.2","559","0","4.375","3.61","0","0.212","0.5","41.74","0.002","31.8","0.278","0.367","0.082","0.76","28","0.364","4.06","42","119","996","7","0.57","108","0.0","0.067","4.8","0.19","15.7"
"Peach nectar","Peach nectar, canned, with sucralose, without added ascorbic acid","9251","0","193","4","11.61","0","2.4","0.1","6","0","0.09","0.1","0","0.015","0.2","12.08","0.06","87.65","0.004","0.008","0.037","0.57","6","0.018","0.07","4","3","30","11","0.01","16","0.0","0.037","0.0","0.29","1.2"
"Pears","Pears, raw","9252","1","14","2","15.23","0","5.1","3.1","44","0","0.161","0.36","0","0.026","0.1","9.75","0.012","83.96","0.084","0.094","0.022","0.14","9","0.082","0.18","7","12","116","1","0.1","1","0.0","0.029","4.3","0.12","4.4"
"Pears","Pears, canned, water pack, solids and liquids","9253","0","0","0","7.81","0","3.4","1.6","34","0","0.054","0.19","0","0.01","0.0","6.1","0.008","91.81","0.006","0.007","0.002","0.03","4","0.051","0.21","4","7","53","2","0.09","0","0.0","0.014","1.0","0.08","0.3"
"Pears","Pears, dried, sulfured, uncooked","9259","0","2","0","69.7","0","23.0","7.5","50","0","1.372","1.87","0","0.145","0.2","62.2","0.008","26.69","0.132","0.148","0.035","0.63","34","0.371","2.1","33","59","533","6","0.39","0","0.0","0.072","7.0","0.06","20.4"
"Pear nectar","Pear nectar, canned, without added ascorbic acid","9262","0","1","0","15.76","0","2.0","0.6","20","0","0.128","0.11","0","0.013","0.0","15.16","0.002","84.01","0.003","0.003","0.001","0.01","5","0.067","0.26","3","3","13","4","0.07","0","0.0","0.014","1.1","0.05","1.8"
"Persimmons","Persimmons, japanese, raw","9263","0","253","1447","18.59","0","7.6","3.6","834","159","0.1","0.58","0","0.02","0.6","12.53","0.03","80.32","0.037","0.043","0.02","0.19","8","0.113","0.15","9","17","161","1","0.11","81","0.0","0.1","7.5","0.73","2.6"
"Pineapple","Pineapple, raw, all varieties","9266","0","35","0","13.12","0","5.5","1.4","0","0","0.5","0.54","0","0.032","0.1","9.85","0.079","86.0","0.013","0.04","0.009","0.12","13","0.11","0.29","12","8","109","1","0.12","3","0.0","0.112","47.8","0.02","0.7"
"Pineapple","Pineapple, canned, water pack, solids and liquids","9267","0","23","0","8.3","0","3.8","0.8","0","0","0.298","0.43","0","0.026","0.4","7.5","0.093","90.82","0.011","0.031","0.006","0.09","15","0.105","0.4","18","4","127","1","0.12","2","0.0","0.074","7.7","0.01","0.3"
"Pineapple juice","Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid","9273","0","3","0","12.87","0","3.3","0.2","0","0","0.199","0.36","0","0.021","0.1","9.98","0.058","86.37","0.014","0.042","0.008","0.12","13","0.069","0.31","12","8","130","2","0.11","0","0.0","0.1","10.0","0.02","0.3"
"Plantains","Plantains, yellow, raw","9277","438","457","0","31.89","0","13.5","1.7","30","0","0.672","1.3","0","0.076","1.5","17.51","0.062","65.2","0.0","0.0","0.0","0.35","3","0.074","0.55","36","32","487","4","0.19","56","0.0","0.242","18.4","0.0","28.8"
"Plums","Plums, raw","9279","0","190","35","11.42","0","1.9","1.4","73","0","0.417","0.7","0","0.026","0.0","9.92","0.028","87.23","0.134","0.044","0.017","0.28","6","0.057","0.17","7","16","157","0","0.1","17","0.0","0.029","9.5","0.26","6.4"
"Pomegranates","Pomegranates, raw","9286","0","0","0","18.7","0","7.6","4.0","0","0","0.293","1.67","0","0.053","0.5","13.67","0.067","77.93","0.093","0.079","0.12","1.17","10","0.158","0.3","12","36","236","3","0.35","0","0.0","0.075","10.2","0.6","16.4"
"Plums","Plums, dried (prunes), uncooked","9291","57","394","93","63.88","0","10.1","7.1","148","0","1.882","2.18","0","0.186","0.3","38.13","0.051","30.92","0.053","0.062","0.088","0.38","43","0.281","0.93","41","69","732","2","0.44","39","0.0","0.205","0.6","0.43","59.5"
"Prune juice","Prune juice, canned","9294","0","2","0","17.45","0","2.7","1.0","40","0","0.785","0.61","0","0.07","0.6","16.45","0.016","81.24","0.021","0.007","0.003","0.03","12","0.068","1.18","14","25","276","4","0.21","0","0.0","0.218","4.1","0.12","3.4"
"Raisins","Raisins, dark, seedless (Includes foods for USDA's Food Distribution Program)","9298","0","0","0","79.32","0","11.1","4.5","0","0","0.766","3.3","0","0.125","0.6","65.18","0.106","15.46","0.024","0.053","0.094","0.25","62","0.272","1.79","36","98","744","26","0.36","0","0.0","0.174","2.3","0.12","3.5"
