"genre","sold by","daily average.amazon revenue","daily average.author revenue","daily average.gross sales","daily average.publisher revenue","daily average.units sold","publisher.name","publisher.type","statistics.average rating","statistics.sale price","statistics.sales rank","statistics.total reviews"
"genre fiction","Amazon Digital Services,  Inc.","9.154","9.154","45.77","27.462","23","(Single-Author Publisher)","single author","4.88","1.99","6382","9"
"genre fiction","Amazon Digital Services,  Inc.","27.462","27.462","137.31","82.386","23","(Single-Author Publisher)","single author","4.63","5.97","6383","33"
"nonfiction","HarperCollins Christian Publishing","68.954","68.954","344.77","206.862","23","Thomas Nelson","big five","4.51","14.99","6383","257"
"nonfiction","Random House LLC","59.754","59.754","298.77","179.262","23","Random House","big five","4.24","12.99","6384","148"
"nonfiction","Simon and Schuster Digital Sales Inc","52.026","52.026","260.13","156.078","23","Touchstone","big five","4.51","11.31","6388","474"
"nonfiction","Amazon Digital Services,  Inc.","20.631","48.139","68.77","0.0","23","(Indie Publisher)","indie","4.62","2.99","6391","8"
"genre fiction","HarperCollins Publishers","4.554","4.554","22.77","13.662","23","Witness Impulse","big five","4.57","0.99","6392","14"
"genre fiction","Amazon Digital Services,  Inc.","20.631","48.139","68.77","0.0","23","(Indie Publisher)","indie","4.5","2.99","6397","143"
"genre fiction","Amazon Digital Services,  Inc.","18.354","18.354","91.77","55.062","23","(Single-Author Publisher)","single author","4.53","3.99","6398","41"
"children","Penguin Group (USA) LLC","33.836","33.836","169.18","101.508","22","Puffin","big five","4.58","7.69","6402","193"
"genre fiction","Amazon Digital Services,  Inc.","26.334","61.446","87.78","0.0","22","(Indie Publisher)","indie","4.45","3.99","6405","62"
"genre fiction","Amazon Digital Services,  Inc.","19.734","46.046","65.78","0.0","22","(Indie Publisher)","indie","4.02","2.99","6406","275"
"genre fiction","Amazon Digital Services,  Inc.","19.734","46.046","65.78","0.0","22","(Indie Publisher)","indie","5.0","2.99","6408","1"
"genre fiction","Amazon Digital Services,  Inc.","71.357","38.423","109.78","0.0","22","47North","amazon","4.13","4.99","6416","22"
"genre fiction","Amazon Digital Services,  Inc.","32.934","76.846","109.78","0.0","22","(Indie Publisher)","indie","4.38","4.99","6417","150"
"genre fiction","Amazon Digital Services,  Inc.","13.156","13.156","65.78","39.468","22","(Single-Author Publisher)","single author","4.0","2.99","6418","37"
"genre fiction","Macmillan","48.576","48.576","242.88","145.728","22","St. Martin's Press","big five","0.0","11.04","6419","0"
"genre fiction","Amazon Digital Services,  Inc.","39.534","92.246","131.78","0.0","22","(Indie Publisher)","indie","4.73","5.99","6421","26"
"genre fiction","Amazon Digital Services,  Inc.","26.334","61.446","87.78","0.0","22","(Indie Publisher)","indie","4.88","3.99","6423","17"
"nonfiction","HarperCollins Christian Publishing","43.956","43.956","219.78","131.868","22","Thomas Nelson","big five","3.82","9.99","6425","736"
"nonfiction","HarperCollins Publishers","43.208","43.208","216.04","129.624","22","Harper Perennial","big five","4.27","9.82","6428","404"
"genre fiction","Amazon Digital Services,  Inc.","19.734","46.046","65.78","0.0","22","(Indie Publisher)","indie","4.53","2.99","6431","49"
"genre fiction","HarperCollins Publishers","21.956","21.956","109.78","65.868","22","William Morrow Paperbacks","big five","4.5","4.99","6432","362"
"genre fiction","Amazon Digital Services,  Inc.","19.734","46.046","65.78","0.0","22","(Indie Publisher)","indie","3.44","2.99","6433","9"
"nonfiction","Amazon Digital Services,  Inc.","43.956","43.956","219.78","131.868","22","(Small or Medium Publisher)","small/medium","4.87","9.99","6434","72"
"genre fiction","HarperCollins Publishers","25.036","25.036","125.18","75.108","22","HarperCollins e-books","big five","4.26","5.69","6435","118"
"genre fiction","Amazon Digital Services,  Inc.","35.156","35.156","175.78","105.468","22","(Small or Medium Publisher)","small/medium","3.84","7.99","6436","948"
"genre fiction","Penguin Group (USA) LLC","48.356","48.356","241.78","145.068","22","Roc","big five","0.0","10.99","6437","0"
"nonfiction","Amazon Digital Services,  Inc.","39.556","39.556","197.78","118.668","22","(Single-Author Publisher)","single author","4.8","8.99","6439","177"
"genre fiction","Amazon Digital Services,  Inc.","26.334","61.446","87.78","0.0","22","(Indie Publisher)","indie","4.43","3.99","6440","108"
"genre fiction","Amazon Digital Services,  Inc.","15.356","15.356","76.78","46.068","22","(Single-Author Publisher)","single author","4.83","3.49","6441","12"
"genre fiction","Amazon Digital Services,  Inc.","19.734","46.046","65.78","0.0","22","(Indie Publisher)","indie","4.51","2.99","6441","54"
"nonfiction","Penguin Group (USA) LLC","65.956","65.956","329.78","197.868","22","The Penguin Press","big five","4.44","14.99","6443","302"
"genre fiction","Amazon Digital Services,  Inc.","32.934","76.846","109.78","0.0","22","(Indie Publisher)","indie","4.7","4.99","6446","50"
"fiction","Amazon Digital Services,  Inc.","4.356","4.356","21.78","13.068","22","(Small or Medium Publisher)","small/medium","4.14","0.99","6447","255"
"nonfiction","Amazon Digital Services,  Inc.","43.956","43.956","219.78","131.868","22","(Single-Author Publisher)","single author","4.7","9.99","6448","124"
"genre fiction","Amazon Digital Services,  Inc.","13.156","13.156","65.78","39.468","22","(Single-Author Publisher)","single author","0.0","2.99","6449","0"
"nonfiction","Simon and Schuster Digital Sales Inc","33.396","33.396","166.98","100.188","22","Scribner","big five","4.54","7.59","6450","226"
"genre fiction","Amazon Digital Services,  Inc.","4.356","4.356","21.78","13.068","22","(Single-Author Publisher)","single author","4.59","0.99","6451","15"
"genre fiction","Amazon Digital Services,  Inc.","32.934","76.846","109.78","0.0","22","(Indie Publisher)","indie","4.35","4.99","6452","101"
"genre fiction","Amazon Digital Services,  Inc.","19.734","46.046","65.78","0.0","22","(Indie Publisher)","indie","4.28","2.99","6453","89"
"genre fiction","Amazon Digital Services,  Inc.","35.156","35.156","175.78","105.468","22","(Single-Author Publisher)","single author","0.0","7.99","6454","0"
"nonfiction","Amazon Digital Services,  Inc.","19.734","46.046","65.78","0.0","22","(Indie Publisher)","indie","3.9","2.99","6455","10"
"genre fiction","Amazon Digital Services,  Inc.","19.734","46.046","65.78","0.0","22","(Indie Publisher)","indie","4.01","2.99","6457","74"
"genre fiction","Amazon Digital Services,  Inc.","30.052","30.052","150.26","90.156","22","(Small or Medium Publisher)","small/medium","4.34","6.83","6459","421"
"children","Random House LLC","15.004","15.004","75.02","45.012","22","RH/Disney","big five","4.66","3.41","6460","6"
"nonfiction","Simon and Schuster Digital Sales Inc","42.592","42.592","212.96","127.776","22","Howard Books","big five","4.8","9.68","6461","1753"
"nonfiction","HarperCollins Publishing","16.676","16.676","83.38","50.028","22","Zondervan","big five","4.77","3.79","6462","822"
"genre fiction","Amazon Digital Services,  Inc.","32.934","76.846","109.78","0.0","22","(Indie Publisher)","indie","4.53","4.99","6463","132"
"nonfiction","Amazon Digital Services,  Inc.","87.032","87.032","435.16","261.096","22","(Single-Author Publisher)","single author","4.73","19.78","6464","252"
"nonfiction","Amazon Digital Services,  Inc.","65.934","153.846","219.78","0.0","22","(Indie Publisher)","indie","4.28","9.99","6466","249"
"genre fiction","Amazon Digital Services,  Inc.","26.334","61.446","87.78","0.0","22","(Indie Publisher)","indie","4.85","3.99","6467","34"
"children","Amazon Digital Services,  Inc.","21.956","21.956","109.78","65.868","22","(Small or Medium Publisher)","small/medium","4.42","4.99","6469","696"
"genre fiction","Penguin Group (USA) LLC","48.356","48.356","241.78","145.068","22","Putnam Adult","big five","2.93","10.99","6470","341"
"genre fiction","Macmillan","46.86","46.86","234.3","140.58","22","Sarah Crichton Books","big five","4.34","10.65","6471","50"
"genre fiction","Macmillan","36.696","36.696","183.48","110.088","22","St. Martin's Paperbacks","big five","3.78","8.34","6473","41"
"nonfiction","HarperCollins Publishers","26.048","26.048","130.24","78.144","22","HarperCollins","big five","4.58","5.92","6477","1009"
"fiction","Amazon Digital Services,  Inc.","4.356","4.356","21.78","13.068","22","(Small or Medium Publisher)","small/medium","4.27","0.99","6478","114"
"genre fiction","Amazon Digital Services,  Inc.","28.457","15.323","43.78","0.0","22","(Indie Publisher)","indie","4.33","1.99","6479","9"
"nonfiction","Amazon Digital Services,  Inc.","88.0","88.0","440.0","264.0","22","(Small or Medium Publisher)","small/medium","4.69","20.0","6480","172"
"nonfiction","Amazon Digital Services,  Inc.","41.316","41.316","206.58","123.948","22","(Small or Medium Publisher)","small/medium","4.66","9.39","6481","12"
"genre fiction","HarperCollins Publishers","4.356","4.356","21.78","13.068","22","Avon Impulse","big five","4.26","0.99","6482","149"
"genre fiction","Amazon Digital Services,  Inc.","17.556","17.556","87.78","52.668","22","(Small or Medium Publisher)","small/medium","4.54","3.99","6485","55"
"genre fiction","Amazon Digital Services,  Inc.","17.556","17.556","87.78","52.668","22","(Single-Author Publisher)","single author","4.7","3.99","6487","124"
"genre fiction","Amazon Digital Services,  Inc.","26.334","61.446","87.78","0.0","22","(Indie Publisher)","indie","4.69","3.99","6490","296"
"nonfiction","Simon and Schuster Digital Sales Inc","48.576","48.576","242.88","145.728","22","Scribner","big five","4.82","11.04","6493","563"
"fiction","Amazon Digital Services,  Inc.","71.357","38.423","109.78","0.0","22","AmazonCrossing","amazon","3.86","4.99","6494","88"
"nonfiction","Amazon Digital Services,  Inc.","14.157","7.623","21.78","0.0","22","(Indie Publisher)","indie","4.5","0.99","6495","98"
"genre fiction","Amazon Digital Services,  Inc.","20.284","20.284","101.42","60.852","22","(Small or Medium Publisher)","small/medium","0.0","4.61","6496","0"
"nonfiction","Random House LLC","26.356","26.356","131.78","79.068","22","Anchor","big five","4.39","5.99","6498","689"
"genre fiction","Amazon Digital Services,  Inc.","36.036","36.036","180.18","108.108","22","(Small or Medium Publisher)","small/medium","4.45","8.19","6499","163"
"genre fiction","Amazon Digital Services,  Inc.","17.556","17.556","87.78","52.668","22","(Single-Author Publisher)","single author","4.47","3.99","6500","242"
"nonfiction","Amazon Digital Services,  Inc.","43.956","43.956","219.78","131.868","22","(Small or Medium Publisher)","small/medium","4.52","9.99","6504","19"
"genre fiction","Simon and Schuster Digital Sales Inc","8.756","8.756","43.78","26.268","22","Scribner","big five","3.8","1.99","6505","63"
"genre fiction","Amazon Digital Services,  Inc.","32.934","76.846","109.78","0.0","22","(Indie Publisher)","indie","4.27","4.99","6507","81"
"genre fiction","Simon and Schuster Digital Sales Inc","45.672","45.672","228.36","137.016","22","Touchstone","big five","4.36","10.38","6509","377"
"genre fiction","Random House LLC","26.356","26.356","131.78","79.068","22","Spectra","big five","4.19","5.99","6512","343"
"genre fiction","Amazon Digital Services,  Inc.","53.416","53.416","267.08","160.248","22","(Small or Medium Publisher)","small/medium","4.7","12.14","6513","292"
"genre fiction","Amazon Digital Services,  Inc.","16.808","16.808","84.04","50.424","22","(Small or Medium Publisher)","small/medium","5.0","3.82","6514","5"
"genre fiction","Amazon Digital Services,  Inc.","13.156","13.156","65.78","39.468","22","(Single-Author Publisher)","single author","4.25","2.99","6516","4"
"fiction","Amazon Digital Services,  Inc.","4.356","4.356","21.78","13.068","22","(Small or Medium Publisher)","small/medium","4.62","0.99","6516","1490"
"nonfiction","Hachette Book Group","43.956","43.956","219.78","131.868","22","Grand Central Life & Style","big five","4.48","9.99","6518","828"
"fiction","Amazon Digital Services,  Inc.","13.156","13.156","65.78","39.468","22","(Small or Medium Publisher)","small/medium","3.89","2.99","6520","205"
"nonfiction","Amazon Digital Services,  Inc.","4.356","4.356","21.78","13.068","22","(Single-Author Publisher)","single author","4.12","0.99","6520","141"
"nonfiction","Penguin Group (USA) LLC","43.956","43.956","219.78","131.868","22","Penguin Books","big five","4.41","9.99","6521","653"
"nonfiction","HarperCollins Publishers","40.392","40.392","201.96","121.176","22","HarperCollins e-books","big five","3.9","9.18","6522","1701"
"nonfiction","Amazon Digital Services,  Inc.","43.956","43.956","219.78","131.868","22","(Single-Author Publisher)","single author","0.0","9.99","6523","0"
"nonfiction","Random House LLC","17.556","17.556","87.78","52.668","22","Random House Books for Young Readers","big five","4.85","3.99","6524","954"
"genre fiction","Amazon Digital Services,  Inc.","19.734","46.046","65.78","0.0","22","(Indie Publisher)","indie","3.78","2.99","6526","304"
"genre fiction","Amazon Digital Services,  Inc.","26.334","61.446","87.78","0.0","22","(Indie Publisher)","indie","4.3","3.99","6527","103"
"genre fiction","HarperCollins Publishers","19.756","19.756","98.78","59.268","22","Avon","big five","4.56","4.49","6528","304"
"nonfiction","Penguin Group (USA) LLC","48.356","48.356","241.78","145.068","22","Perigee","big five","4.77","10.99","6529","133"
"fiction","Random House LLC","50.468","50.468","252.34","151.404","22","Vintage Espanol","big five","4.55","11.47","6531","9"
"genre fiction","Amazon Digital Services,  Inc.","4.356","4.356","21.78","13.068","22","(Small or Medium Publisher)","small/medium","4.82","0.99","6534","114"
"genre fiction","Amazon Digital Services,  Inc.","14.157","7.623","21.78","0.0","22","(Indie Publisher)","indie","4.66","0.99","6535","127"
"fiction","Amazon Digital Services,  Inc.","4.356","4.356","21.78","13.068","22","(Small or Medium Publisher)","small/medium","3.9","0.99","6536","30"
"genre fiction","Amazon Digital Services,  Inc.","28.457","15.323","43.78","0.0","22","Thomas & Mercer","amazon","4.13","1.99","6537","526"
"genre fiction","Amazon Digital Services,  Inc.","21.956","21.956","109.78","65.868","22","(Small or Medium Publisher)","small/medium","4.77","4.99","6539","346"
"children","Amazon Digital Services,  Inc.","57.057","30.723","87.78","0.0","22","Two Lions","amazon","4.44","3.99","6543","280"
"nonfiction","Amazon Digital Services,  Inc.","19.734","46.046","65.78","0.0","22","(Indie Publisher)","indie","4.6","2.99","6544","28"
"nonfiction","HarperCollins Publishers","52.756","52.756","263.78","158.268","22","HarperOne","big five","4.46","11.99","6545","205"
"genre fiction","Random House LLC","30.756","30.756","153.78","92.268","22","Vintage","big five","3.92","6.99","6549","857"
"nonfiction","Hachette Book Group","43.956","43.956","219.78","131.868","22","Hyperion","big five","4.58","9.99","6551","1776"
"genre fiction","Amazon Digital Services,  Inc.","26.334","61.446","87.78","0.0","22","(Indie Publisher)","indie","4.66","3.99","6552","36"
"nonfiction","Random House LLC","52.756","52.756","263.78","158.268","22","Doubleday","big five","4.61","11.99","6553","26"
"genre fiction","Amazon Digital Services,  Inc.","13.156","13.156","65.78","39.468","22","(Small or Medium Publisher)","small/medium","4.27","2.99","6554","37"
