"State","Year","Population.12-17","Population.18-25","Population.26+","Totals.Alcohol.Use Disorder Past Year.12-17","Totals.Alcohol.Use Disorder Past Year.18-25","Totals.Alcohol.Use Disorder Past Year.26+","Rates.Alcohol.Use Disorder Past Year.12-17","Rates.Alcohol.Use Disorder Past Year.18-25","Rates.Alcohol.Use Disorder Past Year.26+","Totals.Alcohol.Use Past Month.12-17","Totals.Alcohol.Use Past Month.18-25","Totals.Alcohol.Use Past Month.26+","Rates.Alcohol.Use Past Month.12-17","Rates.Alcohol.Use Past Month.18-25","Rates.Alcohol.Use Past Month.26+","Totals.Tobacco.Cigarette Past Month.12-17","Totals.Tobacco.Cigarette Past Month.18-25","Totals.Tobacco.Cigarette Past Month.26+","Rates.Tobacco.Cigarette Past Month.12-17","Rates.Tobacco.Cigarette Past Month.18-25","Rates.Tobacco.Cigarette Past Month.26+","Totals.Illicit Drugs.Cocaine Used Past Year.12-17","Totals.Illicit Drugs.Cocaine Used Past Year.18-25","Totals.Illicit Drugs.Cocaine Used Past Year.26+","Rates.Illicit Drugs.Cocaine Used Past Year.12-17","Rates.Illicit Drugs.Cocaine Used Past Year.18-25","Rates.Illicit Drugs.Cocaine Used Past Year.26+","Totals.Marijuana.New Users.12-17","Totals.Marijuana.New Users.18-25","Totals.Marijuana.New Users.26+","Rates.Marijuana.New Users.12-17","Rates.Marijuana.New Users.18-25","Rates.Marijuana.New Users.26+","Totals.Marijuana.Used Past Month.12-17","Totals.Marijuana.Used Past Month.18-25","Totals.Marijuana.Used Past Month.26+","Rates.Marijuana.Used Past Month.12-17","Rates.Marijuana.Used Past Month.18-25","Rates.Marijuana.Used Past Month.26+","Totals.Marijuana.Used Past Year.12-17","Totals.Marijuana.Used Past Year.18-25","Totals.Marijuana.Used Past Year.26+","Rates.Marijuana.Used Past Year.12-17","Rates.Marijuana.Used Past Year.18-25","Rates.Marijuana.Used Past Year.26+","Totals.Tobacco.Use Past Month.12-17","Totals.Tobacco.Use Past Month.18-25","Totals.Tobacco.Use Past Month.26+","Rates.Tobacco.Use Past Month.12-17","Rates.Tobacco.Use Past Month.18-25","Rates.Tobacco.Use Past Month.26+"
"South Carolina","2007","359862","460337","2817192","16","73","180","0.044096","0.158435","0.063746","48","246","1403","0.134625","0.535365","0.498095","36","181","774","0.100955","0.392615","0.274741","4","26","54","0.010513","0.057395","0.019306","16","14","2","0.048","0.05519","0.001148","20","62","99","0.054479","0.135721","0.035268","41","109","163","0.11342","0.236168","0.057952","44","205","905","0.121943","0.445897","0.321258"
"South Dakota","2007","66089","90910","494494","4","20","34","0.064178","0.225117","0.069422","11","65","296","0.17378","0.713324","0.59864","8","37","116","0.11671","0.404974","0.233625","1","4","4","0.010751","0.045602","0.007518","3","3","0","0.049303","0.064794","0.000963","4","13","17","0.061207","0.144867","0.034563","7","23","24","0.113114","0.249832","0.048256","10","45","143","0.1472","0.499897","0.288244"
"Tennessee","2007","496878","616545","3996018","22","98","223","0.044242","0.158354","0.055721","62","332","1673","0.124395","0.538306","0.418704","56","239","1150","0.112206","0.387548","0.287805","6","42","76","0.011553","0.067902","0.018985","22","18","3","0.04804","0.056401","0.001258","30","104","164","0.061191","0.168422","0.041083","59","161","296","0.117965","0.261654","0.074174","69","282","1370","0.13809","0.45672","0.342951"
"Texas","2007","2107904","2702238","14256754","103","402","810","0.048697","0.148642","0.05681","298","1554","7117","0.141405","0.574975","0.499229","185","913","3365","0.087819","0.337724","0.236037","35","138","210","0.016396","0.051066","0.01476","91","78","10","0.048825","0.049611","0.001144","121","316","407","0.057441","0.116967","0.028572","232","545","698","0.110042","0.201613","0.048969","222","1049","4020","0.105207","0.388092","0.281951"
"Utah","2007","248473","374336","1458451","10","48","77","0.041421","0.127423","0.052909","19","114","449","0.076273","0.303587","0.307939","15","81","225","0.058642","0.21766","0.154475","3","20","15","0.01356","0.052184","0.010198","10","9","1","0.038185","0.029575","0.001046","13","37","40","0.050748","0.098002","0.027512","24","63","58","0.09806","0.168109","0.039855","19","90","263","0.075149","0.24009","0.18029"
"Vermont","2007","49626","68089","417049","3","13","24","0.054883","0.194481","0.057467","10","50","264","0.203587","0.738384","0.633308","5","26","89","0.104387","0.387882","0.212653","1","7","8","0.013129","0.10506","0.019696","3","3","0","0.075163","0.104911","0.001444","5","20","29","0.109299","0.29685","0.068972","9","30","44","0.178439","0.445644","0.104778","7","31","116","0.147428","0.462108","0.277166"
"Virginia","2007","612162","820128","4873378","32","156","302","0.051658","0.189816","0.061992","91","528","2763","0.148488","0.644344","0.566946","62","290","1112","0.100756","0.353523","0.228205","8","49","79","0.013133","0.059545","0.01611","30","30","4","0.05662","0.06953","0.001423","41","136","187","0.067577","0.165384","0.038276","81","226","316","0.131758","0.275046","0.06486","72","330","1302","0.117242","0.40261","0.267094"
"Washington","2007","528584","673412","4199736","29","124","278","0.054588","0.184731","0.066086","84","424","2547","0.159159","0.629284","0.606549","50","233","943","0.093897","0.346738","0.224561","8","46","71","0.015208","0.067938","0.01699","25","23","3","0.05376","0.071441","0.00159","38","117","242","0.07146","0.173358","0.057558","75","207","376","0.141656","0.308054","0.089623","67","274","1113","0.126593","0.406356","0.264983"
"West Virginia","2007","134149","177189","1224679","6","29","63","0.046736","0.164037","0.051712","19","94","476","0.139421","0.529296","0.388714","17","82","347","0.130085","0.460501","0.283678","2","14","23","0.013429","0.078709","0.018743","6","5","1","0.050883","0.057211","0.001079","8","25","40","0.062538","0.142878","0.032675","17","43","74","0.126609","0.24122","0.060625","23","94","448","0.167881","0.532954","0.36606"
"Wisconsin","2007","460365","613671","3601989","30","135","248","0.065646","0.219893","0.068768","86","437","2300","0.187692","0.712598","0.638489","54","260","967","0.118115","0.423756","0.268568","7","46","84","0.015769","0.075441","0.023203","25","22","3","0.060349","0.074973","0.001228","33","111","155","0.072439","0.18041","0.043122","63","191","248","0.136584","0.310696","0.068985","66","286","1130","0.143788","0.465526","0.31378"
"Wyoming","2007","42535","59260","332809","3","12","24","0.073804","0.19489","0.070937","8","38","185","0.178705","0.644675","0.557218","6","25","88","0.130109","0.416555","0.265556","1","4","3","0.014123","0.06204","0.010269","2","2","0","0.064904","0.072751","0.001141","3","9","12","0.072743","0.152034","0.03653","6","16","20","0.148538","0.27132","0.061133","8","30","115","0.196157","0.514433","0.344766"
"Alabama","2008","379377","505718","2974610","16","70","162","0.041228","0.137476","0.054504","48","275","1334","0.126953","0.544142","0.448369","39","193","803","0.104036","0.381565","0.269786","3","17","33","0.007569","0.034392","0.011111","16","17","2","0.044659","0.05528","0.001161","22","73","100","0.056982","0.144948","0.033529","38","114","175","0.101094","0.226035","0.058909","50","230","991","0.132611","0.454119","0.333293"
"Alaska","2008","60678","77131","409778","3","13","28","0.053149","0.16941","0.067956","9","47","243","0.142249","0.604975","0.593676","6","30","97","0.093686","0.382613","0.23775","1","6","10","0.014459","0.073797","0.023906","3","2","0","0.063478","0.073291","0.001705","6","19","38","0.091426","0.251573","0.093036","10","27","52","0.158905","0.355106","0.126728","8","34","118","0.134585","0.44601","0.289141"
"Arizona","2008","538865","686141","4050064","29","125","253","0.054003","0.18237","0.062588","80","407","2211","0.147954","0.593499","0.545999","47","227","885","0.086996","0.330738","0.218494","7","47","68","0.013783","0.069123","0.016814","27","21","3","0.061007","0.065833","0.001244","39","117","197","0.072811","0.170793","0.048591","77","202","295","0.142765","0.294163","0.072922","55","273","1028","0.101689","0.397977","0.253876"
"Arkansas","2008","231516","295741","1818264","11","46","101","0.049024","0.155692","0.05545","36","165","815","0.153404","0.559389","0.447981","28","127","556","0.120497","0.428257","0.305567","2","10","21","0.008895","0.03518","0.011631","10","10","1","0.051486","0.069879","0.001231","16","48","80","0.067252","0.161576","0.043957","29","82","143","0.123297","0.275905","0.078484","35","141","651","0.149864","0.477364","0.358094"
"California","2008","3147890","4329856","22568441","166","709","1492","0.052708","0.163641","0.066106","444","2589","12185","0.141084","0.597891","0.539929","222","1281","4292","0.070498","0.295762","0.19017","44","241","352","0.013912","0.05571","0.015601","182","171","19","0.066644","0.073858","0.001385","242","808","1256","0.077004","0.186706","0.055653","476","1392","2010","0.151175","0.321473","0.089062","298","1488","5063","0.094674","0.343718","0.224347"
"Colorado","2008","384709","527605","3153539","24","111","230","0.063222","0.210276","0.072814","78","367","2085","0.202168","0.695135","0.661121","37","192","679","0.096879","0.364183","0.215191","5","47","81","0.013726","0.089401","0.025627","24","20","2","0.081132","0.092346","0.001693","39","128","231","0.101734","0.24181","0.073098","71","204","340","0.185465","0.385898","0.107868","51","230","831","0.133007","0.436718","0.263655"
"Connecticut","2008","287870","363648","2276860","17","72","164","0.059198","0.199151","0.071918","53","247","1436","0.185573","0.678574","0.630761","25","133","471","0.086717","0.365131","0.206873","4","23","34","0.012584","0.062514","0.014879","18","15","2","0.070949","0.089825","0.001365","24","82","107","0.08346","0.225566","0.046994","46","135","188","0.159147","0.371033","0.082544","32","151","560","0.110102","0.414921","0.245757"
"Delaware","2008","68911","93807","564013","3","18","36","0.048625","0.189766","0.06395","11","64","334","0.163498","0.685302","0.591796","7","37","140","0.097389","0.399455","0.24904","1","6","11","0.00911","0.064001","0.018703","4","4","0","0.066653","0.095529","0.001367","5","21","24","0.075448","0.226733","0.0429","11","34","41","0.155299","0.359172","0.073507","9","43","167","0.130664","0.455307","0.296476"
"District of Columbia","2008","35726","86607","385608","1","15","31","0.030374","0.170425","0.081007","6","62","245","0.156269","0.718151","0.635336","2","26","93","0.062978","0.301117","0.240752","0","4","14","0.004336","0.051417","0.037588","2","3","0","0.072511","0.083802","0.002443","3","17","23","0.074972","0.195891","0.060673","5","29","39","0.145912","0.33163","0.101075","3","30","107","0.09481","0.349612","0.276645"
"Florida","2008","1348640","1804515","12261205","58","263","745","0.043277","0.14602","0.060793","206","1027","6692","0.152962","0.569056","0.545769","112","588","2790","0.083049","0.32611","0.227583","14","85","179","0.010519","0.047033","0.01456","65","63","7","0.053453","0.062188","0.001047","85","274","533","0.063121","0.152105","0.043509","175","480","905","0.129396","0.26583","0.073825","143","692","3292","0.106101","0.383564","0.268468"
"Georgia","2008","822696","1013813","5963681","28","152","341","0.033761","0.150202","0.057186","112","590","3112","0.135565","0.581764","0.521856","74","362","1474","0.089465","0.357121","0.247151","7","40","71","0.008095","0.039303","0.011985","37","38","5","0.054625","0.068952","0.001671","45","161","266","0.055034","0.158672","0.044626","104","270","486","0.126869","0.266043","0.081513","96","414","1742","0.116768","0.407997","0.292043"
"Hawaii","2008","93198","131005","828273","5","21","53","0.058328","0.163376","0.063751","11","75","422","0.116426","0.572083","0.509469","7","45","161","0.076032","0.34067","0.194618","1","6","12","0.012456","0.043937","0.014002","4","4","0","0.064159","0.075691","0.001146","7","25","57","0.077198","0.191485","0.068406","13","41","72","0.144518","0.311356","0.087385","9","49","177","0.099325","0.37258","0.213168"
"Idaho","2008","132962","164370","930335","7","27","54","0.051639","0.163506","0.057948","17","86","458","0.129079","0.524995","0.491859","12","58","215","0.090541","0.350039","0.230668","2","7","7","0.012449","0.045157","0.007502","7","6","1","0.054951","0.071773","0.001254","10","23","39","0.075024","0.141286","0.042057","18","47","67","0.134374","0.282979","0.071515","14","65","249","0.1075","0.397338","0.268177"
"Illinois","2008","1065750","1461607","8068047","46","257","500","0.043227","0.175927","0.061925","162","948","4647","0.151623","0.648798","0.576019","107","570","1966","0.100112","0.389675","0.243657","11","68","124","0.009862","0.04643","0.015337","52","55","5","0.056544","0.068488","0.001157","78","237","311","0.072873","0.162321","0.038588","142","408","566","0.133331","0.279459","0.070115","133","647","2295","0.124494","0.442436","0.284423"
"Indiana","2008","529845","679069","4034745","27","115","225","0.050059","0.170025","0.055684","76","393","2050","0.144088","0.579423","0.5082","57","278","1069","0.108449","0.409505","0.26492","6","34","47","0.010912","0.04972","0.011764","27","26","2","0.058131","0.0737","0.001104","38","112","168","0.072384","0.164805","0.041743","68","185","286","0.129002","0.272208","0.070811","74","315","1283","0.139732","0.463143","0.317993"
"Iowa","2008","240105","339894","1905387","16","67","132","0.0667","0.197873","0.069215","42","235","1132","0.173365","0.690611","0.594293","24","126","468","0.101732","0.371293","0.245792","3","12","13","0.011132","0.03644","0.006648","12","12","1","0.053415","0.059712","0.000953","17","40","56","0.068807","0.116232","0.029243","28","70","93","0.117243","0.205379","0.048997","30","150","572","0.124103","0.440754","0.300116"
"Kansas","2008","229136","321796","1723761","13","62","108","0.056813","0.193713","0.062715","37","213","977","0.15931","0.663354","0.566621","25","128","417","0.10796","0.397146","0.241938","3","16","16","0.01113","0.049723","0.009368","12","12","1","0.056542","0.068497","0.000995","14","42","59","0.059702","0.130389","0.033965","28","82","103","0.121168","0.256251","0.060032","30","153","516","0.131073","0.474586","0.299075"
"Kentucky","2008","336896","428585","2771834","13","61","137","0.038304","0.14207","0.049481","41","217","1111","0.122115","0.506385","0.400959","42","190","897","0.12435","0.442204","0.323754","3","19","26","0.010244","0.04373","0.009317","17","14","2","0.054605","0.060867","0.001392","18","61","91","0.052702","0.14246","0.032714","37","106","169","0.1091","0.246574","0.060991","57","226","1064","0.168247","0.526956","0.383698"
"Louisiana","2008","370950","523818","2716104","13","78","162","0.036341","0.149602","0.059523","57","323","1362","0.152644","0.61674","0.50162","31","189","739","0.084119","0.360278","0.271986","3","25","56","0.008429","0.047748","0.020759","15","17","2","0.038883","0.055345","0.001176","18","80","88","0.048155","0.151901","0.032556","36","122","150","0.097554","0.232342","0.055141","40","215","853","0.107152","0.410597","0.313998"
"Maine","2008","99629","125205","902774","4","22","50","0.040648","0.177168","0.055219","15","82","524","0.145682","0.653392","0.580783","10","53","226","0.097198","0.425118","0.250316","1","10","15","0.011332","0.076657","0.016867","5","5","1","0.054266","0.089731","0.001406","8","33","69","0.084288","0.261287","0.076914","14","50","89","0.142037","0.396842","0.098524","12","60","264","0.121254","0.476497","0.29278"
"Maryland","2008","459954","611079","3612130","17","93","220","0.037011","0.151675","0.061041","64","377","2098","0.140231","0.617446","0.580933","35","190","703","0.076107","0.311457","0.194547","4","25","45","0.008702","0.040274","0.012373","22","26","2","0.056125","0.081974","0.001163","32","104","128","0.070136","0.170265","0.035552","63","185","252","0.137341","0.303203","0.069811","42","218","857","0.090391","0.356955","0.237228"
"Massachusetts","2008","498720","758227","4263188","24","144","242","0.047388","0.189734","0.056778","84","549","2764","0.168916","0.723853","0.648337","38","263","858","0.076304","0.346738","0.201254","6","54","75","0.011764","0.071615","0.017636","29","30","3","0.071302","0.096895","0.001608","45","188","249","0.090888","0.248419","0.058375","82","305","418","0.164383","0.401894","0.098065","52","314","1017","0.104995","0.414197","0.238527"
"Michigan","2008","842712","1086902","6402870","41","183","412","0.048983","0.167941","0.064288","123","693","3739","0.145592","0.637311","0.583917","87","433","1656","0.103427","0.39792","0.258701","9","62","95","0.010532","0.057399","0.01491","44","46","4","0.059749","0.087222","0.001345","66","206","354","0.078844","0.189865","0.055212","120","351","545","0.1421","0.32333","0.085076","109","498","1931","0.128832","0.458633","0.301656"
"Minnesota","2008","421196","574322","3344152","24","121","254","0.057662","0.21083","0.076","62","391","2191","0.147036","0.681297","0.65514","41","236","743","0.097231","0.410054","0.222235","5","29","43","0.011208","0.051352","0.012728","19","22","2","0.048539","0.078855","0.001157","24","98","138","0.055844","0.171003","0.041301","48","172","232","0.112945","0.299176","0.069234","53","273","872","0.124938","0.475739","0.260682"
"Mississippi","2008","252527","331040","1778519","9","44","96","0.03676","0.132353","0.053815","32","175","746","0.127018","0.529934","0.419628","24","121","477","0.096571","0.36574","0.268246","2","10","20","0.00628","0.031461","0.011365","10","11","1","0.040899","0.052245","0.001115","13","39","56","0.050248","0.117201","0.031458","25","67","94","0.099154","0.203588","0.053001","31","143","573","0.12104","0.432938","0.321927"
"Missouri","2008","482442","626322","3786858","25","110","238","0.051485","0.176175","0.062945","67","382","2005","0.139247","0.610063","0.529534","53","247","988","0.109796","0.394773","0.260851","5","36","58","0.010014","0.057447","0.015227","22","22","2","0.051104","0.071205","0.001204","28","106","157","0.057426","0.169066","0.041527","56","170","251","0.115367","0.271909","0.066183","70","296","1233","0.145683","0.471944","0.325472"
