"Year","Country.Name","Country.Code","Country.GDP","Country.Population","Emissions.Production.CH4","Emissions.Production.N2O","Emissions.Production.CO2.Cement","Emissions.Production.CO2.Coal","Emissions.Production.CO2.Gas","Emissions.Production.CO2.Oil","Emissions.Production.CO2.Flaring","Emissions.Production.CO2.Other","Emissions.Production.CO2.Total","Emissions.Global Share.CO2.Cement","Emissions.Global Share.CO2.Coal","Emissions.Global Share.CO2.Gas","Emissions.Global Share.CO2.Oil","Emissions.Global Share.CO2.Flaring","Emissions.Global Share.CO2.Total"
"1996","Finland","FIN","136504623104.0","5136984","7.98","6.0","0.381","29.757","6.789","26.054","0.065","1.01100000000001","64.057","0.06","0.33","0.15","0.27","0.03","0.27"
"1997","Finland","FIN","145148297216.0","5151740","7.86","6.04","0.45","28.497","6.646","26.038","0.103","0.9849999999999994","62.719","0.07","0.32","0.15","0.27","0.04","0.26"
"1998","Finland","FIN","153137954816.0","5164236","7.62","5.89","0.448","23.718","7.592","26.589","0.064","0.9589999999999961","59.37","0.07","0.27","0.17","0.27","0.03","0.25"
"1999","Finland","FIN","160061980672.0","5175921","7.42","5.9","0.479","23.036","7.571","26.747","0.055","1.0040000000000049","58.892","0.07","0.26","0.16","0.27","0.02","0.24"
"2000","Finland","FIN","169209069568.0","5187953","7.09","5.96","0.505","21.985","7.717","25.847","0.058","0.9259999999999948","57.038","0.07","0.24","0.16","0.25","0.02","0.23"
"2001","Finland","FIN","173703233536.0","5200475","6.93","5.86","0.504","26.125","8.388","26.467","0.053","0.9990000000000094","62.536","0.07","0.29","0.18","0.26","0.02","0.25"
"2002","Finland","FIN","176750428160.0","5213368","6.68","6.05","0.485","28.305","8.34","26.823","0.062","1.0450000000000017","65.06","0.06","0.3","0.17","0.26","0.02","0.25"
"2003","Finland","FIN","180407926784.0","5227106","6.44","6.07","0.467","35.015","9.227","26.93","0.056","0.9630000000000081","72.658","0.06","0.34","0.18","0.25","0.02","0.27"
"2004","Finland","FIN","187631845376.0","5242175","6.21","6.23","0.529","31.638","8.874","26.928","0.055","0.9369999999999976","68.961","0.06","0.29","0.17","0.24","0.02","0.24"
"2005","Finland","FIN","192989478912.0","5258933","5.92","6.44","0.542","21.034","8.119","26.359","0.07","0.9229999999999947","57.047","0.06","0.18","0.15","0.24","0.02","0.19"
"2006","Finland","FIN","200964489216.0","5277490","6.01","6.12","0.574","31.584","8.687","26.469","0.058","1.016999999999996","68.389","0.05","0.26","0.16","0.24","0.02","0.22"
"2007","Finland","FIN","211541000192.0","5297741","5.82","6.31","0.605","30.347","8.118","26.65","0.081","0.9639999999999844","66.765","0.05","0.24","0.14","0.24","0.02","0.21"
"2008","Finland","FIN","213224882176.0","5319452","5.7","6.64","0.62","23.674","8.359","24.934","0.097","0.9329999999999998","58.617","0.05","0.18","0.14","0.22","0.03","0.18"
"2009","Finland","FIN","195736961024.0","5342266","5.58","5.52","0.385","22.894","7.499","24.222","0.075","0.8620000000000019","55.937","0.03","0.18","0.13","0.22","0.02","0.18"
"2010","Finland","FIN","201743089664.0","5365784","5.68","5.19","0.526","29.141","8.273","25.149","0.096","0.9179999999999993","64.103","0.04","0.21","0.13","0.22","0.03","0.19"
"2011","Finland","FIN","207082078208.0","5390036","5.48","4.75","0.558","24.07","7.253","23.8","0.088","0.8979999999999961","56.667","0.04","0.16","0.11","0.21","0.02","0.16"
"2012","Finland","FIN","204128370688.0","5414769","5.47","4.78","0.497","19.59","6.462","23.754","0.102","0.8240000000000052","51.229","0.04","0.13","0.1","0.21","0.03","0.15"
"2013","Finland","FIN","202579968000.0","5438984","5.34","4.88","0.482","21.36","6.07","22.853","0.079","0.8840000000000003","51.728","0.03","0.14","0.09","0.2","0.02","0.15"
"2014","Finland","FIN","201300410368.0","5461410","5.21","4.98","0.469","19.31","5.403","21.594","0.084","0.7849999999999966","47.645","0.03","0.13","0.08","0.19","0.02","0.13"
"2015","Finland","FIN","201843998720.0","5481128","5.13","4.96","0.462","16.836","4.728","21.308","0.109","0.6829999999999927","44.126","0.03","0.11","0.07","0.18","0.03","0.12"
"2016","Finland","FIN","204639584256.0","5497714","5.02","4.88","0.553","18.641","4.219","22.916","0.104","0.7960000000000065","47.229","0.04","0.13","0.06","0.19","0.03","0.13"
"2017","Finland","FIN","211331219456.0","5511372","4.9","4.91","0.604","17.068","3.897","22.209","0.147","0.7270000000000039","44.652","0.04","0.12","0.05","0.18","0.03","0.12"
"2018","Finland","FIN","214535733248.0","5522585","4.75","4.94","0.602","17.913","4.42","22.155","0.091","0.6679999999999993","45.849","0.04","0.12","0.06","0.18","0.02","0.13"
"1992","France","FRA","1682859229184.0","57147216","70.09","59.66","9.21","77.783","67.717","243.444","4.404","4.420999999999992","406.979","1.72","0.92","1.71","2.65","1.86","1.8"
"1993","France","FRA","1673263972352.0","57370376","70.23","59.9","8.456","62.974","67.985","239.558","4.203","4.4909999999999854","387.667","1.52","0.74","1.67","2.6","1.8","1.7"
"1994","France","FRA","1713239621632.0","57587120","70.24","60.67","8.628","61.693","67.437","234.055","4.464","4.749000000000024","381.026","1.46","0.72","1.64","2.53","1.88","1.66"
"1995","France","FRA","1749671477248.0","57801888","70.75","61.5","8.487","62.843","68.595","236.788","4.345","4.916999999999916","385.975","1.35","0.71","1.63","2.54","1.85","1.65"
"1996","France","FRA","1774691549184.0","58012056","71.28","63.76","8.293","65.213","75.67","243.902","4.515","4.810000000000059","402.403","1.3","0.72","1.72","2.54","1.9","1.67"
"1997","France","FRA","1817073025024.0","58220656","70.47","63.13","7.967","61.191","74.98","241.629","4.46","5.018000000000086","395.245","1.21","0.68","1.7","2.48","1.84","1.63"
"1998","France","FRA","1882612563968.0","58444248","70.71","55.95","8.532","71.185","76.81","247.937","4.378","5.064000000000021","413.906","1.3","0.81","1.71","2.52","1.89","1.71"
"1999","France","FRA","1950261968896.0","58704384","70.83","51.23","8.231","66.279","80.507","247.529","4.071","4.926999999999964","411.544","1.2","0.76","1.74","2.46","1.82","1.68"
"2000","France","FRA","2031949578240.0","59015092","73.13","49.1","8.395","65.576","84.029","238.851","4.213","4.836999999999989","405.901","1.17","0.73","1.77","2.32","1.56","1.61"
"2001","France","FRA","2077914824704.0","59384124","73.41","49.85","8.482","56.032","88.274","248.92","4.175","4.650000000000034","410.533","1.13","0.62","1.85","2.4","1.54","1.61"
"2002","France","FRA","2107291205632.0","59803432","72.1","47.37","8.465","58.493","87.62","242.823","3.93","4.6790000000000305","406.01","1.07","0.62","1.78","2.34","1.37","1.56"
"2003","France","FRA","2130783764480.0","60251588","70.98","47.25","8.38","59.117","91.185","244.72","3.891","4.65300000000002","411.946","0.99","0.58","1.79","2.29","1.35","1.51"
"2004","France","FRA","2196565655552.0","60697976","70.27","44.7","8.87","58.171","92.598","244.827","3.918","4.764999999999986","413.149","0.98","0.53","1.76","2.22","1.26","1.44"
"2005","France","FRA","2238357176320.0","61120128","69.58","43.53","8.906","61.992","94.211","241.967","3.92","4.5219999999999345","415.518","0.93","0.54","1.75","2.18","1.18","1.4"
"2006","France","FRA","2296438063104.0","61508924","68.88","42.71","9.095","59.437","91.784","236.611","4.219","4.615000000000009","405.761","0.87","0.49","1.66","2.11","1.26","1.33"
"2007","France","FRA","2353924145152.0","61869232","69.08","43.79","9.251","61.339","88.79","226.955","4.515","4.578000000000031","395.428","0.82","0.48","1.56","2.02","1.3","1.26"
"2008","France","FRA","2361538117632.0","62209208","69.22","41.97","8.66","56.14","91.65","222.322","4.79","4.430000000000007","387.992","0.76","0.42","1.56","1.98","1.32","1.21"
"2009","France","FRA","2294314958848.0","62542884","68.02","39.78","7.473","45.182","90.131","217.444","4.506","3.894999999999982","368.631","0.64","0.35","1.56","1.98","1.23","1.17"
"2010","France","FRA","2341292736512.0","62879536","67.93","38.69","7.676","49.075","95.812","215.87","4.108","4.035000000000025","376.576","0.62","0.35","1.54","1.91","1.12","1.13"
"2011","France","FRA","2391848255488.0","63222232","65.52","36.74","7.835","41.909","87.516","208.338","3.877","4.260000000000048","353.735","0.58","0.28","1.37","1.84","1.09","1.03"
"2012","France","FRA","2395403190272.0","63564224","64.96","37.33","7.291","46.53","90.326","204.318","3.307","4.160000000000025","355.932","0.53","0.31","1.39","1.78","0.91","1.02"
"2013","France","FRA","2415696805888.0","63893520","64.85","38.28","7.099","49.317","91.071","202.678","3.05","4.321999999999946","357.537","0.49","0.33","1.39","1.75","0.82","1.01"
"2014","France","FRA","2424453726208.0","64193552","63.7","38.54","6.765","39.107","75.915","196.893","2.957","4.2490000000000805","325.886","0.45","0.26","1.14","1.69","0.78","0.92"
"2015","France","FRA","2453072773120.0","64453196","63.12","39.15","6.407","37.618","80.972","198.025","2.857","4.031000000000006","329.91","0.45","0.26","1.19","1.67","0.77","0.93"
"2016","France","FRA","2479389933568.0","64667588","62.2","37.65","6.437","35.683","88.66","196.115","2.868","3.816000000000031","333.579","0.44","0.25","1.27","1.64","0.74","0.94"
"2017","France","FRA","2536203354112.0","64842512","61.34","38.66","6.291","39.68","88.818","195.622","2.816","3.7690000000000055","336.996","0.42","0.27","1.25","1.61","0.67","0.94"
"2018","France","FRA","2581673803776.0","64990512","60.56","38.12","6.496","34.867","84.468","189.587","2.906","4.048000000000002","322.372","0.41","0.24","1.13","1.56","0.7","0.88"
"1992","Gabon","GAB","7946244608.0","1002573","6.35","0.36","0.047","0.0","0.198","1.037","3.635","0.0","4.917","0.01","0.0","0.0","0.01","1.53","0.02"
"1993","Gabon","GAB","8684691456.0","1029769","6.54","0.36","0.054","0.0","0.205","1.081","3.635","0.0","4.975","0.01","0.0","0.01","0.01","1.56","0.02"
"1994","Gabon","GAB","9485824000.0","1057252","7.33","0.36","0.051","0.0","0.194","0.707","3.422","0.0009999999999994458","4.375","0.01","0.0","0.0","0.01","1.44","0.02"
"1995","Gabon","GAB","10240901120.0","1084951","7.92","0.35","0.063","0.0","0.257","0.862","3.425","0.0","4.606","0.01","0.0","0.01","0.01","1.46","0.02"
"1996","Gabon","GAB","11022736384.0","1112944","8.31","0.31","0.075","0.0","0.242","1.015","3.422","0.0","4.754","0.01","0.0","0.01","0.01","1.44","0.02"
"1997","Gabon","GAB","12163996672.0","1141332","8.3","0.32","0.081","0.0","0.249","1.022","3.422","0.001000000000000334","4.775","0.01","0.0","0.01","0.01","1.41","0.02"
"1998","Gabon","GAB","13062146048.0","1170061","8.53","0.33","0.079","0.0","0.231","1.221","3.425","8.881784197001252e-16","4.956","0.01","0.0","0.01","0.01","1.48","0.02"
"1999","Gabon","GAB","12170608640.0","1199058","7.84","0.34","0.073","0.0","0.231","1.06","3.425","0.0","4.788","0.01","0.0","0.0","0.01","1.53","0.02"
"2000","Gabon","GAB","12538006528.0","1228359","7.29","0.34","0.085","0.0","0.234","1.041","3.309","0.0","4.669","0.01","0.0","0.0","0.01","1.23","0.02"
"2001","Gabon","GAB","13408100352.0","1258008","7.22","0.33","0.097","0.0","0.245","1.257","3.173","0.0","4.772","0.01","0.0","0.01","0.01","1.17","0.02"
"2002","Gabon","GAB","13745928192.0","1288310","6.83","0.38","0.103","0.0","0.256","1.183","3.001","0.0009999999999994458","4.544","0.01","0.0","0.01","0.01","1.05","0.02"
"2003","Gabon","GAB","14717086720.0","1319946","7.49","0.42","0.104","0.0","0.271","1.159","3.08","0.0","4.614","0.01","0.0","0.01","0.01","1.07","0.02"
"2004","Gabon","GAB","15597621248.0","1353788","7.36","0.52","0.103","0.0","0.267","1.212","3.075","0.001000000000000334","4.658","0.01","0.0","0.01","0.01","0.99","0.02"
"2005","Gabon","GAB","16662218752.0","1390550","7.11","0.48","0.103","0.0","0.278","1.4","3.078","0.0","4.859","0.01","0.0","0.01","0.01","0.93","0.02"
"2006","Gabon","GAB","17083860992.0","1430144","6.43","0.54","0.102","0.0","0.289","1.444","2.308","0.0","4.143","0.01","0.0","0.01","0.01","0.69","0.01"
"2007","Gabon","GAB","19294894080.0","1472565","6.18","0.54","0.089","0.0","0.311","1.576","2.114","0.0","4.09","0.01","0.0","0.01","0.01","0.61","0.01"
"2008","Gabon","GAB","19821185024.0","1518538","6.45","0.61","0.088","0.0","0.348","1.612","2.114","0.001000000000000334","4.163","0.01","0.0","0.01","0.01","0.58","0.01"
"2009","Gabon","GAB","21001807872.0","1568925","6.21","0.55","0.096","0.0","0.462","1.559","2.116","0.0","4.233","0.01","0.0","0.01","0.01","0.58","0.01"
"2010","Gabon","GAB","23885381632.0","1624146","6.45","0.59","0.086","0.0","0.619","1.964","2.114","8.881784197001252e-16","4.783","0.01","0.0","0.01","0.02","0.58","0.01"
"2011","Gabon","GAB","27165933568.0","1684629","6.35","0.6","0.086","0.0","0.696","2.198","1.949","0.0009999999999994458","4.93","0.01","0.0","0.01","0.02","0.55","0.01"
"2012","Gabon","GAB","29020540928.0","1749677","6.07","0.55","0.076","0.0","0.714","2.312","1.931","0.001000000000000334","5.034","0.01","0.0","0.01","0.02","0.53","0.01"
"2013","Gabon","GAB","31179700224.0","1817070","5.93","0.65","0.066","0.0","0.703","2.587","1.913","0.0","5.269","0.0","0.0","0.01","0.02","0.52","0.01"
"2014","Gabon","GAB","33268465664.0","1883801","6.05","0.59","0.07","0.0","1.019","2.501","1.727","8.881784197001252e-16","5.317","0.0","0.0","0.02","0.02","0.45","0.01"
"2015","Gabon","GAB","35035176960.0","1947690","6.23","0.62","0.077","0.0","1.019","2.448","1.726","0.0","5.269","0.01","0.0","0.02","0.02","0.46","0.01"
"2016","Gabon","GAB","36204781568.0","2007882","6.21","0.64","0.136","0.0","1.022","2.557","1.726","0.0","5.441","0.01","0.0","0.01","0.02","0.45","0.02"
"2017","Gabon","GAB","36385443840.0","2064812","5.72","0.67","0.132","0.0","0.905","2.081","1.48","0.0","4.598","0.01","0.0","0.01","0.02","0.35","0.01"
"2018","Gabon","GAB","36693262336.0","2119275","5.4","0.6","0.19","0.0","0.879","2.063","1.627","0.0","4.759","0.01","0.0","0.01","0.02","0.39","0.01"
"1992","Georgia","GEO","28371175424.0","5303925","10.53","2.05","0.203","0.968","9.06","5.047","0.0","0.0","15.277","0.04","0.01","0.23","0.05","0.0","0.07"
"1993","Georgia","GEO","19963488256.0","5208954","9.27","1.76","0.122","0.638","6.896","2.261","0.0","0.0","9.916","0.02","0.01","0.17","0.02","0.0","0.04"
"1994","Georgia","GEO","17806233600.0","5097126","8.08","1.44","0.041","0.337","4.573","1.118","0.0","0.0","6.068","0.01","0.0","0.11","0.01","0.0","0.03"
"1995","Georgia","GEO","18187137024.0","4976252","7.34","1.36","0.041","0.157","1.686","0.406","0.0","0.0","2.29","0.01","0.0","0.04","0.0","0.0","0.01"
"1996","Georgia","GEO","19998451712.0","4846627","7.51","1.48","0.034","0.161","1.451","2.407","0.0","0.001000000000000334","4.054","0.01","0.0","0.03","0.03","0.0","0.02"
"1997","Georgia","GEO","22010931200.0","4709596","7.46","1.55","0.037","0.029","1.751","2.609","0.0","8.881784197001252e-16","4.426","0.01","0.0","0.04","0.03","0.0","0.02"
"1998","Georgia","GEO","22536785920.0","4575396","7.45","1.6","0.081","0.077","1.745","3.036","0.0","0.0","4.939","0.01","0.0","0.04","0.03","0.0","0.02"
"1999","Georgia","GEO","23091363840.0","4456652","7.51","1.74","0.138","0.062","1.578","2.533","0.0","0.0","4.311","0.02","0.0","0.03","0.03","0.0","0.02"
"2000","Georgia","GEO","23550461952.0","4362184","7.58","1.82","0.14","0.059","2.18","2.121","0.0","0.0","4.5","0.02","0.0","0.05","0.02","0.0","0.02"
"2001","Georgia","GEO","24543610880.0","4296981","6.59","1.61","0.134","0.055","1.859","1.676","0.007","0.0009999999999998899","3.732","0.02","0.0","0.04","0.02","0.0","0.01"
"2002","Georgia","GEO","25794070528.0","4258573","6.58","1.61","0.139","0.055","1.554","1.601","0.004","0.0","3.352","0.02","0.0","0.03","0.02","0.0","0.01"
"2003","Georgia","GEO","28539744256.0","4238930","6.93","1.58","0.137","0.114","1.766","1.715","0.004","0.0","3.735","0.02","0.0","0.03","0.02","0.0","0.01"
"2004","Georgia","GEO","30055133184.0","4225811","6.64","1.73","0.168","0.172","2.382","1.55","0.004","0.0","4.276","0.02","0.0","0.05","0.01","0.0","0.01"
"2005","Georgia","GEO","32780605440.0","4210158","6.15","1.89","0.177","0.18","2.792","1.865","0.004","8.881784197001252e-16","5.018","0.02","0.0","0.05","0.02","0.0","0.02"
"2006","Georgia","GEO","35705843712.0","4189722","6.08","1.85","0.176","0.18","3.642","2.096","0.004","0.0","6.097","0.02","0.0","0.07","0.02","0.0","0.02"
"2007","Georgia","GEO","40006930432.0","4166859","5.95","1.8","0.173","0.381","3.287","2.521","0.004","0.0","6.365","0.02","0.0","0.06","0.02","0.0","0.02"
"2008","Georgia","GEO","40781258752.0","4142648","5.87","1.77","0.172","0.454","2.477","2.206","0.0","8.881784197001252e-16","5.309","0.02","0.0","0.04","0.02","0.0","0.02"
"2009","Georgia","GEO","39112843264.0","4119490","5.79","1.81","0.332","0.51","2.486","2.808","0.0","0.0","6.136","0.03","0.0","0.04","0.03","0.0","0.02"
"2010","Georgia","GEO","41359867904.0","4099096","5.76","1.84","0.327","0.798","2.322","2.761","0.0","0.0","6.208","0.03","0.01","0.04","0.02","0.0","0.02"
"2011","Georgia","GEO","44138078208.0","4081012","5.7","2.07","0.568","1.077","3.451","2.708","0.0","0.0009999999999994458","7.805","0.04","0.01","0.05","0.02","0.0","0.02"
"2012","Georgia","GEO","46940131328.0","4064097","5.77","2.22","0.583","1.18","3.77","2.719","0.0","1.7763568394002505e-15","8.252","0.04","0.01","0.06","0.02","0.0","0.02"
"2013","Georgia","GEO","48532123648.0","4048701","5.82","2.41","0.619","1.205","3.528","2.656","0.0","0.0009999999999994458","8.009","0.04","0.01","0.05","0.02","0.0","0.02"
"2014","Georgia","GEO","50778370048.0","4035310","5.81","2.38","0.621","1.172","4.311","2.831","0.0","0.0","8.934","0.04","0.01","0.06","0.02","0.0","0.03"
"2015","Georgia","GEO","52238069760.0","4024180","5.52","2.27","0.671","1.11","4.749","3.217","0.0","1.7763568394002505e-15","9.747","0.05","0.01","0.07","0.03","0.0","0.03"
"2016","Georgia","GEO","53661818880.0","4015457","5.48","2.3","0.69","1.034","4.464","3.878","0.0","0.0","10.066","0.05","0.01","0.06","0.03","0.0","0.03"
"2017","Georgia","GEO","56260120576.0","4008723","5.4","2.19","0.785","1.162","4.703","3.53","0.0","0.0","10.18","0.05","0.01","0.07","0.03","0.0","0.03"
"2018","Georgia","GEO","58984800256.0","4002946","5.27","2.17","0.798","1.206","4.681","3.42","0.0","1.7763568394002505e-15","10.105","0.05","0.01","0.06","0.03","0.0","0.03"
"1992","Germany","DEU","2206446125056.0","79963168","91.7","64.29","14.444","454.135","129.384","354.501","3.54","9.889000000000124","965.893","2.7","5.39","3.26","3.86","1.49","4.28"
"1993","Germany","DEU","2210102247424.0","80428552","90.18","61.24","14.531","430.617","136.302","361.484","3.317","9.880999999999972","956.132","2.61","5.05","3.35","3.93","1.42","4.19"
"1994","Germany","DEU","2290161025024.0","80832928","88.71","64.69","15.341","418.041","142.162","350.531","3.22","10.520000000000095","939.815","2.59","4.87","3.46","3.8","1.36","4.09"
"1995","Germany","DEU","2356396687360.0","81138656","87.71","62.78","15.562","405.933","152.984","350.835","3.06","10.594000000000051","938.968","2.48","4.6","3.63","3.76","1.3","4.0"
"1996","Germany","DEU","2402605858816.0","81323664","86.48","64.0","14.811","400.629","169.971","360.487","3.213","10.03999999999985","959.151","2.32","4.43","3.86","3.75","1.35","3.97"
"1997","Germany","DEU","2474738188288.0","81399248","83.49","61.48","15.275","386.881","162.892","352.854","3.239","10.182999999999993","931.324","2.32","4.3","3.69","3.62","1.33","3.83"
