"id","impact.gap","impact.magnitude","impact.significance","location.depth","location.distance","location.full","location.latitude","location.longitude","location.name","time.day","time.epoch","time.full","time.hour","time.minute","time.month","time.second","time.year"
"ak13837649","61.199995104","1.4","30","102.1","0.0","61km W of Anchor Point, Alaska","59.8557","-152.9248","Alaska","31","1469989156000","2016-07-31 14:19:16","14","19","7","16","2016"
"nc72670136","150.0","1.89","55","-1.52","0.1811","28km WSW of Truckee, California","39.2253333","-120.4878333","California","31","1469989398180","2016-07-31 14:23:18","14","23","7","18","2016"
"ak13837650","97.199992224001","1.6","39","7.8","0.0","94km NW of Larsen Bay, Alaska","58.2028","-154.9712","Alaska","31","1469989474000","2016-07-31 14:24:34","14","24","7","34","2016"
"ci37644632","19.0","1.95","58","17.81","0.01501","4km SSW of Idyllwild, CA","33.7035","-116.7296667","California","31","1469989551810","2016-07-31 14:25:51","14","25","7","51","2016"
"nc72670146","32.0","1.78","49","2.07","0.01256","6km NW of The Geysers, California","38.81","-122.8131667","California","31","1469990957820","2016-07-31 14:49:17","14","49","7","17","2016"
"uw61173722","95.0","3.5","205","35.24","0.06579","21km N of Central Park, Washington","47.1668333","-123.7083333","Washington","31","1469991207990","2016-07-31 14:53:27","14","53","7","27","2016"
"nn00553959","27.03","3.1","244","6.7","0.05","11km S of Sparks, Nevada","39.4347","-119.7375","Nevada","31","1469991606561","2016-07-31 15:00:06","15","0","7","6","2016"
"ak13821180","82.799993376001","0.6","6","11.4","0.0","72km NW of Cape Yakataga, Alaska","60.5523","-143.3074","Alaska","31","1469991715000","2016-07-31 15:01:55","15","1","7","55","2016"
"ak13821181","53.99999568","2.9","129","131.2","0.0","76km SSW of Redoubt Volcano, Alaska","59.852","-153.2777","Alaska","31","1469992061000","2016-07-31 15:07:41","15","7","7","41","2016"
"nc72670156","63.0","0.37","2","3.36","0.01628","24km SW of Coalinga, California","35.9906667","-120.554","California","31","1469992074660","2016-07-31 15:07:54","15","7","7","54","2016"
"ci37644640","97.0","1.37","29","8.14","0.02647","7km S of Brawley, CA","32.9171667","-115.5353333","California","31","1469992232330","2016-07-31 15:10:32","15","10","7","32","2016"
"ci37143836","85.0","1.36","28","7.72","0.02668","7km S of Brawley, CA","32.9163333","-115.5343333","California","31","1469992237260","2016-07-31 15:10:37","15","10","7","37","2016"
"uw61173797","149.0","0.34","2","7.87","0.09912","37km NNE of Amboy, Washington","46.195","-122.196","Washington","31","1469992441250","2016-07-31 15:14:01","15","14","7","1","2016"
"us10006915","153.0","4.1","259","313.51","3.377","185km N of Kuril'sk, Russia","46.9009","147.689","Russia","31","1469992902520","2016-07-31 15:21:42","15","21","7","42","2016"
"mb80163879","81.0","0.63","6","9.16","0.107","21km ENE of Superior, Montana","47.2901667","-114.6455","Montana","31","1469993400430","2016-07-31 15:30:00","15","30","7","0","2016"
"ak13821196","68.399994528","1.7","44","1.1","0.0","91km NW of Nikiski, Alaska","61.3004","-152.4329","Alaska","31","1469993494000","2016-07-31 15:31:34","15","31","7","34","2016"
"ak13821326","75.599993952001","0.9","12","28.3","0.0","62km ESE of Lazy Mountain, Alaska","61.3831","-147.8867","Alaska","31","1469995027000","2016-07-31 15:57:07","15","57","7","7","2016"
"nn00553972","50.51","2.0","63","6.7","0.047","11km S of Sparks, Nevada","39.433","-119.7415","Nevada","31","1469995311527","2016-07-31 16:01:51","16","1","7","51","2016"
"hv61359421","121.0","1.51","35","5.792","0.04781","14km SE of Volcano, Hawaii","19.3376667","-155.135","Hawaii","31","1469996122380","2016-07-31 16:15:22","16","15","7","22","2016"
"ak13821328","35.99999712","1.7","44","64.9","0.0","24km W of Talkeetna, Alaska","62.2866","-150.5746","Alaska","31","1469996250000","2016-07-31 16:17:30","16","17","7","30","2016"
"ci37644656","101.0","0.92","13","17.01","0.1021","5km SE of Loma Linda, CA","34.0238333","-117.2205","California","31","1469996575550","2016-07-31 16:22:55","16","22","7","55","2016"
"ak13837656","118.799990496","1.7","44","112.1","0.0","89km ESE of Old Iliamna, Alaska","59.3207","-153.5901","Alaska","31","1469996619000","2016-07-31 16:23:39","16","23","7","39","2016"
"nn00553977","50.62","1.6","39","6.1","0.044","11km S of Sparks, Nevada","39.4303","-119.7421","Nevada","31","1469997223386","2016-07-31 16:33:43","16","33","7","43","2016"
"ak13821333","190.799984736","2.1","68","5.4","0.0","32km S of Tanaga Volcano, Alaska","51.6008","-178.0545","Alaska","31","1469997332000","2016-07-31 16:35:32","16","35","7","32","2016"
"nn00553978","51.1","1.5","35","5.2","0.045","11km S of Sparks, Nevada","39.4291","-119.7372","Nevada","31","1469997466154","2016-07-31 16:37:46","16","37","7","46","2016"
"nc72670186","153.0","1.06","17","3.96","0.1335","26km S of Mammoth Lakes, California","37.4163333","-119.0198333","California","31","1469997699710","2016-07-31 16:41:39","16","41","7","39","2016"
"ci37644664","108.0","0.93","13","7.34","0.1343","15km NNE of Borrego Springs, CA","33.386","-116.3393333","California","31","1469998142790","2016-07-31 16:49:02","16","49","7","2","2016"
"nc71104829","169.0","0.59","5","5.91","0.04648","22km SSW of Gustine, California","37.0765","-121.1186667","California","31","1469998309610","2016-07-31 16:51:49","16","51","7","49","2016"
"hv61359431","101.0","1.98","60","2.625","0.04721","13km NE of Pahala, Hawaii","19.284","-155.3875","Hawaii","31","1469998736270","2016-07-31 16:58:56","16","58","7","56","2016"
"hv61359436","101.0","0.98","15","2.625","0.04618","12km NE of Pahala, Hawaii","19.2831667","-155.3886667","Hawaii","31","1469998866060","2016-07-31 17:01:06","17","1","7","6","2016"
"hv61359441","101.0","1.09","18","3.235","0.04747","13km NE of Pahala, Hawaii","19.2843333","-155.3878333","Hawaii","31","1469998880710","2016-07-31 17:01:20","17","1","7","20","2016"
"hv60239078","158.0","0.92","13","3.647","0.04433","13km NE of Pahala, Hawaii","19.2888333","-155.3856667","Hawaii","31","1469998880850","2016-07-31 17:01:20","17","1","7","20","2016"
"ak13837658","57.599995392","1.7","44","124.2","0.0","64km SSW of Redoubt Volcano, Alaska","59.9556","-153.214","Alaska","31","1469999099000","2016-07-31 17:04:59","17","4","7","59","2016"
"nc72670191","80.0","0.56","5","1.67","0.01126","7km W of Cobb, California","38.8346672","-122.8101654","California","31","1469999458720","2016-07-31 17:10:58","17","10","7","58","2016"
"pr16213004","331.2","2.2","74","24.0","0.7285337","81km NNE of Road Town, British Virgin Islands","19.1035","-64.3462","British Virgin Islands","31","1469999484700","2016-07-31 17:11:24","17","11","7","24","2016"
"nc72670196","55.0","1.6","39","7.98","0.03825","1km NE of San Ramon, California","37.7895","-121.9641667","California","31","1469999560600","2016-07-31 17:12:40","17","12","7","40","2016"
"us1000691v","60.0","4.9","369","10.0","3.7","Mid-Indian Ridge","-20.1559","67.2808","Mid-Indian Ridge","31","1469999666460","2016-07-31 17:14:26","17","14","7","26","2016"
"hv61359456","130.0","1.21","23","2.366","0.00332","4km SSW of Volcano, Hawaii","19.3886667","-155.2501667","Hawaii","31","1470000047010","2016-07-31 17:20:47","17","20","7","47","2016"
"hv61359461","114.0","1.84","52","2.356","0.003173","4km SSW of Volcano, Hawaii","19.3876667","-155.2488333","Hawaii","31","1470000064610","2016-07-31 17:21:04","17","21","7","4","2016"
"ci37644672","133.0","1.0","15","13.36","0.06421","3km SSE of Chino Hills, CA","33.9651667","-117.7463333","California","31","1470000383960","2016-07-31 17:26:23","17","26","7","23","2016"
"nc72670201","82.0","1.16","21","8.47","0.05024","25km NE of Soledad, California","36.564","-121.0993333","California","31","1470000404940","2016-07-31 17:26:44","17","26","7","44","2016"
"se60127267","91.0","1.97","60","19.07","0.04892","6km W of Sevierville, Tennessee","35.8793333","-83.6345","Tennessee","31","1470001247580","2016-07-31 17:40:47","17","40","7","47","2016"
"ak13821472","79.199993664001","0.9","12","8.3","0.0","71km NW of Cape Yakataga, Alaska","60.5472","-143.2838","Alaska","31","1470001401000","2016-07-31 17:43:21","17","43","7","21","2016"
"ak13821475","158.399987328","0.5","4","26.4","0.0","32km SW of North Nenana, Alaska","64.4042","-149.665","Alaska","31","1470001523000","2016-07-31 17:45:23","17","45","7","23","2016"
"nc72670206","73.0","0.25","1","1.75","0.009799","7km W of Cobb, California","38.8315","-122.803","California","31","1470001921210","2016-07-31 17:52:01","17","52","7","1","2016"
"nn00553994","184.5","1.4","30","12.8","0.379","21km WSW of Smith Valley, Nevada","38.7097","-119.5738","Nevada","31","1470002384604","2016-07-31 17:59:44","17","59","7","44","2016"
"nn00553995","200.69","1.3","26","13.1","0.376","21km WSW of Smith Valley, Nevada","38.7111","-119.5713","Nevada","31","1470002559508","2016-07-31 18:02:39","18","2","7","39","2016"
"nc72670211","192.0","1.12","19","7.15","0.03216","22km WNW of Chester, California","40.4053333","-121.4636667","California","31","1470002671380","2016-07-31 18:04:31","18","4","7","31","2016"
"mb80163934","95.0","1.93","57","22.29","0.825","55km W of Salmon, Idaho","45.1058333","-114.5968333","Idaho","31","1470002753560","2016-07-31 18:05:53","18","5","7","53","2016"
"nc72670216","103.0","1.65","42","7.28","0.0319","22km WNW of Chester, California","40.4043333","-121.4636667","California","31","1470002942630","2016-07-31 18:09:02","18","9","7","2","2016"
"nn00554009","93.77","0.8","10","4.4","0.038","12km SSE of Reno, Nevada","39.4259","-119.7478","Nevada","31","1470003512453","2016-07-31 18:18:32","18","18","7","32","2016"
"ci37644680","22.0","1.91","56","4.24","0.04476","3km SW of Anza, CA","33.5336667","-116.6991667","California","31","1470004165710","2016-07-31 18:29:25","18","29","7","25","2016"
"nc72670226","95.0","1.11","19","0.68","0.005672","4km NW of The Geysers, California","38.8040009","-122.800499","California","31","1470005103770","2016-07-31 18:45:03","18","45","7","3","2016"
"ak13837661","259.199979264","1.4","30","25.2","0.0","90km SSW of Atka, Alaska","51.4985","-174.8866","Alaska","31","1470005595000","2016-07-31 18:53:15","18","53","7","15","2016"
"ak13837662","86.399993088","1.9","56","80.6","0.0","75km NW of Larsen Bay, Alaska","57.9615","-154.9819","Alaska","31","1470005640000","2016-07-31 18:54:00","18","54","7","0","2016"
"ak13821480","165.599986752","2.3","81","8.7","0.0","112km N of Ruby, Alaska","65.7434","-155.1608","Alaska","31","1470005663000","2016-07-31 18:54:23","18","54","7","23","2016"
"ci37644688","80.0","0.61","6","1.59","0.03628","12km NE of Little Lake, CA","36.0085","-117.805","California","31","1470006074720","2016-07-31 19:01:14","19","1","7","14","2016"
"ci37644696","78.0","0.75","9","9.16","0.04772","2km NNW of Rancho Cucamonga, CA","34.1435","-117.5875","California","31","1470006892200","2016-07-31 19:14:52","19","14","7","52","2016"
"ak13821483","35.99999712","1.8","50","16.8","0.0","111km W of Cantwell, Alaska","63.338","-151.1841","Alaska","31","1470007456000","2016-07-31 19:24:16","19","24","7","16","2016"
"nc72670236","235.0","0.74","8","3.24","0.06912","6km SW of Tamalpais-Homestead Valley, California","37.8368333","-122.5813333","California","31","1470007666310","2016-07-31 19:27:46","19","27","7","46","2016"
"nc72670231","102.0","0.26","1","2.03","0.005322","6km WNW of The Geysers, California","38.812","-122.8236667","California","31","1470007688690","2016-07-31 19:28:08","19","28","7","8","2016"
"ak13837665","35.99999712","1.6","39","102.5","0.0","19km ENE of Redoubt Volcano, Alaska","60.5418","-152.4025","Alaska","31","1470007932000","2016-07-31 19:32:12","19","32","7","12","2016"
"us1000692a","45.0","5.6","488","21.0","3.634","7km SE of Labuhankananga, Indonesia","-8.194","117.8145","Indonesia","31","1470008401880","2016-07-31 19:40:01","19","40","7","1","2016"
"us10006c7j","0.0","2.9","129","63.3","0.0","28km SE of Yunaska Island, Alaska","52.4189","-170.46","Alaska","31","1470008715300","2016-07-31 19:45:15","19","45","7","15","2016"
"pr16213005","241.2","3.1","148","80.0","0.75458484","65km S of Boca de Yuma, Dominican Republic","17.7835","-68.5999","Dominican Republic","31","1470008935500","2016-07-31 19:48:55","19","48","7","55","2016"
"ak13821619","32.399997408","1.7","44","112.1","0.0","16km S of Redoubt Volcano, Alaska","60.3336","-152.7229","Alaska","31","1470009341000","2016-07-31 19:55:41","19","55","7","41","2016"
"us1000692e","53.0","4.6","326","207.2","3.227","33km SSW of Agrihan, Northern Mariana Islands","18.4798","145.5728","Northern Mariana Islands","31","1470009425740","2016-07-31 19:57:05","19","57","7","5","2016"
"ak13821625","71.999994240001","1.7","44","63.9","0.3781907","45km WSW of Willow, Alaska","61.5675","-150.8162","Alaska","31","1470009667000","2016-07-31 20:01:07","20","1","7","7","2016"
"nn00554012","50.98","1.7","44","3.8","0.028","29km ESE of Hawthorne, Nevada","38.4373","-118.3015","Nevada","31","1470010275619","2016-07-31 20:11:15","20","11","7","15","2016"
"nn00554013","129.0","0.2","1","3.5","0.028","30km ESE of Hawthorne, Nevada","38.429","-118.3008","Nevada","31","1470010457427","2016-07-31 20:14:17","20","14","7","17","2016"
"nn00554017","187.12","1.3","26","7.7","0.393","22km WSW of Smith Valley, Nevada","38.6958","-119.5813","Nevada","31","1470011485387","2016-07-31 20:31:25","20","31","7","25","2016"
"nn00554014","139.65","0.3","1","3.2","0.023","30km ESE of Hawthorne, Nevada","38.4206","-118.2981","Nevada","31","1470011616737","2016-07-31 20:33:36","20","33","7","36","2016"
"us10006crw","223.0","2.6","104","51.8","0.701","82km SSE of Akutan, Alaska","53.4756","-165.1874","Alaska","31","1470012261000","2016-07-31 20:44:21","20","44","7","21","2016"
"hv61359621","305.0","1.9","56","5.045","0.3218","27km NE of Kapaau, Hawaii","20.4128333","-155.6205","Hawaii","31","1470012391120","2016-07-31 20:46:31","20","46","7","31","2016"
"ci37644720","121.0","0.58","5","10.36","0.03888","22km SSW of La Quinta, CA","33.4855","-116.4148333","California","31","1470013154130","2016-07-31 20:59:14","20","59","7","14","2016"
"us10006cs9","197.0","2.6","104","235.8","0.446","78km NNE of Adak, Alaska","52.5292","-176.2105","Alaska","31","1470013269000","2016-07-31 21:01:09","21","1","7","9","2016"
"us1000692q","82.0","4.4","298","536.01","3.463","284km SSE of Tabiauan, Philippines","3.7369","123.0631","Philippines","31","1470013999200","2016-07-31 21:13:19","21","13","7","19","2016"
"uw61173827","147.0","0.38","2","0.07","0.005607","37km NNE of Amboy, Washington","46.2","-122.1986667","Washington","31","1470014134230","2016-07-31 21:15:34","21","15","7","34","2016"
"ak13821780","93.599992512001","1.0","15","8.8","0.4752088","107km W of Cantwell, Alaska","63.5636","-151.069","Alaska","31","1470014843000","2016-07-31 21:27:23","21","27","7","23","2016"
"ci37644728","28.0","1.38","29","14.99","0.04176","5km WSW of Beaumont, CA","33.9113333","-117.0293333","California","31","1470014893130","2016-07-31 21:28:13","21","28","7","13","2016"
"hv61359756","97.0","1.02","16","6.363","0.04424","12km S of Volcano, Hawaii","19.3173333","-155.252","Hawaii","31","1470015039920","2016-07-31 21:30:39","21","30","7","39","2016"
"hv61359761","87.0","1.67","43","6.973","0.04338","12km S of Volcano, Hawaii","19.3171667","-155.2506667","Hawaii","31","1470015051230","2016-07-31 21:30:51","21","30","7","51","2016"
"ci37644736","106.0","1.11","19","1.1","0.1843","32km SSW of Ludlow, CA","34.4401667","-116.2503333","California","31","1470015460180","2016-07-31 21:37:40","21","37","7","40","2016"
"ak13821789","61.199995104","2.2","74","106.5","0.0","61km W of Anchor Point, Alaska","59.8004","-152.9272","Alaska","31","1470016064000","2016-07-31 21:47:44","21","47","7","44","2016"
"nn00554080","130.24","0.2","1","0.0","0.029","30km ESE of Hawthorne, Nevada","38.4307","-118.2999","Nevada","31","1470016321680","2016-07-31 21:52:01","21","52","7","1","2016"
"nn00554027","131.79","0.6","6","4.1","0.041","11km S of Sparks, Nevada","39.4285","-119.7478","Nevada","31","1470016918220","2016-07-31 22:01:58","22","1","7","58","2016"
"ak13821931","75.599993952001","0.9","12","20.2","0.0","75km WNW of Valdez, Alaska","61.2772","-147.7174","Alaska","31","1470016981000","2016-07-31 22:03:01","22","3","7","1","2016"
"ak13839759","233.99998128","1.9","56","26.8","0.0","77km S of False Pass, Alaska","54.1551","-163.4103","Alaska","31","1470017116000","2016-07-31 22:05:16","22","5","7","16","2016"
"mb80163959","156.0","1.12","19","14.65","0.147","20km E of Pablo, Montana","47.6183333","-113.8541667","Montana","31","1470018772200","2016-07-31 22:32:52","22","32","7","52","2016"
