"County","Population","State","Housing Data.Residing in Group Quarters","Housing Data.Total Housing Units","Vehicle Access.1 Mile","Vehicle Access.1/2 Mile","Vehicle Access.10 Miles","Vehicle Access.20 Miles","Low Access Numbers.Children.1 Mile","Low Access Numbers.Children.1/2 Mile","Low Access Numbers.Children.10 Miles","Low Access Numbers.Children.20 Miles","Low Access Numbers.Low Income People.1 Mile","Low Access Numbers.Low Income People.1/2 Mile","Low Access Numbers.Low Income People.10 Miles","Low Access Numbers.Low Income People.20 Miles","Low Access Numbers.People.1 Mile","Low Access Numbers.People.1/2 Mile","Low Access Numbers.People.10 Miles","Low Access Numbers.People.20 Miles","Low Access Numbers.Seniors.1 Mile","Low Access Numbers.Seniors.1/2 Mile","Low Access Numbers.Seniors.10 Miles","Low Access Numbers.Seniors.20 Miles"
"St. Joseph County","266931","Indiana","11272.0","103069","1679.0","4721.0","86.0","0.0","25185.0","50498.0","1530.0","0.0","26370.0","66132.0","1570.0","0.0","106988.0","206652.0","5426.0","0.0","16052.0","28123.0","710.0","0.0"
"Starke County","23363","Indiana","16.0","9038","260.0","344.0","0.0","0.0","4210.0","5063.0","12.0","0.0","6378.0","8202.0","7.0","0.0","17524.0","20880.0","40.0","0.0","2706.0","3157.0","7.0","0.0"
"Steuben County","34185","Indiana","1300.0","13310","392.0","520.0","0.0","0.0","6087.0","7059.0","2.0","0.0","7892.0","9228.0","2.0","0.0","27194.0","31062.0","8.0","0.0","4060.0","4655.0","1.0","0.0"
"Sullivan County","21475","Indiana","2298.0","7823","219.0","344.0","21.0","0.0","3545.0","3978.0","499.0","0.0","5961.0","6727.0","772.0","0.0","16971.0","18629.0","2168.0","0.0","2335.0","2588.0","339.0","0.0"
"Switzerland County","10613","Indiana","107.0","4034","104.0","122.0","5.0","0.0","2404.0","2547.0","178.0","0.0","3433.0","3700.0","331.0","0.0","8978.0","9744.0","488.0","0.0","1255.0","1416.0","70.0","0.0"
"Tippecanoe County","172780","Indiana","14463.0","65532","2196.0","4039.0","11.0","0.0","15858.0","29150.0","313.0","0.0","33167.0","57147.0","497.0","0.0","87325.0","143626.0","1118.0","0.0","6738.0","12415.0","103.0","0.0"
"Tipton County","15936","Indiana","205.0","6376","99.0","154.0","0.0","0.0","2764.0","3455.0","129.0","0.0","3165.0","4223.0","160.0","0.0","12234.0","15045.0","521.0","0.0","2165.0","2609.0","82.0","0.0"
"Union County","7516","Indiana","67.0","2938","74.0","96.0","0.0","0.0","1189.0","1417.0","0.0","0.0","1567.0","2002.0","0.0","0.0","4969.0","5820.0","0.0","0.0","667.0","821.0","0.0","0.0"
"Vanderburgh County","179703","Indiana","7531.0","74454","1545.0","4026.0","0.0","0.0","16929.0","30818.0","0.0","0.0","22196.0","48519.0","0.0","0.0","77167.0","136331.0","0.0","0.0","10383.0","19141.0","0.0","0.0"
"Vermillion County","16212","Indiana","209.0","6619","137.0","224.0","5.0","0.0","2154.0","2926.0","101.0","0.0","3063.0","4534.0","125.0","0.0","9676.0","12991.0","372.0","0.0","1669.0","2211.0","64.0","0.0"
"Vigo County","107848","Indiana","9545.0","41361","2387.0","3095.0","8.0","0.0","16563.0","20932.0","126.0","0.0","31789.0","40555.0","200.0","0.0","80607.0","98233.0","537.0","0.0","10448.0","12841.0","62.0","0.0"
"Wabash County","32888","Indiana","1839.0","12777","376.0","607.0","0.0","0.0","5019.0","6759.0","1.0","0.0","7210.0","9888.0","2.0","0.0","21698.0","29376.0","10.0","0.0","3556.0","5051.0","2.0","0.0"
"Warren County","8508","Indiana","84.0","3337","64.0","83.0","15.0","0.0","1605.0","1905.0","127.0","0.0","1503.0","2025.0","145.0","0.0","6779.0","8072.0","545.0","0.0","1052.0","1289.0","92.0","0.0"
"Warrick County","59689","Indiana","726.0","22505","365.0","510.0","1.0","0.0","10235.0","13085.0","60.0","0.0","7507.0","9900.0","70.0","0.0","39708.0","50219.0","262.0","0.0","5100.0","6446.0","31.0","0.0"
"Washington County","28262","Indiana","261.0","10850","472.0","571.0","11.0","0.0","5764.0","6487.0","668.0","0.0","7617.0","8787.0","885.0","0.0","22433.0","25464.0","2607.0","0.0","2746.0","3320.0","306.0","0.0"
"Wayne County","68917","Indiana","2614.0","27551","1288.0","1968.0","1.0","0.0","9963.0","13663.0","22.0","0.0","16629.0","23475.0","27.0","0.0","41481.0","59010.0","65.0","0.0","6408.0","9573.0","3.0","0.0"
"Wells County","27636","Indiana","472.0","10780","362.0","456.0","0.0","0.0","5003.0","6222.0","11.0","0.0","5854.0","7186.0","6.0","0.0","20072.0","24974.0","43.0","0.0","3083.0","3869.0","5.0","0.0"
"White County","24643","Indiana","307.0","9741","189.0","271.0","3.0","0.0","3943.0","4989.0","120.0","0.0","4215.0","5614.0","91.0","0.0","16430.0","20622.0","474.0","0.0","2713.0","3363.0","71.0","0.0"
"Whitley County","33292","Indiana","436.0","13001","287.0","344.0","1.0","0.0","5990.0","7288.0","15.0","0.0","5542.0","6943.0","8.0","0.0","24731.0","29569.0","62.0","0.0","3403.0","3995.0","8.0","0.0"
"Adair County","7682","Iowa","151.0","3292","82.0","93.0","9.0","0.0","1101.0","1217.0","143.0","0.0","1448.0","1575.0","177.0","0.0","4917.0","5496.0","617.0","0.0","973.0","1132.0","120.0","0.0"
"Adams County","4029","Iowa","114.0","1715","15.0","24.0","1.0","0.0","493.0","578.0","55.0","0.0","715.0","840.0","81.0","0.0","2371.0","2833.0","259.0","0.0","474.0","615.0","59.0","0.0"
"Allamakee County","14330","Iowa","332.0","5845","91.0","147.0","17.0","0.0","1786.0","2365.0","219.0","0.0","2023.0","3013.0","335.0","0.0","7789.0","10461.0","1086.0","0.0","1412.0","2081.0","219.0","0.0"
"Appanoose County","12887","Iowa","126.0","5627","138.0","240.0","35.0","0.0","1611.0","2107.0","321.0","0.0","2408.0","3358.0","531.0","0.0","7189.0","9358.0","1609.0","0.0","1441.0","1892.0","372.0","0.0"
"Audubon County","6119","Iowa","136.0","2617","68.0","85.0","7.0","0.0","861.0","1192.0","87.0","0.0","1183.0","1684.0","145.0","0.0","3946.0","5342.0","453.0","0.0","800.0","1151.0","120.0","0.0"
"Benton County","26076","Iowa","313.0","10302","192.0","270.0","46.0","0.0","4858.0","5531.0","995.0","0.0","3559.0","4435.0","965.0","0.0","18719.0","21768.0","3887.0","0.0","2621.0","3407.0","621.0","0.0"
"Black Hawk County","131090","Iowa","5967.0","52470","875.0","2293.0","56.0","0.0","10089.0","20656.0","725.0","0.0","15329.0","32088.0","694.0","0.0","51554.0","96524.0","2712.0","0.0","6423.0","12741.0","471.0","0.0"
"Boone County","26306","Iowa","768.0","10728","155.0","252.0","0.0","0.0","3176.0","4589.0","54.0","0.0","2932.0","4642.0","45.0","0.0","13325.0","19463.0","255.0","0.0","2052.0","3273.0","37.0","0.0"
"Bremer County","24276","Iowa","1718.0","9385","122.0","217.0","3.0","0.0","3233.0","4622.0","120.0","0.0","2368.0","3607.0","108.0","0.0","13091.0","18931.0","449.0","0.0","2167.0","3467.0","68.0","0.0"
"Buchanan County","20958","Iowa","343.0","8161","348.0","432.0","11.0","0.0","3918.0","5103.0","229.0","0.0","3718.0","4743.0","172.0","0.0","14307.0","18734.0","789.0","0.0","2156.0","2816.0","112.0","0.0"
"Buena Vista County","20260","Iowa","1014.0","7522","140.0","209.0","6.0","0.0","2425.0","3581.0","301.0","0.0","2907.0","4808.0","319.0","0.0","10284.0","14927.0","1232.0","0.0","1922.0","2472.0","225.0","0.0"
"Butler County","14867","Iowa","242.0","6120","101.0","147.0","10.0","0.0","2651.0","3037.0","210.0","0.0","3077.0","3447.0","284.0","0.0","11348.0","12788.0","1023.0","0.0","2167.0","2461.0","216.0","0.0"
"Calhoun County","9670","Iowa","238.0","4242","87.0","132.0","48.0","0.0","1387.0","1702.0","616.0","0.0","1769.0","2312.0","856.0","0.0","6552.0","8130.0","2890.0","0.0","1522.0","1956.0","751.0","0.0"
"Carroll County","20816","Iowa","467.0","8683","65.0","276.0","0.0","0.0","2507.0","4094.0","39.0","0.0","2090.0","4104.0","37.0","0.0","9501.0","16533.0","170.0","0.0","1568.0","3072.0","27.0","0.0"
"Cass County","13956","Iowa","304.0","5980","69.0","176.0","34.0","0.0","1537.0","2314.0","679.0","0.0","2005.0","3298.0","846.0","0.0","6795.0","10324.0","2836.0","0.0","1434.0","2343.0","593.0","0.0"
"Cedar County","18499","Iowa","324.0","7511","117.0","149.0","44.0","0.0","3209.0","3712.0","1009.0","0.0","2586.0","3010.0","847.0","0.0","13080.0","15116.0","3938.0","0.0","2134.0","2522.0","694.0","0.0"
"Cerro Gordo County","44151","Iowa","1158.0","19350","275.0","712.0","28.0","0.0","3299.0","6928.0","584.0","0.0","3587.0","8186.0","520.0","0.0","15434.0","31576.0","2518.0","0.0","2806.0","5431.0","462.0","0.0"
"Cherokee County","12072","Iowa","371.0","5207","80.0","178.0","25.0","0.0","1554.0","2038.0","479.0","0.0","1717.0","2519.0","565.0","0.0","7111.0","9527.0","2097.0","0.0","1469.0","1990.0","477.0","0.0"
"Chickasaw County","12439","Iowa","183.0","5204","131.0","173.0","24.0","0.0","2010.0","2344.0","343.0","0.0","1900.0","2326.0","327.0","0.0","7902.0","9390.0","1297.0","0.0","1332.0","1666.0","241.0","0.0"
"Clarke County","9286","Iowa","152.0","3701","30.0","68.0","4.0","0.0","1105.0","1589.0","149.0","0.0","1372.0","2183.0","186.0","0.0","4511.0","6333.0","621.0","0.0","715.0","1020.0","113.0","0.0"
"Clay County","16667","Iowa","234.0","7282","118.0","327.0","3.0","0.0","1668.0","2752.0","92.0","0.0","2092.0","3877.0","151.0","0.0","7176.0","12190.0","472.0","0.0","1240.0","2432.0","98.0","0.0"
"Clayton County","18129","Iowa","287.0","7599","247.0","322.0","10.0","0.0","2919.0","3407.0","183.0","0.0","3446.0","4116.0","193.0","0.0","12142.0","14385.0","454.0","0.0","2110.0","2620.0","44.0","0.0"
"Clinton County","49116","Iowa","852.0","20223","444.0","1108.0","44.0","0.0","5328.0","9225.0","950.0","0.0","6211.0","12453.0","924.0","0.0","22708.0","38743.0","3540.0","0.0","3893.0","6449.0","561.0","0.0"
"Crawford County","17096","Iowa","585.0","6413","153.0","223.0","56.0","0.0","2647.0","3404.0","752.0","0.0","3481.0","4425.0","1115.0","0.0","10651.0","13305.0","3046.0","0.0","1855.0","2340.0","600.0","0.0"
"Dallas County","66135","Iowa","516.0","25240","364.0","676.0","0.0","0.0","11196.0","16627.0","0.0","0.0","5263.0","9278.0","0.0","0.0","38538.0","57504.0","0.0","0.0","3703.0","5635.0","0.0","0.0"
"Davis County","8753","Iowa","124.0","3201","309.0","340.0","77.0","0.0","1927.0","2136.0","244.0","0.0","1785.0","2146.0","291.0","0.0","6072.0","7032.0","956.0","0.0","890.0","1163.0","176.0","0.0"
"Decatur County","8457","Iowa","663.0","3223","138.0","240.0","20.0","0.0","1127.0","1722.0","204.0","0.0","1769.0","3087.0","299.0","0.0","4580.0","7423.0","833.0","0.0","847.0","1275.0","185.0","0.0"
"Delaware County","17764","Iowa","218.0","7062","127.0","186.0","5.0","0.0","3399.0","3930.0","256.0","0.0","3155.0","3718.0","245.0","0.0","13444.0","15643.0","1033.0","0.0","2109.0","2591.0","171.0","0.0"
"Des Moines County","40325","Iowa","685.0","17003","353.0","794.0","16.0","0.0","4583.0","7126.0","661.0","0.0","5146.0","9508.0","622.0","0.0","20245.0","31649.0","2692.0","0.0","3688.0","5508.0","478.0","0.0"
"Dickinson County","16667","Iowa","211.0","7554","164.0","257.0","19.0","0.0","1602.0","2462.0","221.0","0.0","2102.0","2997.0","248.0","0.0","9463.0","13145.0","1026.0","0.0","2315.0","3035.0","251.0","0.0"
"Dubuque County","93653","Iowa","4268.0","36815","478.0","1448.0","1.0","0.0","10500.0","17560.0","58.0","0.0","8715.0","17817.0","15.0","0.0","42117.0","73508.0","237.0","0.0","6448.0","11278.0","42.0","0.0"
"Emmet County","10302","Iowa","540.0","4236","43.0","121.0","17.0","0.0","1091.0","1754.0","464.0","0.0","1465.0","2527.0","814.0","0.0","4762.0","7687.0","2215.0","0.0","958.0","1525.0","492.0","0.0"
"Fayette County","20880","Iowa","782.0","8634","139.0","329.0","1.0","0.0","2622.0","3793.0","48.0","0.0","3562.0","5578.0","72.0","0.0","11786.0","16869.0","217.0","0.0","2085.0","3121.0","36.0","0.0"
"Floyd County","16303","Iowa","304.0","6886","222.0","333.0","58.0","0.0","2226.0","3035.0","627.0","0.0","2354.0","3844.0","674.0","0.0","9051.0","12492.0","2648.0","0.0","1580.0","2323.0","476.0","0.0"
"Franklin County","10680","Iowa","198.0","4332","77.0","123.0","17.0","0.0","1391.0","1776.0","378.0","0.0","1925.0","2609.0","473.0","0.0","6290.0","8061.0","1742.0","0.0","1228.0","1732.0","371.0","0.0"
"Fremont County","7441","Iowa","135.0","3064","114.0","114.0","98.0","0.0","1692.0","1696.0","1348.0","0.0","2432.0","2435.0","1903.0","0.0","7418.0","7429.0","5656.0","0.0","1453.0","1454.0","1098.0","0.0"
"Greene County","9336","Iowa","142.0","3996","84.0","135.0","16.0","0.0","1263.0","1601.0","169.0","0.0","1599.0","2054.0","258.0","0.0","5518.0","7219.0","773.0","0.0","1105.0","1595.0","171.0","0.0"
"Grundy County","12453","Iowa","154.0","5131","53.0","99.0","0.0","0.0","1713.0","2230.0","0.0","0.0","1420.0","1977.0","0.0","0.0","7071.0","9402.0","0.0","0.0","1146.0","1661.0","0.0","0.0"
"Guthrie County","10954","Iowa","170.0","4544","67.0","101.0","11.0","0.0","1725.0","2162.0","292.0","0.0","1825.0","2433.0","346.0","0.0","7323.0","9084.0","1241.0","0.0","1375.0","1731.0","234.0","0.0"
"Hamilton County","15673","Iowa","198.0","6540","105.0","200.0","5.0","0.0","1851.0","2627.0","263.0","0.0","2084.0","3122.0","257.0","0.0","7783.0","11398.0","1080.0","0.0","1246.0","2061.0","176.0","0.0"
"Hancock County","11341","Iowa","185.0","4741","71.0","136.0","10.0","0.0","1410.0","2112.0","220.0","0.0","1516.0","2156.0","393.0","0.0","6267.0","9142.0","1094.0","0.0","1054.0","1708.0","276.0","0.0"
"Hardin County","17534","Iowa","870.0","7296","134.0","257.0","1.0","0.0","1970.0","2796.0","12.0","0.0","1975.0","3135.0","22.0","0.0","7917.0","11844.0","73.0","0.0","1424.0","2508.0","12.0","0.0"
"Harrison County","14928","Iowa","283.0","5987","107.0","232.0","33.0","0.0","2191.0","2851.0","521.0","0.0","2210.0","3159.0","642.0","0.0","9304.0","12194.0","2260.0","0.0","1595.0","2253.0","428.0","0.0"
"Henry County","20145","Iowa","1554.0","7666","173.0","232.0","43.0","0.0","3468.0","4321.0","877.0","0.0","4196.0","5332.0","1126.0","0.0","14112.0","17829.0","3420.0","0.0","2284.0","2805.0","645.0","0.0"
"Howard County","9566","Iowa","213.0","3944","55.0","161.0","39.0","0.0","1491.0","1983.0","859.0","0.0","1405.0","2019.0","899.0","0.0","5859.0","7859.0","3322.0","0.0","1124.0","1580.0","671.0","0.0"
"Humboldt County","9815","Iowa","133.0","4209","78.0","156.0","13.0","0.0","1255.0","1826.0","241.0","0.0","1718.0","2436.0","340.0","0.0","5337.0","7755.0","1102.0","0.0","991.0","1419.0","227.0","0.0"
"Ida County","7089","Iowa","122.0","3052","93.0","152.0","1.0","0.0","958.0","1419.0","25.0","0.0","1141.0","1608.0","27.0","0.0","3961.0","5905.0","89.0","0.0","753.0","1196.0","13.0","0.0"
"Iowa County","16355","Iowa","290.0","6677","108.0","151.0","19.0","0.0","2410.0","2990.0","161.0","0.0","2333.0","2990.0","168.0","0.0","9953.0","12455.0","841.0","0.0","1572.0","2142.0","161.0","0.0"
"Jackson County","19848","Iowa","201.0","8289","203.0","467.0","40.0","0.0","2987.0","4047.0","745.0","0.0","3193.0","4774.0","743.0","0.0","12757.0","17290.0","3232.0","0.0","2123.0","3061.0","499.0","0.0"
"Jasper County","36842","Iowa","1648.0","14806","160.0","380.0","53.0","0.0","4418.0","6456.0","983.0","0.0","4573.0","7928.0","941.0","0.0","19545.0","28044.0","4027.0","0.0","2888.0","4371.0","706.0","0.0"
"Jefferson County","16843","Iowa","1731.0","6846","173.0","326.0","29.0","0.0","1558.0","2439.0","351.0","0.0","2577.0","4958.0","458.0","0.0","8545.0","13422.0","1416.0","0.0","1242.0","2045.0","206.0","0.0"
"Johnson County","130882","Iowa","7857.0","52715","773.0","1630.0","12.0","0.0","11612.0","19193.0","378.0","0.0","8204.0","19402.0","198.0","0.0","44193.0","82182.0","1491.0","0.0","4580.0","7896.0","228.0","0.0"
"Jones County","20638","Iowa","1304.0","8181","150.0","277.0","48.0","0.0","2679.0","3398.0","534.0","0.0","2757.0","3896.0","745.0","0.0","11244.0","14556.0","2508.0","0.0","1778.0","2567.0","496.0","0.0"
"Keokuk County","10511","Iowa","140.0","4408","91.0","98.0","9.0","0.0","1966.0","2076.0","624.0","0.0","2825.0","2999.0","808.0","0.0","8407.0","8963.0","2672.0","0.0","1496.0","1673.0","481.0","0.0"
"Kossuth County","15543","Iowa","257.0","6697","105.0","215.0","9.0","0.0","2254.0","3067.0","326.0","0.0","2709.0","3832.0","404.0","0.0","9626.0","13490.0","1397.0","0.0","1908.0","2888.0","293.0","0.0"
"Lee County","35862","Iowa","1594.0","14610","503.0","713.0","25.0","0.0","4366.0","5864.0","278.0","0.0","6654.0","9091.0","238.0","0.0","20096.0","26955.0","1259.0","0.0","3216.0","4536.0","211.0","0.0"
"Linn County","211226","Iowa","5166.0","86134","1168.0","2970.0","42.0","0.0","21654.0","39199.0","1288.0","0.0","16678.0","35697.0","615.0","0.0","84050.0","157714.0","4209.0","0.0","9798.0","20418.0","469.0","0.0"
"Louisa County","11387","Iowa","116.0","4346","178.0","232.0","3.0","0.0","1882.0","2504.0","37.0","0.0","2500.0","3301.0","37.0","0.0","7441.0","9735.0","130.0","0.0","1101.0","1443.0","13.0","0.0"
"Lucas County","8898","Iowa","78.0","3689","137.0","208.0","16.0","0.0","1479.0","2042.0","160.0","0.0","1892.0","2699.0","179.0","0.0","6093.0","8310.0","742.0","0.0","1201.0","1655.0","160.0","0.0"
"Lyon County","11581","Iowa","161.0","4442","64.0","87.0","5.0","0.0","2518.0","2789.0","430.0","0.0","1756.0","2060.0","287.0","0.0","8729.0","9912.0","1478.0","0.0","1338.0","1658.0","196.0","0.0"
"Madison County","15679","Iowa","192.0","6025","78.0","168.0","33.0","0.0","2439.0","3231.0","793.0","0.0","1501.0","2399.0","529.0","0.0","9121.0","11999.0","2804.0","0.0","1206.0","1728.0","379.0","0.0"
"Mahaska County","22381","Iowa","659.0","8975","217.0","396.0","35.0","0.0","3122.0","4435.0","722.0","0.0","3745.0","5822.0","924.0","0.0","12589.0","18083.0","2845.0","0.0","2108.0","2915.0","462.0","0.0"
"Marion County","33309","Iowa","1693.0","12723","249.0","580.0","26.0","0.0","5164.0","7376.0","606.0","0.0","3982.0","6736.0","668.0","0.0","19101.0","28970.0","2484.0","0.0","2703.0","4380.0","360.0","0.0"
"Marshall County","40648","Iowa","1375.0","15538","392.0","878.0","9.0","0.0","5529.0","8497.0","116.0","0.0","6163.0","10643.0","127.0","0.0","22068.0","33089.0","532.0","0.0","3545.0","5044.0","82.0","0.0"
"Mills County","15059","Iowa","608.0","5605","71.0","119.0","7.0","0.0","2383.0","3081.0","272.0","0.0","2162.0","2800.0","361.0","0.0","9533.0","11980.0","1220.0","0.0","1279.0","1592.0","228.0","0.0"
"Mitchell County","10776","Iowa","247.0","4395","126.0","163.0","48.0","0.0","1838.0","2170.0","630.0","0.0","2135.0","2597.0","879.0","0.0","7101.0","8720.0","2222.0","0.0","1417.0","1925.0","435.0","0.0"
"Monona County","9243","Iowa","200.0","4050","51.0","91.0","13.0","0.0","1063.0","1356.0","271.0","0.0","1542.0","2166.0","405.0","0.0","5079.0","6395.0","1399.0","0.0","1123.0","1475.0","291.0","0.0"
"Monroe County","7970","Iowa","122.0","3213","73.0","131.0","8.0","0.0","972.0","1331.0","146.0","0.0","1339.0","1852.0","184.0","0.0","4181.0","5661.0","708.0","0.0","737.0","1113.0","170.0","0.0"
"Montgomery County","10740","Iowa","213.0","4558","42.0","144.0","13.0","0.0","1132.0","1769.0","439.0","0.0","1402.0","2376.0","710.0","0.0","5055.0","7691.0","2016.0","0.0","995.0","1521.0","422.0","0.0"
"Muscatine County","42745","Iowa","553.0","16412","163.0","459.0","7.0","0.0","5065.0","8206.0","194.0","0.0","5083.0","8689.0","187.0","0.0","20092.0","32345.0","903.0","0.0","2790.0","4621.0","126.0","0.0"
"O'Brien County","14398","Iowa","366.0","6069","150.0","331.0","4.0","0.0","1587.0","2386.0","55.0","0.0","1732.0","2725.0","70.0","0.0","6575.0","10297.0","264.0","0.0","1107.0","2045.0","47.0","0.0"
"Osceola County","6462","Iowa","112.0","2682","58.0","86.0","25.0","0.0","835.0","1067.0","266.0","0.0","1151.0","1532.0","349.0","0.0","3651.0","4839.0","1195.0","0.0","654.0","1010.0","214.0","0.0"
"Page County","15932","Iowa","1468.0","6393","112.0","266.0","14.0","0.0","1849.0","3004.0","182.0","0.0","3186.0","4706.0","217.0","0.0","8389.0","13448.0","832.0","0.0","1377.0","2502.0","156.0","0.0"
"Palo Alto County","9421","Iowa","344.0","3994","79.0","131.0","36.0","0.0","1209.0","1590.0","428.0","0.0","1346.0","1836.0","560.0","0.0","5165.0","7257.0","1781.0","0.0","991.0","1572.0","396.0","0.0"
"Plymouth County","24986","Iowa","349.0","9875","190.0","330.0","53.0","0.0","3590.0","5088.0","621.0","0.0","2814.0","3948.0","505.0","0.0","13707.0","19427.0","2264.0","0.0","2102.0","3207.0","387.0","0.0"
"Pocahontas County","7310","Iowa","141.0","3233","62.0","104.0","23.0","0.0","959.0","1107.0","404.0","0.0","1493.0","1744.0","594.0","0.0","4275.0","5201.0","1632.0","0.0","833.0","1151.0","287.0","0.0"
"Polk County","430640","Iowa","9356.0","170197","1411.0","5367.0","0.0","0.0","30598.0","77276.0","19.0","0.0","24393.0","75373.0","15.0","0.0","109985.0","289529.0","134.0","0.0","10606.0","29020.0","19.0","0.0"
"Pottawattamie County","93158","Iowa","2076.0","36775","782.0","1497.0","74.0","0.0","11538.0","18156.0","2332.0","0.0","11176.0","20167.0","1641.0","0.0","46029.0","74573.0","9048.0","0.0","6535.0","10718.0","1383.0","0.0"
