Location Code,Region Code,Bldg Address1,Bldg Address2,Bldg City,Bldg County,Bldg State,Bldg Zip,Congressional District,Bldg Status,Property Type,Bldg ANSI Usable,Total Parking Spaces,Owned/Leased,Construction Date,Historical Type,Historical Status,ABA Accessibility Flag 
VA0142,11,4000 Arlington Blvd, ,ARLINGTON,ARLINGTON COUNTY,VA,222041586,8,ACTIVE,BUILDING,6830,0,OWNED,1.Jan.28,Field Not In Use,National Register Eligible,No
VA0143,11,4000 Arlington Blvd, ,ARLINGTON,ARLINGTON COUNTY,VA,222041586,8,ACTIVE,BUILDING,17595,0,OWNED,1.Jan.28,Field Not In Use,National Register Eligible,No
VA0144,11,4000 Arlington Blvd, ,ARLINGTON,ARLINGTON COUNTY,VA,222041586,8,ACTIVE,BUILDING,191536,0,OWNED,1.Jan.93,Field Not In Use,Not Evaluated,No
VA0145,11,4000 Arlington Blvd, ,ARLINGTON,ARLINGTON COUNTY,VA,222041586,8,ACTIVE,BUILDING,481,0,OWNED,1.Jan.09,Field Not In Use,Non-Contributing Element,No
VA0146,11,4000 Arlington Blvd, ,ARLINGTON,ARLINGTON COUNTY,VA,222041586,8,ACTIVE,BUILDING,2345,0,OWNED,1.Jan.26,Field Not In Use,National Register Eligible,No
VA0147,11,4000 Arlington Blvd, ,ARLINGTON,ARLINGTON COUNTY,VA,222041586,8,ACTIVE,BUILDING,2345,0,OWNED,1.Jan.26,Field Not In Use,National Register Eligible,No
VA0148,11,4000 Arlington Blvd, ,ARLINGTON,ARLINGTON COUNTY,VA,222041586,8,ACTIVE,BUILDING,6456,0,OWNED,1.Jan.05,Field Not In Use,Not Evaluated,No
VA0149,11,4000 Arlington Blvd, ,ARLINGTON,ARLINGTON COUNTY,VA,222041586,8,ACTIVE,BUILDING,75582,0,OWNED,1.Jan.09,Field Not In Use,Not Evaluated,No
VA0150,11,4000 Arlington Blvd, ,ARLINGTON,ARLINGTON COUNTY,VA,222041586,8,ACTIVE,BUILDING,9974,0,OWNED,1.Jan.09,Field Not In Use,Not Evaluated,No
VA0153,11,241 18TH ST S, ,ARLINGTON,ARLINGTON COUNTY,VA,222023405,8,ACTIVE,BUILDING,56137,3,LEASED,1.Jan.78,Field Not In Use,Not Evaluated,Will Conform
VA0162,11,8TH&S CRTHSE ROAD, ,ARLINGTON,ARLINGTON COUNTY,VA,222040000,8,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
VA0182,11,6307 GRAVEL AVE, ,ALEXANDRIA,ALEXANDRIA CITY,VA,223103217,8,ACTIVE,BUILDING,77452,26,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0204,11,7401 FULLERTON RD, ,SPRINGFIELD,FAIRFAX COUNTY,VA,221532802,8,ACTIVE,BUILDING,13984,20,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0208,11,3101 Park Center Dr, ,ALEXANDRIA,ALEXANDRIA CITY,VA,223021500,8,ACTIVE,BUILDING,0,0,LEASED,1.Jan.81,Field Not In Use,Not Evaluated,Will Conform
VA0211,11,MCLEAN HDQTRS., ,MCLEAN,FAIRFAX COUNTY,VA,221019998,8,ACTIVE,STRUCTURE,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
VA0215,11,1235 S Clark St, ,ARLINGTON,ARLINGTON COUNTY,VA,222023283,8,ACTIVE,BUILDING,98464,4,LEASED,1.Jan.81,Field Not In Use,Not Evaluated,Will Conform
VA0221,11,7942 Angus Ct, ,SPRINGFIELD,FAIRFAX COUNTY,VA,221532801,8,ACTIVE,BUILDING,7878,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0231,11,MCLEAN HEADQUARTERS, ,MCLEAN,FAIRFAX COUNTY,VA,221019998,8,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
VA0234,11,1225 S Clark St, ,ARLINGTON,ARLINGTON COUNTY,VA,222023295,8,ACTIVE,BUILDING,45522,0,LEASED,1.Jan.82,Field Not In Use,Not Evaluated,Will Conform
VA0240,11,1215 S Clark St, ,ARLINGTON,ARLINGTON COUNTY,VA,222024302,8,ACTIVE,BUILDING,288382,456,LEASED,1.Jan.84,Field Not In Use,Not Evaluated,Will Conform
VA0242,11,5113 LEESBURG PIKE, ,FALLS CHURCH,INDEPENDENT CITY,VA,220413257,8,ACTIVE,BUILDING,30356,5,LEASED,1.Jan.82,Field Not In Use,Not Evaluated,Will Conform
VA0247,11,6999 LOISDALE RD, ,SPRINGFIELD,FAIRFAX COUNTY,VA,221501911,8,ACTIVE,BUILDING,34020,0,OWNED,1.Oct.53,Field Not In Use,Evaluated - Not Historic,Will Conform
VA0250,11,200 12TH ST S, ,ARLINGTON,ARLINGTON COUNTY,VA,222024360,8,ACTIVE,BUILDING,60410,2,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0256,11,1500 WILSON BLVD, ,ARLINGTON,ARLINGTON COUNTY,VA,222092436,8,ACTIVE,BUILDING,13774,5,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0263,11,5109 LEESBURG PIKE, ,FALLS CHURCH,INDEPENDENT CITY,VA,220413215,8,ACTIVE,BUILDING,80946,8,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0270,11,7799 LEESBURG PIKE, ,FALLS CHURCH,INDEPENDENT CITY,VA,220432408,8,ACTIVE,BUILDING,9530,37,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0280,11,480 Springpark Pl, ,HERNDON,FAIRFAX COUNTY,VA,201705294,11,ACTIVE,BUILDING,23926,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0282,11,381 ELDEN ST, ,HERNDON,FAIRFAX COUNTY,VA,201704879,11,ACTIVE,BUILDING,105219,28,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0283,11,600 ARMY NAVY DR, ,ARLINGTON,ARLINGTON COUNTY,VA,222024200,8,ACTIVE,BUILDING,478717,1064,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0284,11,8540 Terminal Rd, ,LORTON,FAIRFAX COUNTY,VA,220791428,8,ACTIVE,BUILDING,32405,36,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0286,11,8712 MORRISSETTE DR, ,SPRINGFIELD,FAIRFAX COUNTY,VA,221521079,11,ACTIVE,BUILDING,50633,120,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0289,11,201 12TH ST S, ,ARLINGTON,ARLINGTON COUNTY,VA,222024359,8,ACTIVE,BUILDING,217117,33,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0298,11,8000 Westpark Dr, ,MCLEAN,FAIRFAX COUNTY,VA,221023114,11,ACTIVE,BUILDING,52546,79,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0300,11,21400 Ridgetop Cir, ,STERLING,LOUDOUN COUNTY,VA,201666511,10,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0301,11,5107 Leesburg Pike, ,FALLS CHURCH,FAIRFAX COUNTY,VA,220413216,8,ACTIVE,BUILDING,162509,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0306,11,2216 Gallows Rd, ,DUNN LORING,FAIRFAX COUNTY,VA,220271136,11,ACTIVE,BUILDING,51185,64,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0309,11,6295 EDSALL RD, ,ALEXANDRIA,ALEXANDRIA CITY,VA,223122670,8,ACTIVE,BUILDING,14977,60,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0310,11,1101 WILSON BLVD, ,ARLINGTON,ARLINGTON COUNTY,VA,222092211,8,ACTIVE,BUILDING,32352,6,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0313,11,1110 N GLEBE RD, ,ARLINGTON,ARLINGTON COUNTY,VA,222014795,8,ACTIVE,BUILDING,104749,10,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0316,11,1953 GALLOWS RD, ,VIENNA,FAIRFAX COUNTY,VA,221823934,11,ACTIVE,BUILDING,30054,97,LEASED,15.Jul.83,Field Not In Use,Not Evaluated,Will Conform
VA0318,11,1550 Crystal Dr, ,ARLINGTON,ARLINGTON COUNTY,VA,222024102,8,ACTIVE,BUILDING,102878,8,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0319,11,2800 Crystal Dr, ,ARLINGTON,ARLINGTON COUNTY,VA,222023500,8,ACTIVE,BUILDING,36421,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0322,11,7500 Boston Blvd, ,SPRINGFIELD,FAIRFAX COUNTY,VA,221533133,8,ACTIVE,BUILDING,77142,245,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0323,11,2451 CRYSTAL DR, ,ARLINGTON,ARLINGTON COUNTY,VA,222024803,8,ACTIVE,BUILDING,70834,52,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0324,11,7619 Little River Tpke, ,ANNANDALE,FAIRFAX COUNTY,VA,220032602,11,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
VA0328,11,2300 CLARENDON BLVD, ,ARLINGTON,ARLINGTON COUNTY,VA,222013398,8,ACTIVE,BUILDING,25989,6,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0332,11,1550 WILSON BLVD, ,ARLINGTON,ARLINGTON COUNTY,VA,222092406,8,ACTIVE,BUILDING,27364,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0333,11,12296 SUNRISE VALLEY DR, ,RESTON,FAIRFAX COUNTY,VA,201913401,11,ACTIVE,BUILDING,17762,0,LEASED,0,Field Not In Use,Not Evaluated,No
VA0335,11,101 W Broad St, ,FALLS CHURCH,INDEPENDENT CITY,VA,220464229,8,ACTIVE,BUILDING,4351,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0336,11,7374 Boston Blvd, ,SPRINGFIELD,FAIRFAX COUNTY,VA,221532804,8,ACTIVE,BUILDING,51589,210,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0337,11,12201 SUNRISE VALLEY DR, ,RESTON,FAIRFAX COUNTY,VA,201920003,11,ACTIVE,BUILDING,21828,0,OWNED,1.Oct.91,Field Not In Use,Not Evaluated,Will Conform
VA0341,11,8550 CINDER BED RD, ,LORTON,FAIRFAX COUNTY,VA,220791400,8,ACTIVE,BUILDING,26456,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
VA0344,11,6595 Springfield Center Drive, ,SPRINGFIELD,FAIRFAX COUNTY,VA,221501913,8,ACTIVE,BUILDING,552294,85,LEASED,0,Field Not In Use,Not Evaluated,No
VA0345,11,4200 WILSON BLVD, ,ARLINGTON,ARLINGTON COUNTY,VA,222031800,8,ACTIVE,BUILDING,78228,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0350,11,1501 WILSON BLVD, ,ARLINGTON,ARLINGTON COUNTY,VA,222092403,8,ACTIVE,BUILDING,33158,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0351,11,44845 FALCON PL, ,STERLING,LOUDOUN COUNTY,VA,201669545,10,ACTIVE,BUILDING,7835,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0354,11,1700 N MOORE ST, ,ARLINGTON,ARLINGTON COUNTY,VA,222092793,8,ACTIVE,BUILDING,129749,1,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0359,11,22455 DAVIS DR, ,STERLING,LOUDOUN COUNTY,VA,201644446,10,ACTIVE,BUILDING,5460,9,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0360,11,5775 General Washington Dr, ,ALEXANDRIA,ALEXANDRIA CITY,VA,223122418,8,ACTIVE,BUILDING,51279,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0364,11,45045 Aviation Dr, ,DULLES AIRPORT,FAIRFAX COUNTY,VA,201667528,10,ACTIVE,BUILDING,25048,100,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0382,11,2070 CHAIN BRIDGE RD, ,VIENNA,FAIRFAX COUNTY,VA,221822536,11,ACTIVE,BUILDING,198787,19,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0387,11,2231 Crystal Dr, ,ARLINGTON,ARLINGTON COUNTY,VA,222023710,8,ACTIVE,BUILDING,54896,5,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0390,11,1515 WILSON BLVD, ,ARLINGTON,ARLINGTON COUNTY,VA,222092407,8,ACTIVE,BUILDING,33813,1,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0391,11,4350 N Fairfax Dr, ,ARLINGTON,ARLINGTON COUNTY,VA,222031695,8,ACTIVE,BUILDING,1852,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0396,11,1525 WILSON BLVD, ,ARLINGTON,ARLINGTON COUNTY,VA,222092411,8,ACTIVE,BUILDING,67531,11,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0403,11,7681 BOSTON BLVD, ,SPRINGFIELD,FAIRFAX COUNTY,VA,221533137,8,ACTIVE,BUILDING,94162,1,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0405,11,14701 WILLARD RD, ,CHANTILLY,FAIRFAX COUNTY,VA,201511705,10,ACTIVE,BUILDING,4270,2,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0410,11,7002 Newington Rd, ,LORTON,FAIRFAX COUNTY,VA,220791134,8,ACTIVE,BUILDING,36666,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0414,11,8701 MORRISSETTE DR, ,SPRINGFIELD,FAIRFAX COUNTY,VA,221521079,11,ACTIVE,BUILDING,89941,214,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0417,11,7375 BOSTON BLVD, ,SPRINGFIELD,FAIRFAX COUNTY,VA,221532833,8,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0421,11,7501 Boston Blvd, ,SPRINGFIELD,FAIRFAX COUNTY,VA,221533135,8,ACTIVE,BUILDING,75756,309,LEASED,0,Field Not In Use,Not Evaluated,Yes
VA0423,11,2511 Jefferson Davis Hwy, ,ARLINGTON,ARLINGTON COUNTY,VA,222023925,8,ACTIVE,BUILDING,43541,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0426,11,7001 Newington Rd, ,LORTON,FAIRFAX COUNTY,VA,220791100,8,ACTIVE,BUILDING,25929,0,LEASED,0,Field Not In Use,Evaluated - Not Historic,Will Conform
VA0429,11,7770 Backlick Rd, ,SPRINGFIELD,FAIRFAX COUNTY,VA,221502251,8,ACTIVE,BUILDING,4886,40,LEASED,1.Jan.12,Field Not In Use,Evaluated - Not Historic,Will Conform
VA0430,11,1320 Braddock PL, ,ALEXANDRIA,ALEXANDRIA CITY,VA,22314,8,ACTIVE,BUILDING,115306,12,LEASED,0,Field Not In Use,Not Evaluated,No
VA0440,11,2600 Park Tower Dr, ,VIENNA,FAIRFAX COUNTY,VA,221807342,11,ACTIVE,BUILDING,20727,5,LEASED,0,Field Not In Use,Not Evaluated,No
VA0501,11,6999 LOISDALE RD, ,SPRINGFIELD,FAIRFAX COUNTY,VA,221501911,8,ACTIVE,BUILDING,4200,0,OWNED,1.Oct.53,Field Not In Use,Evaluated - Not Historic,Will Conform
VA0502,11,6999 LOISDALE RD, ,SPRINGFIELD,FAIRFAX COUNTY,VA,221501911,8,ACTIVE,BUILDING,4000,0,OWNED,1.Oct.53,Field Not In Use,Evaluated - Not Historic,Will Conform
VA0503,11,6999 LOISDALE RD, ,SPRINGFIELD,FAIRFAX COUNTY,VA,221501911,8,ACTIVE,BUILDING,4000,0,OWNED,1.Oct.53,Field Not In Use,Evaluated - Not Historic,Will Conform
VA0504,11,6999 LOISDALE RD, ,SPRINGFIELD,FAIRFAX COUNTY,VA,221501911,8,ACTIVE,BUILDING,4000,0,OWNED,1.Oct.53,Field Not In Use,Evaluated - Not Historic,Will Conform
VA0505,11,6999 LOISDALE RD, ,SPRINGFIELD,FAIRFAX COUNTY,VA,221501911,8,ACTIVE,BUILDING,8000,0,OWNED,1.Oct.53,Field Not In Use,Evaluated - Not Historic,Will Conform
VA0506,11,6810 LOISDALE RD,"FSS,PPC,FRC,& SALES",SPRINGFIELD,FAIRFAX COUNTY,VA,221501910,8,ACTIVE,BUILDING,799700,192,OWNED,1.Jan.53,Field Not In Use,Evaluated - Not Historic,Will Conform
VA0507,11,6999 LOISDALE RD, ,SPRINGFIELD,FAIRFAX COUNTY,VA,221501911,8,ACTIVE,BUILDING,231734,182,OWNED,1.Jan.53,Field Not In Use,Evaluated - Not Historic,Will Conform
VA0508,11,6999 LOISDALE RD, ,SPRINGFIELD,FAIRFAX COUNTY,VA,221501911,8,ACTIVE,BUILDING,5696,5,OWNED,1.Oct.53,Field Not In Use,Evaluated - Not Historic,Will Conform
VA0509,11,6999 LOISDALE RD, ,SPRINGFIELD,FAIRFAX COUNTY,VA,221501911,8,ACTIVE,BUILDING,3030,0,OWNED,1.Oct.53,Field Not In Use,Evaluated - Not Historic,Will Conform
VA0510,11,6999 LOISDALE RD, ,SPRINGFIELD,FAIRFAX COUNTY,VA,221501911,8,ACTIVE,BUILDING,4835,0,OWNED,1.Oct.53,Field Not In Use,Evaluated - Not Historic,Will Conform
VA0560,11,6999 LOISDALE RD, ,SPRINGFIELD,FAIRFAX COUNTY,VA,221501911,8,ACTIVE,BUILDING,1720,0,OWNED,1.Oct.53,Field Not In Use,Evaluated - Not Historic,Will Conform
VA0561,11,6999 LOISDALE RD, ,SPRINGFIELD,FAIRFAX COUNTY,VA,221501911,8,ACTIVE,BUILDING,1035,0,OWNED,1.Oct.53,Field Not In Use,Evaluated - Not Historic,Will Conform
VA0563,11,6999 LOISDALE RD, ,SPRINGFIELD,FAIRFAX COUNTY,VA,221501911,8,ACTIVE,BUILDING,800,0,OWNED,1.Oct.53,Field Not In Use,Evaluated - Not Historic,Will Conform
VA0805,11,7049 NEWINGTON, ,ARLINGTON,ARLINGTON COUNTY,VA,221220000,8,ACTIVE,BUILDING,33887,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0810,11,2929 Eskridge Rd, ,FAIRFAX,INDEPENDENT CITY,VA,220312213,11,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
VA0812,11,10501 Furnace Rd, ,LORTON,FAIRFAX COUNTY,VA,220792631,8,ACTIVE,BUILDING,37099,38,LEASED,25.Aug.00,Field Not In Use,Not Evaluated,Yes
VA0815,11,2051 Jamieson Ave, ,ALEXANDRIA,ALEXANDRIA CITY,VA,223145769,8,ACTIVE,BUILDING,48385,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0816,11,10400 FURNACE RD, ,LORTON,FAIRFAX COUNTY,VA,220792613,11,ACTIVE,BUILDING,104576,350,LEASED,1.Oct.90,Field Not In Use,Not Evaluated,Yes
VA0817,11,22685 Holiday Park Dr,SUITE 10,STERLING,LOUDOUN COUNTY,VA,201664310,10,ACTIVE,BUILDING,22620,60,LEASED,0,Field Not In Use,Not Evaluated,Yes
VA0818,11,10450 FURNACE ROAD, ,LORTON,FAIRFAX COUNTY,VA,220794128,11,ACTIVE,BUILDING,51694,112,LEASED,23.Dec.10,Field Not In Use,Not Evaluated,Yes
VA0821,11,535 Huntmar Park Dr, ,HERNDON,FAIRFAX COUNTY,VA,201705100,11,ACTIVE,BUILDING,58763,308,LEASED,1.Apr.99,Field Not In Use,Not Evaluated,Yes
VA0822,11,5275 LEESBURG PIKE, ,FALLS CHURCH,INDEPENDENT CITY,VA,220413803,8,ACTIVE,BUILDING,159346,15,LEASED,17.Sep.01,Field Not In Use,Not Evaluated,Yes
VA0823,11,11320 RANDOM HILLS RD, ,FAIRFAX,INDEPENDENT CITY,VA,220307477,11,ACTIVE,BUILDING,79493,235,LEASED,0,Field Not In Use,Not Evaluated,Yes
VA0826,11,10377 Mordor Dr, ,LORTON,FAIRFAX COUNTY,VA,22079,11,ACTIVE,BUILDING,120620,181,LEASED,0,Field Not In Use,Not Evaluated,No
VA0827,11,12310 SUNRISE VALLEY DR, ,RESTON,FAIRFAX COUNTY,VA,201913414,11,ACTIVE,BUILDING,468740,2162,LEASED,30.Oct.09,Field Not In Use,Not Evaluated,Yes
VA0828,11,13461 Sunrise Valley Dr, ,HERNDON,FAIRFAX COUNTY,VA,201713283,11,ACTIVE,BUILDING,34247,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
VA0830,11,12290 SUNRISE VALLEY DR, ,RESTON,FAIRFAX COUNTY,VA,201913416,11,ACTIVE,BUILDING,152564,502,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0831,11,400 DULANY ST, ,ALEXANDRIA,ALEXANDRIA CITY,VA,223145774,8,ACTIVE,BUILDING,1989117,25,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0832,11,45250 SEVERN WAY, ,STERLING,LOUDOUN COUNTY,VA,201668913,10,ACTIVE,BUILDING,31357,14,LEASED,0,Field Not In Use,Not Evaluated,Yes
VA0833,11,2222 Gallows Rd, ,DUNN LORING,FAIRFAX COUNTY,VA,220271100,11,ACTIVE,BUILDING,38600,173,LEASED,0,Field Not In Use,Not Evaluated,Yes
VA0835,11,22624 Dulles Summit Ct, ,STERLING,LOUDOUN COUNTY,VA,201669509,10,ACTIVE,BUILDING,49692,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
VA0839,11,1901 S BELL ST, ,ARLINGTON,ARLINGTON COUNTY,VA,222024511,8,ACTIVE,BUILDING,199687,64,LEASED,0,Field Not In Use,Not Evaluated,Yes
VA0841,11,6350 Walker Ln, ,SPRINGFIELD,FAIRFAX COUNTY,VA,223103229,8,ACTIVE,BUILDING,88148,45,LEASED,8.Dec.00,Field Not In Use,Not Evaluated,Yes
VA0842,11,7943 Angus Ct, ,SPRINGFIELD,FAIRFAX COUNTY,VA,221532801,8,ACTIVE,BUILDING,54553,127,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0844,11,7400 FULLERTON RD, ,SPRINGFIELD,FAIRFAX COUNTY,VA,221532886,8,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
VA0845,11,14560 Avion Pkwy,AVION BUSINESS PARK,CHANTILLY,FAIRFAX COUNTY,VA,201511101,10,ACTIVE,BUILDING,62177,300,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0847,11,5800 Barclay Dr, ,ALEXANDRIA,FAIRFAX COUNTY,VA,223155752,8,ACTIVE,BUILDING,44820,150,LEASED,0,Field Not In Use,Not Evaluated,Yes
VA0849,11,10430 Furnace Rd, ,LORTON,FAIRFAX COUNTY,VA,220792613,11,ACTIVE,BUILDING,17169,10,LEASED,0,Field Not In Use,Not Evaluated,No
VA0853,11,10720 RICHMOND HWY, ,LORTON,FAIRFAX COUNTY,VA,220792622,8,ACTIVE,BUILDING,82508,224,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0855,11,6750 FLEET DR, ,ALEXANDRIA,ALEXANDRIA CITY,VA,223103214,8,ACTIVE,BUILDING,14328,2,LEASED,0,Field Not In Use,Not Evaluated,No
VA0857,11,1801 N Lynn St, ,ARLINGTON,ARLINGTON COUNTY,VA,22209,8,ACTIVE,BUILDING,319411,376,OWNED,7.Mar.17,Field Not In Use,Not Evaluated,No
VA0865,11,4601 NORTH FAIRFAX DRIVE,-,ARLINGTON,ARLINGTON COUNTY,VA,222021500,8,ACTIVE,BUILDING,67453,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0867,11,8380 Alban Rd, ,SPRINGFIELD,FAIRFAX COUNTY,VA,221502338,8,ACTIVE,BUILDING,65572,60,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0868,11,6315 BREN MAR DR, ,ALEXANDRIA,ALEXANDRIA CITY,VA,223126300,8,ACTIVE,BUILDING,142774,65,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0870,11,45005 AVIATION DR, ,STERLING,LOUDOUN COUNTY,VA,201667513,10,ACTIVE,BUILDING,13833,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0871,11,6359 WALKER LN, ,ALEXANDRIA,ALEXANDRIA CITY,VA,223103200,8,ACTIVE,BUILDING,8982,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0873,11,2230 Gallows Rd, ,DUNN LORING,FAIRFAX COUNTY,VA,220271101,11,ACTIVE,BUILDING,44763,5,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0874,11,10803 PARKRIDGE BLVD, ,RESTON,FAIRFAX COUNTY,VA,201914335,11,ACTIVE,BUILDING,86481,223,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0878,11,1300 17TH ST N, ,ARLINGTON,ARLINGTON COUNTY,VA,222093811,8,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0880,11,7435 Boston Blvd, ,SPRINGFIELD,FAIRFAX COUNTY,VA,221533122,8,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0881,11,7451 Boston Blvd,7451 BOSTON BLVD.,SPRINGFIELD,FAIRFAX COUNTY,VA,221533122,8,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0882,11,875 N Randolph St, ,ARLINGTON,ARLINGTON COUNTY,VA,222031927,8,ACTIVE,BUILDING,273863,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0888,11,2675 PROSPERITY AVE, ,FAIRFAX,INDEPENDENT CITY,VA,220314906,11,ACTIVE,BUILDING,153507,373,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0891,11,14390 Air and Space Museum Pkwy, ,CHANTILLY,FAIRFAX COUNTY,VA,201513002,10,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
VA0895,11,5611 COLUMBIA PIKE, ,FALLS CHURCH,INDEPENDENT CITY,VA,220415000,8,ACTIVE,BUILDING,233925,51,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0900,11,13988 PARK CENTER RD, ,HERNDON,FAIRFAX COUNTY,VA,201713222,10,ACTIVE,BUILDING,34888,37,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0901,11,1616 FORT MYER DR, ,ARLINGTON,ARLINGTON COUNTY,VA,222093110,8,ACTIVE,BUILDING,109364,77,LEASED,1.Jun.75,Field Not In Use,Not Evaluated,Will Conform
VA0905,11,2200 CRYSTAL DR, ,ARLINGTON,ARLINGTON COUNTY,VA,222023713,8,ACTIVE,BUILDING,86644,10,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0906,11,12200 Sunrise Valley Dr, ,RESTON,FAIRFAX COUNTY,VA,201913407,11,ACTIVE,BUILDING,49317,162,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0907,11,2777 Crystal Dr, ,ARLINGTON,ARLINGTON COUNTY,VA,222023553,8,ACTIVE,BUILDING,272788,15,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0912,11,13873 Park Center Rd, ,HERNDON,FAIRFAX COUNTY,VA,201713223,10,ACTIVE,BUILDING,9127,25,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
VA0915,11,10555 Furnace Rd, ,LORTON,FAIRFAX COUNTY,VA,22079,8,ACTIVE,BUILDING,82827,200,LEASED,0,Field Not In Use,Not Evaluated,Yes
